symbol,entry_date,exit_date,strategy,signal,pricing_source,option_symbol,strike,expiry,entry_price,exit_price,entry_delta,entry_gamma,entry_theta,entry_vega,entry_rho,entry_volatility,entry_dte,option_volume,option_open_interest,option_spread_pct,contracts,pnl,pnl_pct,gross_pnl,fees,net_pnl,max_profit,max_drawdown,days_held,exit_reason,rank_score,option_score,pop,liquidity,atm_score
MSFT,2026-02-24,2026-02-25,LONG_PUT,PUT,black_scholes_proxy,,400.6,BS_ENTRY_PROXY_EXIT,0.6535043339345918,0.3499309714487566,-0.32936894262947103,0.12031820199646125,-0.0036080769334476833,0.4156027274564964,-0.10898523513805537,0.02618766493117468,30,0,0,0.0,15,434.3600437287528,0.4431085571267506,455.3600437287528,21.000000000000004,434.3600437287528,455.3600437287528,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AMZN,2026-02-24,2026-02-25,LONG_PUT,PUT,black_scholes_proxy,,210.64,BS_ENTRY_PROXY_EXIT,0.5625576887112942,2.2386727397329196,-0.3729092130143734,0.17436560291462863,-0.005025523598500818,0.22858494414341457,-0.06502368848059638,0.035948164776734855,30,0,0,0.0,17,-2873.1955867367633,-3.0043408612783105,-2849.395586736763,23.8,-2873.1955867367633,0.0,-2849.395586736763,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-02-25,2026-02-26,LONG_PUT,PUT,black_scholes_proxy,,207.92,BS_ENTRY_PROXY_EXIT,0.5125027345445687,0.07867308743583123,-0.3662863329548469,0.18542786350981283,-0.004326440332331735,0.22431890004373706,-0.06301706061576684,0.03404630214917826,30,0,0,0.0,19,797.6763295066013,0.8191754283649152,824.2763295066013,26.6,797.6763295066013,824.2763295066013,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
MSFT,2026-02-26,2026-03-01,LONG_PUT,PUT,black_scholes_proxy,,392.74,BS_ENTRY_PROXY_EXIT,0.5870949779384063,0.004767773731546132,-0.3210565010680545,0.12790499780275136,-0.0028274640609453365,0.40320686103345127,-0.10411958236225162,0.024865759972064413,30,0,0,0.0,17,966.1562471516623,0.9680328150694638,989.9562471516623,23.8,966.1562471516623,989.9562471516623,0.0,3,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-01,2026-03-02,LONG_PUT,PUT,black_scholes_proxy,,398.55,BS_ENTRY_PROXY_EXIT,0.5557505715167252,0.006041761336072593,-0.3143421732149311,0.1300593191779147,-0.0023520603363248755,0.405534107378881,-0.10342752633396779,0.023883165761600104,30,0,0,0.0,17,910.7049773071095,0.96393748857266,934.5049773071095,23.8,910.7049773071095,934.5049773071095,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-02,2026-03-03,LONG_PUT,PUT,black_scholes_proxy,,403.93,BS_ENTRY_PROXY_EXIT,0.5723554125590908,0.26090038231893686,-0.3158967158791772,0.12741729231929938,-0.0025003670948799067,0.4118749898749745,-0.10534727330764532,0.024104406350463847,30,0,0,0.0,17,505.67355140826174,0.5197033586354777,529.4735514082618,23.8,505.67355140826174,529.4735514082618,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AAPL,2026-03-08,2026-03-09,LONG_PUT,PUT,black_scholes_proxy,,259.88,BS_ENTRY_PROXY_EXIT,0.3454960165881431,0.13087986982171884,-0.3096919417356687,0.20364007476075624,-0.0013198242881602375,0.262735894992133,-0.06643416808344141,0.02324245805756501,30,0,0,0.0,28,561.7252109459879,0.5806612439343218,600.9252109459879,39.2,561.7252109459879,600.9252109459879,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AAPL,2026-03-11,2026-03-12,LONG_PUT,PUT,black_scholes_proxy,,255.76,BS_ENTRY_PROXY_EXIT,0.34501095080577215,4.829384682451803,-0.3111155869035407,0.20562734151316944,-0.001361742012408892,0.25908703101765723,-0.06568432886897697,0.02343533558246569,30,0,0,0.0,28,-12595.446448608887,-13.0383505831919,-12556.246448608887,39.2,-12595.446448608887,0.0,-12556.246448608887,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AAPL,2026-03-12,2026-03-15,LONG_PUT,PUT,black_scholes_proxy,,250.12,BS_ENTRY_PROXY_EXIT,0.35636862625601395,0.01299044579454911,-0.316429716421083,0.20526627305789852,-0.0015734164037730192,0.25522253176877585,-0.06534391997054571,0.024181107354184245,30,0,0,0.0,28,922.2589052921015,0.9242625646423788,961.4589052921016,39.2,922.2589052921015,961.4589052921016,0.0,3,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AAPL,2026-03-15,2026-03-16,LONG_PUT,PUT,black_scholes_proxy,,252.82,BS_ENTRY_PROXY_EXIT,0.3195825877892844,0.0628049589988855,-0.30474524472700715,0.21381688632557821,-0.0010783989889708004,0.2537921372945979,-0.06358789755589415,0.022593573067230185,30,0,0,0.0,31,752.6106492502366,0.7596710148378718,796.0106492502366,43.400000000000006,752.6106492502366,796.0106492502366,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AAPL,2026-03-16,2026-03-17,LONG_PUT,PUT,black_scholes_proxy,,254.23,BS_ENTRY_PROXY_EXIT,0.31144929761786955,3.4907710993338696,-0.3016549743540513,0.21537627045022503,-0.0009630182217087832,0.25404709816501575,-0.0632886521323137,0.022204162709807178,30,0,0,0.0,32,-10218.6297654912,-10.253103237477912,-10173.8297654912,44.800000000000004,-10218.6297654912,0.0,-10173.8297654912,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AAPL,2026-03-17,2026-03-18,LONG_PUT,PUT,black_scholes_proxy,,249.94,BS_ENTRY_PROXY_EXIT,0.32021950016013534,0.7353527129813813,-0.30606768008136853,0.21507503531288016,-0.0011189415180529242,0.25138330910480006,-0.06313871955591566,0.022763891905485858,30,0,0,0.0,31,-1330.3129597458624,-1.3401220494274866,-1286.9129597458623,43.400000000000006,-1330.3129597458624,0.0,-1286.9129597458623,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-17,2026-03-18,LONG_PUT,PUT,black_scholes_proxy,,391.79,BS_ENTRY_PROXY_EXIT,0.4400876803977809,1.8846861427826411,-0.29304818450660663,0.14459691386486362,-0.0010074454232452937,0.38636463602402665,-0.09472885141499277,0.021178893211742447,30,0,0,0.0,22,-3208.9166172466926,-3.3143360456409066,-3178.1166172466924,30.800000000000004,-3208.9166172466926,0.0,-3178.1166172466924,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AAPL,2026-03-18,2026-03-19,LONG_PUT,PUT,black_scholes_proxy,,248.96,BS_ENTRY_PROXY_EXIT,0.2818123567340791,0.6876403875322978,-0.29381504833479766,0.22688599480700816,-0.0006655669501211653,0.24580991431462187,-0.06035343023849202,0.021266898870730782,30,0,0,0.0,35,-1469.3981077937656,-1.4897431598230895,-1420.3981077937656,49.00000000000001,-1469.3981077937656,0.0,-1420.3981077937656,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AAPL,2026-03-19,2026-03-22,LONG_PUT,PUT,black_scholes_proxy,,247.99,BS_ENTRY_PROXY_EXIT,0.26079231182956164,0.0005833932559690669,-0.2864666523295445,0.2340941770720727,-0.00043243370057827207,0.24196314869679958,-0.058604101991534215,0.020448520389647024,30,0,0,0.0,38,935.5938905796517,0.9440804326106824,988.7938905796517,53.2,935.5938905796517,988.7938905796517,0.0,3,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-19,2026-03-22,LONG_PUT,PUT,black_scholes_proxy,,381.87,BS_ENTRY_PROXY_EXIT,0.39306876651255607,0.1565317027718649,-0.28432059052835,0.153194717076972,-0.0005695768629049963,0.3712575845045569,-0.08956156657937553,0.020219577343074863,30,0,0,0.0,25,556.3426593517279,0.5661530060378952,591.3426593517279,35.0,556.3426593517279,591.3426593517279,0.0,3,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AAPL,2026-03-22,2026-03-23,LONG_PUT,PUT,black_scholes_proxy,,251.49,BS_ENTRY_PROXY_EXIT,0.26571416435170647,0.22428610499019896,-0.286935132959353,0.23044537535159773,-0.0004526649824161734,0.24556827224120897,-0.059529066371752926,0.020499082610498542,30,0,0,0.0,37,101.48381963757777,0.10322392646408936,153.28381963757778,51.800000000000004,101.48381963757777,153.28381963757778,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
