expiry,dte,strike,call_open_interest,put_open_interest,call_volume,put_volume,call_gamma_exposure,put_gamma_exposure,net_gamma_exposure,call_delta_exposure,put_delta_exposure,net_delta_exposure,vanna_exposure,charm_exposure,call_spread_pct,put_spread_pct,liquidity_score,dealer_pressure_score,pin_score,market_structure_eligible,trade_eligible
2026-08-03,8,2770.0,2.0,12.0,2.0,25.0,-23230.036451741005,-129073.81260034064,-152303.84905208164,-523159.50985239004,294603.7594413984,-228555.75041099166,29832.941867642563,-51649.45933331632,0.07481590574374072,0.12244897959183683,42.96934111758752,34.98388888689401,15.944114092099005,True,True
2026-08-03,8,2775.0,0.0,13.0,0.0,25.0,0.0,-147475.0672399114,-147475.0672399114,0.0,338303.15367295913,338303.15367295913,28710.33627072788,-48418.62880473911,,0.11538461538461531,42.749082924666446,64.98429180125035,16.225659730633797,True,True
2026-08-03,8,2780.0,0.0,2.0,0.0,2.0,0.0,-23949.06419153079,-23949.06419153079,0.0,55358.66362823726,55358.66362823726,4554.264521957738,-7640.882500904621,,0.0900900900900901,43.76915332368978,64.99718532792312,16.47424612759484,True,True
2026-08-03,8,2785.0,0.0,25.0,0.0,25.0,0.0,-316016.07393862674,-316016.07393862674,0.0,737752.8973143571,737752.8973143571,58557.40666818302,-97993.44636252621,,0.08403361344537814,44.283728247765644,64.96641445854186,16.835623631046925,True,True
2026-08-03,8,2790.0,25.0,132.0,25.0,2.0,-344139.78054232174,-1756070.7124126656,-2100210.492954987,-6386804.209454537,4120083.0919044656,-2266721.117550072,374318.1100965657,-634574.8705142369,0.07740654978498172,0.09523809523809519,44.7776361980335,34.776935669673996,17.568294068596767,True,True
2026-08-03,8,2795.0,0.0,13.0,0.0,6.0,0.0,-182136.76958356102,-182136.76958356102,0.0,431942.659212197,431942.659212197,31995.816856316593,-53243.92505844956,,0.07407407407407407,45.126056057676074,64.98061986860549,17.365420364151756,True,True
2026-08-03,8,2800.0,0.0,108.0,0.0,11.0,0.0,-1590215.4599866727,-1590215.4599866727,0.0,3806992.194870349,3806992.194870349,271055.22079493344,-450904.17547566374,,0.08333333333333329,45.332879813085164,64.83109352793494,17.979969181777484,True,True
2026-08-03,8,2805.0,0.0,38.0,0.0,39.0,0.0,-587299.266427761,-587299.266427761,0.0,1422109.7523537378,1422109.7523537378,97260.75836517595,-160900.20527287488,,0.07792207792207788,45.63212526007305,64.93761027437765,18.023227269796006,True,True
2026-08-03,8,2810.0,0.0,35.0,0.0,12.0,0.0,-567572.6935994006,-567572.6935994006,0.0,1387765.2784428075,1387765.2784428075,91595.71885906174,-149612.96556988152,,0.07317073170731704,46.05275816542037,64.93970524394602,18.29871769084372,True,True
2026-08-03,8,2815.0,0.0,13.0,0.0,10.0,0.0,-221169.75222950635,-221169.75222950635,0.0,545194.2230084214,545194.2230084214,34734.257733773185,-56001.51434032898,,0.06896551724137928,46.41696965635029,64.97648124810212,18.505446305944684,True,True
2026-08-03,8,2820.0,0.0,4.0,0.0,4.0,0.0,-71400.5365429385,-71400.5365429385,0.0,178173.94349880322,178173.94349880322,10858.470236481196,-17339.510333121387,,0.06451612903225802,46.81590041249073,64.99233210401005,18.757590929132746,True,True
2026-08-03,8,2825.0,0.0,9.0,0.0,6.0,0.0,-168462.43811165035,-168462.43811165035,0.0,424829.66421268374,424829.66421268374,24761.01156692578,-39149.881855171894,,0.06060606060606058,47.22815286289808,64.98207168734342,19.060773724742468,True,True
2026-08-03,8,2830.0,3.0,51.0,6.0,4.0,-58045.23857105123,-1000343.6507812557,-1058388.889352307,-712856.6463368767,2551977.7219493943,1839121.0756125175,149119.95453169657,-234880.07583383366,0.0857514075357298,0.06635071090047404,47.144042695742904,64.88757653437744,19.515098610108282,True,True
2026-08-03,8,2835.0,0.0,8.0,0.0,9.0,0.0,-164264.35439389508,-164264.35439389508,0.0,424314.96868782875,424314.96868782875,22278.560449733188,-34691.322183591095,,0.06222222222222216,47.746389226420305,64.9825175381605,19.626771865971644,True,True
2026-08-03,8,2840.0,0.0,89.0,0.0,3.0,0.0,-1911271.6000300164,-1911271.6000300164,0.0,4991293.713112506,4991293.713112506,247706.7355723302,-382917.2926234896,,0.058577405857740676,48.310833962787,64.79699392970664,20.225834312366196,True,True
2026-08-03,8,2845.0,0.0,90.0,0.0,7.0,0.0,-2017497.2015440313,-2017497.2015440313,0.0,5344062.03764736,5344062.03764736,248094.15350796215,-381974.93954826106,,0.05490196078431367,48.70761877325277,64.78571152298932,20.51927124795025,True,True
2026-08-03,8,2850.0,0.0,86.0,0.0,4.0,0.0,-2009868.6859614179,-2009868.6859614179,0.0,5392000.709026092,5392000.709026092,233554.27061308917,-357945.6274827752,,0.05166051660516613,49.08084738269207,64.78652180015803,20.79292043311488,True,True
2026-08-03,8,2855.0,0.0,22.0,0.0,8.0,0.0,-534894.6791821935,-534894.6791821935,0.0,1457718.1298340582,1457718.1298340582,59236.21257126238,-89544.51063319735,,0.04844290657439454,49.326926877303144,64.94317661266254,20.82298073855113,True,True
2026-08-03,8,2860.0,2.0,132.0,1.0,16.0,-49462.090530332374,-3339770.3823474045,-3389232.4728777367,-441011.9269758903,9230642.200162422,8789630.27318653,357491.2349021948,-530996.6655840684,0.02463605823068312,0.04560260586319214,50.247058638587184,64.64001566188692,21.569091731664624,True,True
2026-08-03,8,2865.0,0.0,34.0,0.0,6.0,0.0,-895497.5011884623,-895497.5011884623,0.0,2506225.2336450545,2506225.2336450545,89562.90060754164,-130433.66747715793,,0.043076923076923145,50.08202164714937,64.90487998846766,21.444601541606765,True,True
2026-08-03,8,2870.0,0.0,126.0,0.0,9.0,0.0,-3443325.4368205788,-3443325.4368205788,0.0,9821624.486605773,9821624.486605773,322383.3605431262,-462757.72111876926,,0.04034582132564837,50.64223452835564,64.63427043197797,22.12059919550858,True,True
2026-08-03,8,2875.0,1.0,207.0,1.0,87.0,-27557.754499783066,-5868757.955604329,-5896315.710104112,-208513.29427305263,17030124.81194263,16821611.517669577,512587.6104056812,-724353.3521733052,0.027114267269205863,0.037940379403793995,51.333996948301944,64.37373010408356,22.76508572783176,True,True
2026-08-03,8,2880.0,0.0,80.0,0.0,39.0,0.0,-2352796.7988570784,-2352796.7988570784,0.0,6934381.835962968,6934381.835962968,188234.25620742605,-261302.23281558056,,0.035805626598465444,51.25033601439547,64.75009878451439,22.504766223540294,True,True
2026-08-03,8,2885.0,1.0,67.0,1.0,16.0,-29435.928370888472,-2037229.829138512,-2066665.7575094006,-199699.78083815315,6122187.095807355,5922487.314969202,149650.6918681332,-204666.80954404504,0.027201145311381413,0.0384615384615385,51.59869196110359,64.78048942707102,22.74090804333018,True,True
2026-08-03,8,2890.0,0.0,128.0,0.0,15.0,0.0,-4022176.975097452,-4022176.975097452,0.0,12304096.484944023,12304096.484944023,260394.36259768542,-349318.82633790874,,0.031746031746031717,52.04209957911674,64.57278882593513,23.29853963008671,True,True
2026-08-03,8,2895.0,0.0,27.0,0.0,5.0,0.0,-873403.7523305241,-873403.7523305241,0.0,2729565.8809506833,2729565.8809506833,49925.552706873474,-65390.769427093896,,0.02985074626865668,52.17054164806012,64.90722713511005,23.13171737059329,True,True
2026-08-03,8,2900.0,1.0,41.0,1.0,4.0,-32097.089362570285,-1364026.3232036529,-1396123.4125662232,-185376.3993257325,4356501.430389457,4171125.031063725,70451.41315750076,-88600.01749291591,0.02544529262086514,0.03212851405622493,52.518479681981056,64.85170908981658,23.48648991532555,True,True
2026-08-03,8,2905.0,0.0,24.0,0.0,5.0,0.0,-820578.1433982962,-820578.1433982962,0.0,2679383.3369505433,2679383.3369505433,35577.84678482073,-42470.434769746775,,0.03030303030303033,52.719479869356746,64.91283783105287,23.689613118913886,True,True
2026-08-03,8,2910.0,0.0,49.0,0.0,7.0,0.0,-1713824.9254500591,-1713824.9254500591,0.0,5749623.3780691065,5749623.3780691065,60993.464227419754,-68176.75108749761,,0.028469750889679738,53.111573346171014,64.8179658510645,24.092629341789596,True,True
2026-08-03,8,2915.0,0.0,31.0,0.0,17.0,0.0,-1112269.1411248315,-1112269.1411248315,0.0,3816494.9574880544,3816494.9574880544,30716.921403490287,-30764.832234747104,,0.026936026936026956,53.40406906109085,64.88185794384148,24.29417387633128,True,True
2026-08-03,8,2920.0,0.0,114.0,0.0,12.0,0.0,-4175142.0580581906,-4175142.0580581906,0.0,14719951.677835207,14719951.677835207,80298.73709355966,-64469.98500761606,,0.025396825396825307,53.909559822378384,64.55654205165219,24.978251826499772,True,True
2026-08-03,8,2925.0,0.0,68.0,0.0,2.0,0.0,-2535527.802428814,-2535527.802428814,0.0,9197374.320377734,9197374.320377734,27074.912436436574,-8244.206751386948,,0.023952095808383148,54.140383130832646,64.73069079636537,25.0446787064454,True,True
2026-08-03,8,2930.0,1.0,6.0,1.0,6.0,-36334.22003206171,-227775.5280644139,-264109.7480964756,-151484.05775511017,848760.2662041833,697276.2084490731,548.5916646612175,2327.98465422307,0.02531645569620253,0.02266288951841372,54.294992206244466,64.97192643676426,25.033990048747086,True,True
2026-08-03,8,2935.0,2.0,5.0,3.0,11.0,-73750.07535979203,-192194.3900905079,-265944.4654502999,-290740.5373902064,739181.8373058938,448441.29991568736,-1730.228272452037,5563.919673117981,0.021917808219178006,0.021390374331550728,54.080645422779426,64.97171962793074,24.74968718073052,True,True
2026-08-03,8,2940.0,0.0,26.0,0.0,10.0,0.0,-1010493.1722612445,-1010493.1722612445,0.0,4016015.4287639046,4016015.4287639046,-15774.956203551059,33361.51103166507,,0.022756005056889978,53.803211247863025,64.89266813263299,24.559396895525772,True,True
2026-08-03,8,2945.0,1.0,19.0,1.0,5.0,-37573.989608715725,-746562.2237458255,-784136.2133545412,-132480.31039119995,3065615.5490195323,2933135.2386283325,-19608.45471003472,35386.294402339016,0.02588996763754048,0.023980815347721823,53.44077202232975,64.91670894448568,24.245791221875805,True,True
2026-08-03,8,2950.0,10.0,12.0,10.0,10.0,-377178.8773919923,-471965.2719328364,-849144.1493248288,-1258267.0627102938,2018977.7732712103,760710.7105609165,-28780.124006015103,48552.767682490216,0.028268551236749144,0.02262443438914027,53.14523922897622,64.90978961223401,23.970473575723602,True,True
2026-08-03,8,2955.0,0.0,62.0,0.0,1.0,0.0,-2447249.52535072,-2447249.52535072,0.0,10873273.467568792,10873273.467568792,-107489.19787338871,167888.469502361,,0.02575107296137345,52.935976994684665,64.74006740263253,23.886074321350677,True,True
2026-08-03,8,2960.0,4.0,72.0,4.0,3.0,-150729.4370088265,-2827740.1169375535,-2978469.55394638,-449394.5542543942,13127887.649916515,12678493.09566212,-157225.13072065572,237459.08395930598,0.03418803418803422,0.024340770791074967,52.5756641731705,64.6836447996877,23.66995882704421,True,True
2026-08-03,8,2965.0,5.0,1.0,10.0,1.0,-187478.44360083735,-39047.83560199498,-226526.27920283232,-527993.4309571704,189438.6442356585,-338554.786721512,-13827.072356737033,20751.021777169815,0.03791469194312799,0.026923076923077032,52.049109052667596,34.97598413093552,23.038233903489985,True,True
2026-08-03,8,2970.0,39.0,5.0,6.0,3.0,-1444854.680695363,-192629.1329486546,-1637483.8136440176,-3854389.8783325152,982984.4998155052,-2871405.3785170102,-117101.29278748634,169523.2446319979,0.04210526315789459,0.029143897996357037,51.748598868828964,34.82608214927664,22.937324974212572,True,True
2026-08-03,8,2975.0,37.0,2.0,7.0,1.0,-1348176.6059045854,-75743.23953096008,-1423919.8454355455,-3402608.582586219,407924.465769432,-2994684.116816787,-116523.88268701851,163824.83818215574,0.0470588235294116,0.032843560933448555,51.32385012157841,34.84876533523452,22.62707126111571,True,True
2026-08-03,8,2980.0,124.0,10.0,1.0,10.0,-4418624.709024791,-369112.4255692404,-4787737.134594031,-10560243.217526728,2110495.3358028806,-8449747.881723847,-440726.0284897819,603349.248465811,0.04620462046204616,0.034398034398034426,51.229119151960276,34.49147890853223,22.791492240880284,True,True
2026-08-03,8,2985.0,3.0,13.0,1.0,13.0,-103993.61362721937,-466683.7333055893,-570677.3469328086,-235622.5592562818,2837769.621670673,2602147.0624143914,-60077.73144115119,77338.45164095523,0.052044609665427594,0.03268482490272365,50.63414952184119,64.93938053176169,21.94721983305861,True,True
2026-08-03,8,2990.0,57.0,0.0,5.0,0.0,-1914887.2538649691,0.0,-1914887.2538649691,-4108303.7030173796,0.0,-4108303.7030173796,-210539.4236465994,280032.94753005984,0.05907172995780585,,49.93492154663019,34.796616554417156,21.849986284794117,True,True
2026-08-03,8,2995.0,8.0,6.0,3.0,5.0,-258654.82626008108,-198890.51520481403,-457545.3414648951,-528002.7353604011,1391740.451177008,863737.7158166069,-57238.63138748778,71466.21761338942,0.06698564593301445,0.030898876404494426,49.8637802887749,64.95138508909118,21.366373991015585,True,True
2026-08-03,8,3000.0,14.0,2.0,7.0,2.0,-432433.6524247407,-62806.31543686733,-495239.967861608,-839706.0810004527,477438.216443536,-362267.86455691676,-66242.3410543213,82503.61841256195,0.07650273224043708,0.030728122912491614,49.44338554279949,34.947440178645934,21.089398604671594,True,True
2026-08-03,8,3005.0,2.0,0.0,7.0,0.0,-58606.661597392456,0.0,-58606.661597392456,-108192.72440827014,0.0,-108192.72440827014,-8394.669376440146,10340.335015545166,0.08805031446540894,,48.09642342495318,34.99391381483774,20.742426450799364,True,True
2026-08-03,8,3010.0,4.0,0.0,4.0,0.0,-110497.49770564638,0.0,-110497.49770564638,-194509.64742201657,0.0,-194509.64742201657,-16908.647508646925,20525.239493752357,0.0869565217391305,,47.84903745299742,34.988340777968986,20.46631268202488,True,True
2026-08-03,8,3015.0,6.0,0.0,2.0,0.0,-155518.48751989947,0.0,-155518.48751989947,-260971.67104719626,0.0,-260971.67104719626,-25203.51557066632,30304.068550908123,0.11764705882352945,,46.648121586721345,34.98353929659103,20.189781958275297,True,True
2026-08-03,8,3020.0,89.0,0.0,11.0,0.0,-2153386.81505513,0.0,-2153386.81505513,-3446152.886251157,0.0,-3446152.886251157,-371362.0574647842,436431.2368473249,0.11764705882352952,,46.538607854986125,34.77128535548764,20.240392611898887,True,True
2026-08-03,8,3025.0,3.0,0.0,6.0,0.0,-67204.63427981062,0.0,-67204.63427981062,-103333.68294050424,0.0,-103333.68294050424,-12284.368735256303,14114.427922792987,0.13636363636363646,,45.51147410915259,34.99300711227184,19.607866907358158,True,True
2026-08-03,8,3030.0,11.0,0.0,4.0,0.0,-226129.90664551588,0.0,-226129.90664551588,-333397.6749148357,0.0,-333397.6749148357,-43648.80795611856,49207.06444695256,0.13333333333333333,,45.33482685535527,34.97602691643379,19.353702487993154,True,True
2026-08-03,8,3035.0,114.0,0.0,50.0,0.0,-2143576.621524928,0.0,-2143576.621524928,-3050477.92505098,0.0,-3050477.92505098,-433732.85768390744,484478.3864770724,0.17054263565891467,,44.15117875064493,34.77232789618423,19.450942257916793,True,True
2026-08-03,8,3040.0,32.0,0.0,2.0,0.0,-545494.5679029733,0.0,-545494.5679029733,-742580.4871243555,0.0,-742580.4871243555,-115940.7452215168,128306.66636703892,0.18518518518518517,,43.254694784584956,34.94208125001895,18.85834309252759,True,True
2026-08-03,8,3045.0,36.0,0.0,1.0,0.0,-557420.1339934001,0.0,-557420.1339934001,-732419.96446835,0.0,-732419.96446835,-123206.37890708495,134446.08976607563,0.2173913043478261,,42.01252592564085,34.94081487276084,18.584954710372347,True,True
2026-08-03,8,3050.0,73.0,0.0,8.0,0.0,-1017572.0816366144,0.0,-1017572.0816366144,-1293102.219906016,0.0,-1293102.219906016,-233037.5208945891,248640.1892341129,0.2564102564102565,,40.635510829410386,34.89193159112756,18.42376255863188,True,True
2026-08-03,8,3055.0,83.0,0.0,11.0,0.0,-1034081.0628308601,0.0,-1034081.0628308601,-1274056.6466558103,0.0,-1274056.6466558103,-245628.79175214938,258005.37745201078,0.30303030303030304,,38.973567555781806,34.89017828596764,18.166105415444434,True,True
2026-08-03,8,3060.0,85.0,0.0,20.0,0.0,-937147.0023613547,0.0,-937147.0023613547,-1116266.8322633686,0.0,-1116266.8322633686,-232025.2128966482,240758.12648426238,0.3272727272727274,,37.96609507476496,34.90047566713256,17.880958943696637,True,True
2026-08-03,8,3065.0,34.0,0.0,12.0,0.0,-334433.3761142309,0.0,-334433.3761142309,-388704.57063392113,0.0,-388704.57063392113,-86099.44161307704,89239.9513942453,0.3829787234042553,,35.903031990575364,34.964517211909936,17.428612952722,True,False
2026-08-03,8,3070.0,32.0,0.0,10.0,0.0,-280574.24461545114,0.0,-280574.24461545114,-317866.38442407845,0.0,-317866.38442407845,-75230.66965744019,78099.81732307773,0.3999999999999999,,35.10376499960044,34.97024638481536,17.13577881192524,True,False
2026-08-03,8,3075.0,7.0,0.0,4.0,0.0,-54505.22544007526,0.0,-54505.22544007526,-60282.47136663243,0.0,-60282.47136663243,-14761.332288519596,14999.897638138718,0.47058823529411764,,32.64902284636316,34.99445962741649,16.773255938623667,True,False
2026-08-03,8,3080.0,6.0,0.0,10.0,0.0,-41301.868925381066,0.0,-41301.868925381066,-44768.27597069061,0.0,-44768.27597069061,-11374.747290937225,11396.145885905364,0.4827586206896551,,31.997389826234084,34.995948230421114,16.485464848111985,True,False
2026-08-03,8,3085.0,9.0,0.0,9.0,0.0,-54854.11606790288,0.0,-54854.11606790288,-58541.316520926805,0.0,-58541.316520926805,-15454.788438134188,15382.261029092,0.56,,29.402055928019237,34.9944299709722,16.20959968566506,True,False
2026-08-03,8,3090.0,83.0,0.0,11.0,0.0,-451989.0641141815,0.0,-451989.0641141815,-477811.34564903856,0.0,-477811.34564903856,-130651.8911205757,130187.8086943815,0.5454545454545453,,29.709940719091122,34.952024000832566,16.139876654226715,True,False
2026-08-03,8,3095.0,3.0,0.0,1.0,0.0,-14050.961700255328,0.0,-14050.961700255328,-14449.04489609891,0.0,-14449.04489609891,-4251.994794631965,4208.351233921557,0.6666666666666667,,25.62058407213485,34.99954565562814,15.62284169732146,True,False
2026-08-03,8,3100.0,15.0,0.0,1.0,0.0,-63180.46807333679,0.0,-63180.46807333679,-64502.888231183024,0.0,-64502.888231183024,-19774.57608897725,19745.63814289272,0.7500000000000001,,22.861456666786893,34.993521918236965,15.372315426281347,True,False
2026-08-03,8,3105.0,4.0,0.0,6.0,0.0,-15053.614105026345,0.0,-15053.614105026345,-15190.4118308619,0.0,-15190.4118308619,-4808.51508100909,4801.776871442008,0.8571428571428572,,19.339577145842064,34.99938850123084,15.056649614200943,True,False
2026-08-03,8,3110.0,11.0,0.0,20.0,0.0,-36454.798109755364,0.0,-36454.798109755364,-36243.483157054565,0.0,-36243.483157054565,-11554.685609591963,11352.514209179895,1.0000000000000002,,14.784199280581747,34.9965418602121,14.791562868150354,True,False
2026-08-03,8,3115.0,2.0,0.0,1.0,0.0,-5714.668335721209,0.0,-5714.668335721209,-5576.15328691033,0.0,-5576.15328691033,-1822.4131146207876,1761.094142022073,1.2000000000000002,,14.480819943601855,35.002082568570636,14.482103335608032,True,False
2026-08-03,8,3120.0,2.0,0.0,2.0,0.0,-4786.25193991157,0.0,-4786.25193991157,-4554.473633752589,0.0,-4554.473633752589,-1569.3224705181372,1491.101367482175,1.5,,14.196405720178513,35.00278437702089,14.197632763349704,True,False
2026-08-03,8,3125.0,2.0,0.0,2.0,0.0,-4594.796902469936,0.0,-4594.796902469936,-4461.911073543231,0.0,-4461.911073543231,-1512.4504364913969,1467.454598798094,1.5,,13.911991496755165,35.002873004941065,13.913206919851184,True,False
2026-08-03,8,3130.0,7.0,0.0,6.0,0.0,-14224.619721351764,0.0,-14224.619721351764,-13720.296180568137,0.0,-13720.296180568137,-4821.107816090517,4686.721132576272,2.0,,13.638113447529902,34.999582342906244,13.64225471026379,True,False
2026-08-03,8,3135.0,4.0,0.0,4.0,0.0,-7818.592620395347,0.0,-7818.592620395347,-7688.509014934375,0.0,-7688.509014934375,-2663.0278704511984,2642.071348562959,2.0,,13.347377519587708,35.00112026873988,13.349725154927523,True,False
2026-08-03,8,3140.0,8.0,0.0,5.0,0.0,-15055.93457652359,0.0,-15055.93457652359,-15087.002389833811,0.0,-15087.002389833811,-5153.543239289474,5215.884251228965,2.0,,13.071392235522824,34.999395022160826,13.076052228068727,True,False
2026-08-03,8,3145.0,5.0,0.0,5.0,0.0,-9068.61761146884,0.0,-9068.61761146884,-9255.895138115775,0.0,-9255.895138115775,-3119.5916047075602,3219.4945985038644,2.0,,12.780656307580635,35.000657203076614,12.783548085713598,True,False
2026-08-03,8,3165.0,5.0,0.0,7.0,0.0,-7889.685112598402,0.0,-7889.685112598402,-8630.530868775486,0.0,-8630.530868775486,-2768.708523821734,3077.0318967450235,2.0,,11.642999413887251,35.0008998225842,11.645819638487621,True,False
2026-08-03,8,3170.0,3.0,0.0,1.0,0.0,-4580.787944241271,0.0,-4580.787944241271,-5093.582057290908,0.0,-5093.582057290908,-1615.5506952937085,1827.3522356389217,2.0,,11.354370720784674,35.002457762282745,11.356053568036872,True,False
2026-08-03,8,3175.0,2.0,0.0,2.0,0.0,-2957.2782345158066,0.0,-2957.2782345158066,-3341.384620670063,0.0,-3341.384620670063,-1048.1677298032748,1206.2398271570567,2.0,,11.067849262521715,35.00417371064162,11.068965298888221,True,False
2026-08-03,8,3185.0,4.0,0.0,3.0,0.0,-5557.767048718519,0.0,-5557.767048718519,-6477.3542422358905,0.0,-6477.3542422358905,-1989.4690321002176,2367.6955111310626,2.0,,10.503235285354256,35.001725092342,10.505445703290711,True,False
2026-08-03,8,3190.0,2.0,0.0,2.0,0.0,-2452.621648063531,0.0,-2452.621648063531,-2813.72464479021,0.0,-2813.72464479021,-921.5324309955158,1098.0069959069283,2.0,,10.21460659225168,35.005068616271444,10.215691999246664,True,False
2026-08-03,8,3375.0,0.0,1.0,0.0,1.0,0.0,-0.00013070682027221806,-0.00013070682027221806,0.0,292999.8799989399,292999.8799989399,0.0,0.0,,0.01803035490128959,29.461196587800924,64.99994880560062,0.0025755092563526276,True,True
2026-08-04,9,2520.0,0.0,2.0,0.0,2.0,0.0,-2229.087446561807,-2229.087446561807,0.0,5533.190359138319,5533.190359138319,756.8776044110283,-1571.7608529009376,,0.46153846153846156,17.836162562224683,64.99705281699335,1.6833882483017897,True,False
2026-08-04,9,2525.0,0.0,1.0,0.0,1.0,0.0,-1138.1491987058166,-1138.1491987058166,0.0,2796.3102408633076,2796.3102408633076,386.7502806203369,-794.7157029975327,,0.46153846153846156,18.118469550808413,64.99451681903135,1.965160749622673,True,False
2026-08-04,9,2540.0,0.0,1.0,0.0,1.0,0.0,-1310.283143658348,-1310.283143658348,0.0,3226.6756837915127,3226.6756837915127,445.3641181442477,-912.3904108710041,,0.4000000000000001,20.817866067232295,64.99521352302894,2.81841386730327,True,False
2026-08-04,9,2555.0,0.0,3.0,0.0,3.0,0.0,-4343.78712176817,-4343.78712176817,0.0,10520.228512654638,10520.228512654638,1439.1378467460836,-2859.8399034716117,,0.3749999999999999,22.42532320718157,64.99811294164579,3.676991670025757,True,False
2026-08-04,9,2650.0,1.0,1.0,1.0,1.0,-5319.0222851526705,-3378.104510026867,-8697.126795179538,-274750.9250125367,7840.832683452931,-266910.09232908377,2189.4758738662485,-4564.2417805071345,0.053435114503816716,0.20895522388059706,35.14123114161931,34.9991324452154,9.078550625216417,True,True
2026-08-04,9,2670.0,0.0,2.0,0.0,2.0,0.0,-8180.64322435541,-8180.64322435541,0.0,19029.55147032635,19029.55147032635,2238.273441724766,-3834.5858657950976,,0.17283950617283952,35.0295579258937,64.99834289804315,10.216176171717267,True,True
2026-08-04,9,2695.0,0.0,1.0,0.0,1.0,0.0,-5261.4497255778915,-5261.4497255778915,0.0,12292.48507621684,12292.48507621684,1344.327611504306,-2215.461536417756,,0.15384615384615383,37.01932237797138,64.99822100393202,11.635494603532358,True,True
2026-08-04,9,2715.0,0.0,7.0,0.0,7.0,0.0,-45046.596037263014,-45046.596037263014,0.0,105640.04304240107,105640.04304240107,10952.82563727351,-17650.47345583038,,0.14173228346456684,38.533038792150066,64.99507344794301,12.791019252256767,True,True
