expiry,dte,strike,option_type,moneyness,delta,implied_volatility,bid,ask,mid,spread_pct
2026-08-03,8,2985.0,CALL,1.0187717483024223,0.26805762884758605,0.18186151025274114,13.1,13.8,13.45,0.052044609665427594
2026-08-03,8,2985.0,PUT,1.0187717483024223,-0.745017270647838,0.17204484150457416,63.2,65.3,64.25,0.03268482490272365
2026-08-03,8,2990.0,CALL,1.0204782336429625,0.2459915804801982,0.18118250569996702,11.5,12.2,11.85,0.05907172995780585
2026-08-03,8,2995.0,CALL,1.0221847189835025,0.22525723191439578,0.17803373559271157,10.1,10.8,10.45,0.06698564593301445
2026-08-03,8,2995.0,PUT,1.0221847189835025,-0.7916615592567297,0.1649582129446552,70.1,72.3,71.19999999999999,0.030898876404494426
2026-08-03,8,3000.0,PUT,1.0238912043240427,-0.8147413173744917,0.16166163825371632,73.7,76.0,74.85,0.030728122912491614
2026-08-03,8,3000.0,CALL,1.0238912043240427,0.20470658822708948,0.17504917542002268,8.8,9.5,9.15,0.07650273224043708
2026-08-03,8,3005.0,CALL,1.0255976896645826,0.1846292981558049,0.17288111570408896,7.6,8.3,7.95,0.08805031446540894
2026-08-03,8,3010.0,CALL,1.0273041750051228,0.16596393095964454,0.17191852777483235,6.6,7.2,6.9,0.0869565217391305
2026-08-03,8,3015.0,CALL,1.0290106603456628,0.14844811031276203,0.17175384964741858,5.6,6.3,5.949999999999999,0.11764705882352945
2026-08-03,8,3020.0,CALL,1.030717145686203,0.13215301981230235,0.1695054147541495,4.8,5.4,5.1,0.11764705882352952
2026-08-03,8,3025.0,CALL,1.032423631026743,0.11755827674799074,0.16736771821496135,4.1,4.7,4.4,0.13636363636363646
2026-08-03,8,3030.0,CALL,1.0341301163672831,0.10344331723860206,0.16583212381850454,3.5,4.0,3.75,0.13333333333333333
2026-08-03,8,3035.0,CALL,1.035836601707823,0.09132624317088756,0.1657701306452407,2.95,3.5,3.225,0.17054263565891467
2026-08-03,8,3040.0,CALL,1.0375430870483633,0.0792001697155511,0.165708510448501,2.45,2.95,2.7,0.18518518518518517
2026-08-03,8,3045.0,CALL,1.0392495723889033,0.06943688513800662,0.1649911188734794,2.05,2.55,2.3,0.2173913043478261
2026-08-03,8,3050.0,CALL,1.0409560577294434,0.0604564378654641,0.1631440064583659,1.7,2.2,1.9500000000000002,0.2564102564102565
2026-08-03,8,3055.0,CALL,1.0426625430699834,0.05238937326592244,0.16230699414470307,1.4,1.9,1.65,0.30303030303030304
2026-08-03,8,3060.0,CALL,1.0443690284105234,0.04482101142090685,0.16197231989781688,1.15,1.6,1.375,0.3272727272727274
2026-08-03,8,3065.0,CALL,1.0460755137510636,0.039018744211041706,0.16312607687091507,0.95,1.4,1.1749999999999998,0.3829787234042553
2026-08-03,8,3070.0,CALL,1.0477819990916035,0.03390214532938529,0.16464209038150743,0.8,1.2,1.0,0.3999999999999999
2026-08-03,8,3075.0,CALL,1.0494884844321437,0.029391758193909948,0.1631611818464277,0.65,1.05,0.8500000000000001,0.47058823529411764
2026-08-03,8,3080.0,CALL,1.0511949697726837,0.025465468888411946,0.16267263698392942,0.55,0.9,0.7250000000000001,0.4827586206896551
2026-08-03,8,3085.0,CALL,1.0529014551132239,0.02219997743530619,0.16316631659639025,0.45,0.8,0.625,0.56
2026-08-03,8,3090.0,CALL,1.0546079404537638,0.01964766402153757,0.1646345824375654,0.4,0.7,0.55,0.5454545454545453
2026-08-03,8,3095.0,CALL,1.056314425794304,0.016438055533332083,0.16512027112424807,0.3,0.6,0.44999999999999996,0.6666666666666667
2026-08-03,8,3100.0,CALL,1.058020911134844,0.014676431091867802,0.167550645522587,0.25,0.55,0.4,0.7500000000000001
2026-08-03,8,3105.0,CALL,1.0597273964753842,0.012961107553066146,0.1688876240245062,0.2,0.5,0.35,0.8571428571428572
2026-08-03,8,3110.0,CALL,1.0614338818159241,0.011245267763204472,0.1682136863585592,0.15,0.45,0.3,1.0000000000000002
2026-08-03,8,3115.0,CALL,1.0631403671564643,0.009515623840716811,0.16754402407469243,0.1,0.4,0.25,1.2000000000000002
2026-08-03,8,3120.0,CALL,1.0648468524970043,0.0077721424898750625,0.16687863328401825,0.05,0.35,0.19999999999999998,1.5
2026-08-03,8,3125.0,CALL,1.0665533378375445,0.007614185837794936,0.1707039383542566,0.05,0.35,0.19999999999999998,1.5
2026-08-03,8,3130.0,CALL,1.0682598231780844,0.006689566942859272,0.17227410544661725,0.0,0.75,0.375,2.0
2026-08-03,8,3135.0,CALL,1.0699663085186246,0.006560163962297847,0.17608252306657282,0.0,0.3,0.15,2.0
2026-08-03,8,3140.0,CALL,1.0716727938591646,0.006436437102736105,0.1798836323704579,0.0,0.3,0.15,2.0
2026-08-03,8,3145.0,CALL,1.0733792791997048,0.006318019746708274,0.18367753342944687,0.0,0.25,0.125,2.0
2026-08-03,8,3165.0,CALL,1.080205220561865,0.005891149763457572,0.19878288171743277,0.0,0.25,0.125,2.0
2026-08-03,8,3170.0,CALL,1.081911705902405,0.0057947487410699135,0.2025419826322611,0.0,0.25,0.125,2.0
2026-08-03,8,3175.0,CALL,1.083618191242945,0.0057020238722795095,0.20629440215819536,0.0,0.25,0.125,2.0
2026-08-03,8,3185.0,CALL,1.0870311619240252,0.005526755029930294,0.21377931220996793,0.0,0.2,0.1,2.0
2026-08-03,8,3190.0,CALL,1.0887376472645653,0.004801579858650811,0.21525495252788707,0.0,0.2,0.1,2.0
2026-08-03,8,3375.0,PUT,1.151877604864548,-0.9999999999963819,0.001041262588940651,434.2,442.1,438.15,0.01803035490128959
2026-08-04,9,2520.0,PUT,0.8600686116321958,-0.009442308234287192,0.40891282195138867,0.5,0.8,0.65,0.46153846153846156
2026-08-04,9,2525.0,PUT,0.8617750969727359,-0.00954372486727062,0.4044133697955756,0.5,0.8,0.65,0.46153846153846156
2026-08-04,9,2540.0,PUT,0.8668945529943561,-0.011012549506134653,0.39976670549082766,0.6,0.9,0.75,0.4000000000000001
2026-08-04,9,2555.0,PUT,0.8720140090159763,-0.011968410490651208,0.3869123355718701,0.65,0.95,0.8,0.3749999999999999
2026-08-04,9,2650.0,PUT,0.9044372304862377,-0.026760532063879787,0.3323125214096223,1.5,1.85,1.675,0.20895522388059706
2026-08-04,9,2650.0,CALL,0.9044372304862377,0.9377168516674363,0.420826603457748,280.5,295.9,288.2,0.053435114503816716
2026-08-04,9,2670.0,PUT,0.9112631718483979,-0.032473650621164675,0.31976239554174213,1.85,2.2,2.0250000000000004,0.17283950617283952
2026-08-04,9,2695.0,PUT,0.9197955985510983,-0.04195389116274328,0.30487307952868836,2.4,2.8,2.5999999999999996,0.15384615384615383
2026-08-04,9,2715.0,PUT,0.9266215399132586,-0.05150662423596559,0.2956244263424046,2.95,3.4,3.175,0.14173228346456684
2026-08-04,9,2720.0,PUT,0.9283280252537986,-0.054330273186376024,0.2940126414583356,3.1,3.6,3.35,0.14925373134328357
2026-08-04,9,2740.0,PUT,0.935153966615959,-0.06754161765375237,0.28651577838407194,3.9,4.5,4.2,0.14285714285714288
2026-08-04,9,2745.0,PUT,0.936860451956499,-0.0713943748261929,0.2833309382310281,4.2,4.7,4.45,0.11235955056179775
2026-08-04,9,2750.0,PUT,0.9385669372970391,-0.07533430765989162,0.2801550349782852,4.4,5.0,4.7,0.127659574468085
2026-08-04,9,2755.0,PUT,0.9402734226375792,-0.07987377488361315,0.27761616177546705,4.7,5.3,5.0,0.11999999999999993
2026-08-04,9,2760.0,PUT,0.9419799079781193,-0.08449663036957107,0.2750848900791285,5.0,5.6,5.3,0.11320754716981125
2026-08-04,9,2765.0,PUT,0.9436863933186593,-0.0892048143887596,0.272561268170561,5.3,5.9,5.6,0.10714285714285725
2026-08-04,9,2770.0,PUT,0.9453928786591993,-0.09448962436088269,0.27067092391293984,5.7,6.2,5.95,0.08403361344537814
2026-08-04,9,2775.0,PUT,0.9470993639997394,-0.0998482491736162,0.26878663785229406,6.0,6.6,6.3,0.09523809523809519
2026-08-04,9,2780.0,PUT,0.9488058493402795,-0.10575083831156726,0.26753215350503373,6.4,7.0,6.7,0.08955223880597009
2026-08-04,9,2790.0,PUT,0.9522188200213596,-0.11772197414227953,0.26503588142432727,7.2,7.8,7.5,0.07999999999999995
2026-08-04,9,2795.0,PUT,0.9539253053618997,-0.12465534260594485,0.26440507402350133,7.7,8.3,8.0,0.07500000000000007
2026-08-04,9,2800.0,PUT,0.9556317907024398,-0.13170724715391458,0.26108404961933124,8.2,8.8,8.5,0.07058823529411781
2026-08-04,9,2810.0,PUT,0.9590447613835199,-0.1467724493327594,0.2548849491444053,9.2,9.9,9.55,0.07329842931937183
2026-08-04,9,2815.0,PUT,0.96075124672406,-0.15518539603581638,0.25241764099798764,9.8,10.5,10.15,0.06896551724137924
2026-08-04,9,2820.0,PUT,0.9624577320646001,-0.1637636159135805,0.2499586064810938,10.4,11.1,10.75,0.06511627906976737
2026-08-04,9,2825.0,PUT,0.9641642174051401,-0.17289146173361156,0.24791829276859007,11.1,11.7,11.399999999999999,0.0526315789473684
2026-08-04,9,2830.0,PUT,0.9658707027456802,-0.18253656673399907,0.24629482102929606,11.8,12.4,12.100000000000001,0.0495867768595041
2026-08-04,9,2835.0,PUT,0.9675771880862203,-0.19266052953843021,0.24508617969404553,12.5,13.2,12.85,0.05447470817120617
2026-08-04,9,2840.0,PUT,0.9692836734267604,-0.20321943309549317,0.24429023718073586,13.3,14.0,13.65,0.05128205128205123
2026-08-04,9,2845.0,PUT,0.9709901587673004,-0.21384671073120945,0.243497299012002,14.1,14.8,14.45,0.04844290657439454
2026-08-04,9,2850.0,PUT,0.9726966441078405,-0.22524964122213587,0.24072966218128872,15.0,15.7,15.35,0.04560260586319214
2026-08-04,9,2855.0,PUT,0.9744031294483806,-0.2369760824295691,0.23730395572206311,15.9,16.6,16.25,0.043076923076923145
2026-08-04,9,2860.0,PUT,0.9761096147889207,-0.24904476029599096,0.23389032640775323,16.8,17.5,17.15,0.04081632653061221
2026-08-04,9,2865.0,PUT,0.9778161001294607,-0.26228139021237584,0.23141793568536104,17.8,18.6,18.200000000000003,0.04395604395604399
2026-08-04,9,2870.0,PUT,0.9795225854700008,-0.276056610428117,0.22926398501252873,18.9,19.7,19.299999999999997,0.04145077720207258
2026-08-04,9,2875.0,PUT,0.9812290708105409,-0.2903284420582331,0.22742689449108913,20.1,20.8,20.450000000000003,0.03422982885085571
2026-08-04,9,2880.0,PUT,0.982935556151081,-0.3050495729871583,0.22590499670727254,21.3,22.0,21.65,0.03233256351039258
2026-08-04,9,2885.0,PUT,0.9846420414916209,-0.32016786668082514,0.22469654611156648,22.5,23.3,22.9,0.03493449781659392
2026-08-04,9,2890.0,CALL,0.986348526832161,0.6597731445279528,0.2317464241968901,67.5,69.2,68.35,0.024871982443306555
2026-08-04,9,2890.0,PUT,0.986348526832161,-0.33598342118639046,0.22441307053197784,23.9,24.7,24.299999999999997,0.03292181069958851
2026-08-04,9,2900.0,CALL,0.9897614975132412,0.6277498041716053,0.22449847497586276,60.5,62.0,61.25,0.024489795918367346
2026-08-04,9,2905.0,CALL,0.9914679828537812,0.6109536043543171,0.22089586739293993,57.0,58.4,57.7,0.02426343154246098
2026-08-04,9,2910.0,PUT,0.9931744681943213,-0.4043776577203229,0.211897362804398,29.9,30.7,30.299999999999997,0.026402640264026427
2026-08-04,9,2915.0,CALL,0.9948809535348614,0.5748507560823387,0.21665663722334838,50.5,51.8,51.15,0.025415444770283426
2026-08-04,9,2915.0,PUT,0.9948809535348614,-0.42313763003347893,0.20968984662404822,31.6,32.4,32.0,0.02499999999999991
2026-08-04,9,2920.0,PUT,0.9965874388754015,-0.44240567044442886,0.20802230972879793,33.4,34.2,33.8,0.023668639053254566
2026-08-04,9,2925.0,PUT,0.9982939242159415,-0.4620449033401764,0.20689127549732567,35.3,36.1,35.7,0.022408963585434292
2026-08-04,9,2930.0,PUT,1.0000004095564816,-0.48189168289084694,0.20550064070404384,37.1,38.0,37.55,0.023968042609853493
2026-08-04,9,2935.0,PUT,1.0017068948970218,-0.5022666039002546,0.20189785318425973,39.3,40.1,39.7,0.020151133501259553
2026-08-04,9,2935.0,CALL,1.0017068948970218,0.4982455504537921,0.2086997680216009,38.4,39.3,38.849999999999994,0.023166023166023134
2026-08-04,9,2945.0,PUT,1.0051198655781017,-0.5452682283503815,0.19474450638468135,43.5,44.5,44.0,0.022727272727272728
2026-08-04,9,2955.0,CALL,1.0085328362591819,0.41379579025503443,0.19768284130172753,27.7,28.5,28.1,0.028469750889679738
2026-08-04,9,2960.0,CALL,1.010239321599722,0.39181683521275784,0.19593736991316835,25.2,26.0,25.6,0.03125000000000003
2026-08-04,9,2960.0,PUT,1.010239321599722,-0.6122448656973126,0.18960789525936422,50.9,52.1,51.5,0.023300970873786464
2026-08-04,9,2965.0,CALL,1.011945806940262,0.37020733655273264,0.19473795847050632,22.9,23.7,23.299999999999997,0.03433476394849789
2026-08-04,9,2965.0,PUT,1.011945806940262,-0.6346149108887162,0.18755255094657886,53.5,54.9,54.2,0.025830258302583
2026-08-04,9,2970.0,PUT,1.0136522922808022,-0.6576854187958006,0.1830858376064668,56.2,57.7,56.95,0.026338893766461806
2026-08-04,9,2970.0,CALL,1.0136522922808022,0.348324053195894,0.19051522406246596,20.7,21.5,21.1,0.03791469194312799
2026-08-04,9,2975.0,CALL,1.0153587776213422,0.32652951138752334,0.18749460063014028,18.7,19.5,19.1,0.04188481675392674
2026-08-04,9,2980.0,CALL,1.0170652629618824,0.3040244948056123,0.18449103087281343,16.7,17.5,17.1,0.04678362573099419
2026-08-04,9,2985.0,PUT,1.0187717483024223,-0.7282748326747545,0.1742330239509132,65.0,66.9,65.95,0.028809704321455732
2026-08-04,9,2985.0,CALL,1.0187717483024223,0.2821712849950036,0.18267597224738505,14.9,15.7,15.3,0.05228758169934633
2026-08-04,9,2990.0,CALL,1.0204782336429625,0.26103208677861084,0.181747016926662,13.3,14.0,13.65,0.05128205128205123
2026-08-04,9,2995.0,CALL,1.0221847189835025,0.24049767234031508,0.18072687701347656,11.7,12.5,12.1,0.0661157024793389
2026-08-04,9,3000.0,PUT,1.0238912043240427,-0.7952147087499111,0.16519040372283314,75.2,77.2,76.2,0.026246719160104987
2026-08-04,9,3000.0,CALL,1.0238912043240427,0.22063934099556037,0.17713996160215625,10.3,11.1,10.7,0.07476635514018683
2026-08-04,9,3005.0,CALL,1.0255976896645826,0.20152231656469702,0.174710175240708,9.1,9.8,9.45,0.0740740740740742
2026-08-04,9,3015.0,CALL,1.0290106603456628,0.16472206710627882,0.17177376796621002,6.9,7.5,7.2,0.08333333333333329
2026-08-04,9,3020.0,PUT,1.030717145686203,-0.8942646546649453,0.14230211366610518,87.6,93.5,90.55,0.06515737161789073
2026-08-04,9,3020.0,CALL,1.030717145686203,0.14811535323368463,0.17162879720767943,5.9,6.6,6.25,0.11199999999999989
2026-08-04,9,3030.0,CALL,1.0341301163672831,0.11882804498825456,0.1673390612599995,4.4,5.0,4.7,0.127659574468085
2026-08-04,9,3035.0,CALL,1.035836601707823,0.1054682317693759,0.16589936651432616,3.7,4.4,4.050000000000001,0.17283950617283952
2026-08-04,9,3040.0,CALL,1.0375430870483633,0.09357362812573071,0.16557523207802843,3.2,3.8,3.5,0.17142857142857132
2026-08-04,9,3045.0,CALL,1.0392495723889033,0.08251435909661543,0.1658045098519993,2.7,3.3,3.0,0.19999999999999987
2026-08-04,9,3050.0,CALL,1.0409560577294434,0.07238272329992777,0.16559354230255843,2.3,2.8,2.55,0.19607843137254904
2026-08-04,9,3055.0,CALL,1.0426625430699834,0.06393940242055073,0.16385736816330043,1.95,2.45,2.2,0.22727272727272735
2026-08-04,9,3060.0,CALL,1.0443690284105234,0.05531551280181082,0.16213377434862486,1.6,2.1,1.85,0.27027027027027023
2026-08-04,9,3065.0,CALL,1.0460755137510636,0.04868328647521326,0.16229928448121736,1.35,1.85,1.6,0.3125
2026-08-04,9,3070.0,CALL,1.0477819990916035,0.04261917932128536,0.1629319425164934,1.15,1.6,1.375,0.3272727272727274
2026-08-04,9,3075.0,CALL,1.0494884844321437,0.036601640236420416,0.16356107412911633,0.95,1.35,1.15,0.3478260869565219
2026-08-04,9,3080.0,CALL,1.0511949697726837,0.03234598346702763,0.16405524499261653,0.8,1.2,1.0,0.3999999999999999
2026-08-04,9,3085.0,CALL,1.0529014551132239,0.02804461249877731,0.16267419003888392,0.65,1.05,0.8500000000000001,0.47058823529411764
2026-08-04,9,3090.0,CALL,1.0546079404537638,0.024309979283778666,0.16222731871648577,0.55,0.9,0.7250000000000001,0.4827586206896551
2026-08-04,9,3095.0,CALL,1.056314425794304,0.021210843100139907,0.16270509645240883,0.45,0.8,0.625,0.56
2026-08-04,9,3100.0,CALL,1.058020911134844,0.01879388537766147,0.16410037127351837,0.4,0.7,0.55,0.5454545454545453
2026-08-04,9,3105.0,CALL,1.0597273964753842,0.016417491650418274,0.16548913304539392,0.3,0.65,0.475,0.736842105263158
2026-08-04,9,3110.0,CALL,1.0614338818159241,0.014080379411469205,0.1668715291812646,0.25,0.55,0.4,0.7500000000000001
2026-08-04,9,3115.0,CALL,1.0631403671564643,0.012444717878257398,0.1670104765189981,0.2,0.5,0.35,0.8571428571428572
2026-08-04,9,3130.0,CALL,1.0682598231780844,0.007470019862213782,0.16516901008858229,0.05,0.35,0.19999999999999998,1.5
2026-08-04,9,3135.0,CALL,1.0699663085186246,0.0073256574620903896,0.16878234059638755,0.05,0.35,0.19999999999999998,1.5
2026-08-04,9,3140.0,CALL,1.0716727938591646,0.006442162093998626,0.1702747140277722,0.0,0.3,0.15,2.0
2026-08-04,9,3150.0,CALL,1.0750857645402447,0.006209948596959709,0.17746265961399907,0.0,0.3,0.15,2.0
2026-08-04,9,3155.0,CALL,1.076792249880785,0.006101014242688316,0.18104644408674758,0.0,0.5,0.25,2.0
2026-08-04,9,3165.0,CALL,1.080205220561865,0.005896068235267913,0.1881940543510636,0.0,0.25,0.125,2.0
