symbol,entry_date,exit_date,strategy,signal,strike,expiry,entry_price,exit_price,contracts,pnl,pnl_pct,max_profit,max_drawdown,days_held,exit_reason,rank_score,option_score,pop,liquidity,atm_score
MSFT,2026-02-19,2026-03-04,LONG_PUT,PUT,397.23,STOCK_PROXY,397.23,410.68,1,-1344.9999999999989,-0.033859476877375796,1275.999999999999,-1344.9999999999989,13,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-02-22,2026-02-24,LONG_PUT,PUT,384.47,STOCK_PROXY,384.47,400.6,1,-1612.9999999999995,-0.04195385855853511,0.0,-1612.9999999999995,2,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-02-23,2026-02-25,LONG_PUT,PUT,389.0,STOCK_PROXY,389.0,401.72,1,-1272.0000000000027,-0.03269922879177385,0.0,-1272.0000000000027,2,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-02-24,2026-03-10,LONG_PUT,PUT,400.6,STOCK_PROXY,400.6,404.88,1,-427.99999999999727,-0.010683974038941519,786.0000000000014,-1007.9999999999984,14,TIME_STOP,65.0,65.0,0.0,0.0,100.0
MSFT,2026-02-26,2026-03-03,LONG_PUT,PUT,392.74,STOCK_PROXY,392.74,405.2,1,-1245.999999999998,-0.031725823700157814,0.0,-1245.999999999998,5,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-01,2026-03-04,LONG_PUT,PUT,398.55,STOCK_PROXY,398.55,410.68,1,-1212.9999999999995,-0.030435328064232832,0.0,-1212.9999999999995,3,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-02,2026-03-16,LONG_PUT,PUT,403.93,STOCK_PROXY,403.93,399.41,1,451.9999999999982,0.011190057683261907,837.9999999999995,-675.0,14,TIME_STOP,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-17,2026-03-24,LONG_PUT,PUT,391.79,STOCK_PROXY,391.79,371.04,1,2075.0,0.05296204599402741,2075.0,0.0,7,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-19,2026-03-26,LONG_PUT,PUT,381.87,STOCK_PROXY,381.87,356.77,1,2510.0000000000023,0.06572917485007992,2510.0000000000023,-112.99999999999955,7,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-22,2026-03-26,LONG_PUT,PUT,383.0,STOCK_PROXY,383.0,356.77,1,2623.000000000002,0.06848563968668413,2623.000000000002,0.0,4,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-23,2026-04-07,LONG_PUT,PUT,372.74,STOCK_PROXY,372.74,374.33,1,-158.9999999999975,-0.004265708000214559,1597.0000000000027,-158.9999999999975,15,TIME_STOP,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-24,2026-04-08,LONG_PUT,PUT,371.04,STOCK_PROXY,371.04,373.07,1,-202.99999999999727,-0.00547110823630868,1427.0000000000039,-328.99999999999636,15,TIME_STOP,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-25,2026-04-09,LONG_PUT,PUT,365.97,STOCK_PROXY,365.97,370.87,1,-489.9999999999977,-0.013389075607290152,920.0000000000045,-835.9999999999957,15,TIME_STOP,65.0,65.0,0.0,0.0,100.0
