symbol,entry_date,exit_date,strategy,signal,strike,expiry,entry_price,exit_price,contracts,pnl,pnl_pct,max_profit,max_drawdown,days_held,exit_reason,rank_score,option_score,pop,liquidity,atm_score
AMZN,2026-04-29,2026-05-13,LONG_CALL,CALL,265.06,STOCK_PROXY,265.06,267.22,1,216.0000000000025,0.008149098317362201,993.0000000000007,0.0,14,TIME_STOP,80.0,80.0,0.0,0.0,100.0
AMZN,2026-04-30,2026-05-14,LONG_CALL,CALL,268.26,STOCK_PROXY,268.26,264.14,1,-412.00000000000045,-0.015358234548572299,673.0000000000018,-412.00000000000045,14,TIME_STOP,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-03,2026-05-17,LONG_CALL,CALL,272.05,STOCK_PROXY,272.05,264.86,1,-718.9999999999998,-0.026428965263738273,293.9999999999998,-791.0000000000025,14,TIME_STOP,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-04,2026-05-14,LONG_CALL,CALL,273.55,STOCK_PROXY,273.55,264.14,1,-941.0000000000025,-0.03439956132334134,143.99999999999977,-941.0000000000025,10,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-05,2026-05-11,LONG_CALL,CALL,274.99,STOCK_PROXY,274.99,265.82,1,-917.0000000000016,-0.03334666715153284,0.0,-917.0000000000016,6,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-06,2026-05-18,LONG_CALL,CALL,271.17,STOCK_PROXY,271.17,259.34,1,-1183.000000000004,-0.04362576981229502,150.9999999999991,-1183.000000000004,12,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-07,2026-05-14,LONG_CALL,CALL,272.68,STOCK_PROXY,272.68,264.14,1,-854.000000000002,-0.03131876191873265,0.0,-854.000000000002,7,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-10,2026-05-18,LONG_CALL,CALL,268.99,STOCK_PROXY,268.99,259.34,1,-965.0000000000034,-0.03587493958883242,113.99999999999864,-965.0000000000034,8,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-11,2026-05-26,LONG_CALL,CALL,265.82,STOCK_PROXY,265.82,271.85,1,603.000000000003,0.022684523361673425,603.000000000003,-648.0000000000018,15,TIME_STOP,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-12,2026-05-18,LONG_CALL,CALL,270.13,STOCK_PROXY,270.13,259.34,1,-1079.000000000002,-0.03994373079628335,0.0,-1079.000000000002,6,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-14,2026-05-31,LONG_CALL,CALL,264.14,STOCK_PROXY,264.14,261.26,1,-287.99999999999955,-0.010903308851366682,986.0000000000014,-480.00000000000114,17,TIME_STOP,70.0,70.0,0.0,0.0,100.0
AMZN,2026-05-17,2026-05-31,LONG_CALL,CALL,264.86,STOCK_PROXY,264.86,261.26,1,-360.0000000000023,-0.013592086385260223,913.9999999999986,-552.0000000000039,14,TIME_STOP,80.0,80.0,0.0,0.0,100.0
