symbol,signal,strategy,rank_score,score,confidence,affordability_status,recommended_position_value,option_price_estimate,estimated_contract_cost,recommended_contracts,win_probability,reward_risk,kelly_fraction,expected_return,regime,price,strike,expiry,days_to_expiry,delta,iv,open_interest,option_score,probability_of_profit,liquidity_score,delta_score,iv_score
AAPL,CALL,LONG_CALL,114.95665446887816,75.0,A+,OK,5000.0,33.95361853509641,3395.361853509641,1,0.78,2.2002742238624453,0.25,1.4962138946127075,BULL_TREND,306.31,300.0,2027-01-15,228,0.4502742238624455,0.2762702516101445,66318,86.49314440343886,0.85,70.0,99.97257761375545,100.0
