stop_loss,take_profit,max_hold,min_call_score,min_put_score,min_option_price,min_abs_delta,max_abs_delta,final_pnl,win_rate,profit_factor,max_drawdown,expectancy,closed_positions
-0.06,0.12,5,70.0,70.0,0.5,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,5,70.0,70.0,0.5,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,5,70.0,70.0,1.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,5,70.0,70.0,1.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,5,70.0,70.0,2.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,5,70.0,70.0,2.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,10,70.0,70.0,0.5,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,10,70.0,70.0,0.5,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,10,70.0,70.0,1.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,10,70.0,70.0,1.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,10,70.0,70.0,2.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,10,70.0,70.0,2.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,15,70.0,70.0,0.5,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,15,70.0,70.0,0.5,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,15,70.0,70.0,1.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,15,70.0,70.0,1.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,15,70.0,70.0,2.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.12,15,70.0,70.0,2.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,5,70.0,70.0,0.5,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,5,70.0,70.0,0.5,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,5,70.0,70.0,1.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,5,70.0,70.0,1.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,5,70.0,70.0,2.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,5,70.0,70.0,2.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,10,70.0,70.0,0.5,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,10,70.0,70.0,0.5,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,10,70.0,70.0,1.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,10,70.0,70.0,1.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,10,70.0,70.0,2.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,10,70.0,70.0,2.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,15,70.0,70.0,0.5,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,15,70.0,70.0,0.5,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,15,70.0,70.0,1.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,15,70.0,70.0,1.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,15,70.0,70.0,2.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.15,15,70.0,70.0,2.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,5,70.0,70.0,0.5,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,5,70.0,70.0,0.5,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,5,70.0,70.0,1.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,5,70.0,70.0,1.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,5,70.0,70.0,2.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,5,70.0,70.0,2.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,10,70.0,70.0,0.5,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,10,70.0,70.0,0.5,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,10,70.0,70.0,1.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,10,70.0,70.0,1.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,10,70.0,70.0,2.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,10,70.0,70.0,2.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,15,70.0,70.0,0.5,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,15,70.0,70.0,0.5,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,15,70.0,70.0,1.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,15,70.0,70.0,1.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,15,70.0,70.0,2.0,0.3,0.7,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.06,0.2,15,70.0,70.0,2.0,0.35,0.65,34.843965915859684,0.3333333333333333,1.2326190054788455,149.78984990557188,11.614655305286554,3
-0.08,0.12,5,60.0,60.0,0.5,0.3,0.7,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,5,60.0,60.0,0.5,0.35,0.65,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,5,60.0,60.0,1.0,0.3,0.7,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,5,60.0,60.0,1.0,0.35,0.65,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,5,60.0,60.0,2.0,0.3,0.7,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,5,60.0,60.0,2.0,0.35,0.65,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,10,60.0,60.0,0.5,0.3,0.7,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,10,60.0,60.0,0.5,0.35,0.65,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,10,60.0,60.0,1.0,0.3,0.7,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,10,60.0,60.0,1.0,0.35,0.65,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,10,60.0,60.0,2.0,0.3,0.7,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,10,60.0,60.0,2.0,0.35,0.65,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,15,60.0,60.0,0.5,0.3,0.7,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,15,60.0,60.0,0.5,0.35,0.65,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,15,60.0,60.0,1.0,0.3,0.7,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,15,60.0,60.0,1.0,0.35,0.65,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,15,60.0,60.0,2.0,0.3,0.7,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.08,0.12,15,60.0,60.0,2.0,0.35,0.65,329.1762319186802,0.625,1.1710227007714835,684.1506267040004,20.573514494917504,16
-0.1,0.15,5,60.0,60.0,0.5,0.3,0.7,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,5,60.0,60.0,0.5,0.35,0.65,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,5,60.0,60.0,1.0,0.3,0.7,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,5,60.0,60.0,1.0,0.35,0.65,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,5,60.0,60.0,2.0,0.3,0.7,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,5,60.0,60.0,2.0,0.35,0.65,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,10,60.0,60.0,0.5,0.3,0.7,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,10,60.0,60.0,0.5,0.35,0.65,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,10,60.0,60.0,1.0,0.3,0.7,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,10,60.0,60.0,1.0,0.35,0.65,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,10,60.0,60.0,2.0,0.3,0.7,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,10,60.0,60.0,2.0,0.35,0.65,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,15,60.0,60.0,0.5,0.3,0.7,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,15,60.0,60.0,0.5,0.35,0.65,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,15,60.0,60.0,1.0,0.3,0.7,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,15,60.0,60.0,1.0,0.35,0.65,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,15,60.0,60.0,2.0,0.3,0.7,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.15,15,60.0,60.0,2.0,0.35,0.65,333.9256617056825,0.5625,1.1365254827002118,1226.8099233360117,20.870353856605163,16
-0.1,0.12,5,65.0,65.0,0.5,0.3,0.7,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,5,65.0,65.0,0.5,0.35,0.65,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,5,65.0,65.0,1.0,0.3,0.7,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,5,65.0,65.0,1.0,0.35,0.65,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,5,65.0,65.0,2.0,0.3,0.7,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,5,65.0,65.0,2.0,0.35,0.65,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,10,65.0,65.0,0.5,0.3,0.7,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,10,65.0,65.0,0.5,0.35,0.65,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,10,65.0,65.0,1.0,0.3,0.7,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,10,65.0,65.0,1.0,0.35,0.65,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,10,65.0,65.0,2.0,0.3,0.7,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,10,65.0,65.0,2.0,0.35,0.65,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,15,65.0,65.0,0.5,0.3,0.7,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,15,65.0,65.0,0.5,0.35,0.65,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,15,65.0,65.0,1.0,0.3,0.7,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,15,65.0,65.0,1.0,0.35,0.65,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,15,65.0,65.0,2.0,0.3,0.7,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,15,65.0,65.0,2.0,0.35,0.65,-190.21162709252815,0.625,0.9274153412624633,1226.8099233360117,-11.888226693283002,16
-0.1,0.12,5,60.0,60.0,0.5,0.3,0.7,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,5,60.0,60.0,0.5,0.35,0.65,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,5,60.0,60.0,1.0,0.3,0.7,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,5,60.0,60.0,1.0,0.35,0.65,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,5,60.0,60.0,2.0,0.3,0.7,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,5,60.0,60.0,2.0,0.35,0.65,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,10,60.0,60.0,0.5,0.3,0.7,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,10,60.0,60.0,0.5,0.35,0.65,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,10,60.0,60.0,1.0,0.3,0.7,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,10,60.0,60.0,1.0,0.35,0.65,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,10,60.0,60.0,2.0,0.3,0.7,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,10,60.0,60.0,2.0,0.35,0.65,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,15,60.0,60.0,0.5,0.3,0.7,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,15,60.0,60.0,0.5,0.35,0.65,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,15,60.0,60.0,1.0,0.3,0.7,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,15,60.0,60.0,1.0,0.35,0.65,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,15,60.0,60.0,2.0,0.3,0.7,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
-0.1,0.12,15,60.0,60.0,2.0,0.35,0.65,-342.0503695066401,0.625,0.8694737555154266,1226.8099233360117,-21.378148094165,16
