symbol,signal,strategy,rank_score,score,confidence,affordability_status,recommended_position_value,option_price_estimate,estimated_contract_cost,recommended_contracts,win_probability,reward_risk,kelly_fraction,expected_return,regime,price,strike,expiry,days_to_expiry,delta,iv,open_interest
AAPL,CALL,LONG_CALL,106.84153550410215,75.0,A+,OK,5000.0,44.590619720276806,4459.061972027681,1,0.78,2.198400557701516,0.25,1.4947524350071826,BULL_TREND,306.31,330.0,2028-01-21,599,0.44840055770151616,0.28699028020361095,1926
