candidate_id,regime_id,horizon_sessions,count,accuracy,mean,median,candidate_unconditioned_count,candidate_unconditioned_accuracy,candidate_unconditioned_median,accuracy_delta_vs_unconditioned_candidate,median_delta_vs_unconditioned_candidate,eligible_for_interpretation,positive_edge_cell
H4_ROOM_PCT_5_10PCT,RC2_BEAR_MARKET_WEAK_BREADTH,10,1250,0.512,0.0021343641897119963,0.0032904904434924442,2544,0.4736635220125786,-0.005594449367299137,0.0383364779874214,0.008884939810791581,True,True
H4_ROOM_PCT_5_10PCT,RC2_BEAR_MARKET_WEAK_BREADTH,20,1250,0.5416,-0.0014285613059739416,0.012304762591311025,2544,0.482311320754717,-0.0061480967568333655,0.05928867924528297,0.01845285934814439,True,True
H4_ROOM_PCT_5_10PCT,RC3_DOWN_DRIFT_HIGH_VOL,5,1388,0.5345821325648416,-0.8914762175361906,0.00713929510478889,2544,0.5043238993710691,0.0012151745849114381,0.03025823319377241,0.005924120519877452,True,True
H4_ROOM_PCT_5_10PCT,RC3_DOWN_DRIFT_HIGH_VOL,10,1388,0.49063400576368876,-0.8780823228601926,-0.0031710809475562485,2544,0.4736635220125786,-0.005594449367299137,0.016970483751110155,0.0024233684197428884,True,False
H4_ROOM_PCT_5_10PCT,RC3_DOWN_DRIFT_HIGH_VOL,20,1388,0.5259365994236311,-0.8334818735818078,0.006961165711165729,2544,0.482311320754717,-0.0061480967568333655,0.043625278668914136,0.013109262467999094,True,True
H4_ROOM_PCT_5_10PCT,RC4_DOWNTREND_WEAK_BREADTH,5,1669,0.5170760934691432,-0.000482304402252977,0.003737950029510051,2544,0.5043238993710691,0.0012151745849114381,0.012752194098074043,0.002522775444598613,True,True
H4_ROOM_PCT_5_10PCT,RC4_DOWNTREND_WEAK_BREADTH,10,1669,0.47393648891551826,-0.005269181616962185,-0.006650544135429204,2544,0.4736635220125786,-0.005594449367299137,0.0002729669029396531,-0.001056094768130067,True,False
H4_ROOM_PCT_5_10PCT,RC4_DOWNTREND_WEAK_BREADTH,20,1669,0.5038945476333133,-0.004254402051847412,0.0015756302521007237,2544,0.482311320754717,-0.0061480967568333655,0.021583226878596318,0.007723727008934089,True,True
H4_ROOM_PCT_5_10PCT,RC5_CORRECTION_OR_BEAR_HIGH_VOL,5,1751,0.5219874357509994,-0.7082150500933978,0.005173305742369294,2544,0.5043238993710691,0.0012151745849114381,0.017663536379930234,0.003958131157457856,True,True
H4_ROOM_PCT_5_10PCT,RC5_CORRECTION_OR_BEAR_HIGH_VOL,10,1751,0.4774414620217019,-0.6988274766281446,-0.005610098176718203,2544,0.4736635220125786,-0.005594449367299137,0.003777940009123293,-1.5648809419066545e-05,True,False
H4_ROOM_PCT_5_10PCT,RC5_CORRECTION_OR_BEAR_HIGH_VOL,20,1751,0.500856653340948,-0.6643785138830384,0.0003904343582235015,2544,0.482311320754717,-0.0061480967568333655,0.018545332586230978,0.006538531115056867,True,True
