symbol,asset_type,cadence,horizon_sessions,replayed_profile_count,native_not_eligible_count,matured_count,not_matured_count,directional_evaluable_count,directional_hit_count,directional_accuracy,mean_forward_return,median_forward_return,bullish_count,bullish_accuracy,bearish_count,bearish_accuracy,neutral_count,source_data_sha256,replay_result_sha256,outcome_sha256
CFG,EQUITY,WEEKLY,5,560,0,559,1,430,212,0.4930232558139535,0.0030147608510319073,0.007082538817760664,280,0.5392857142857143,150,0.4066666666666667,129,d32db39f6ead4e02e6578af6bb4e16962f7d74ea2253558d9153e5732c1f3cae,d44998232a62aadcf975571c73f07a11c9e0dd6e62c298acaa1f8735ef2fa8f0,e5efd5d02d7ec530d6e98255ced86a6a55d2bf108665793689153cc5bc0f65cc
CFG,EQUITY,WEEKLY,10,560,0,558,2,429,202,0.47086247086247085,0.006481587190227119,0.008178883272611404,279,0.5125448028673835,150,0.3933333333333333,129,d32db39f6ead4e02e6578af6bb4e16962f7d74ea2253558d9153e5732c1f3cae,d44998232a62aadcf975571c73f07a11c9e0dd6e62c298acaa1f8735ef2fa8f0,e5efd5d02d7ec530d6e98255ced86a6a55d2bf108665793689153cc5bc0f65cc
CFG,EQUITY,WEEKLY,20,560,0,556,4,427,208,0.48711943793911006,0.012878250524561818,0.01384812536294211,277,0.5270758122743683,150,0.41333333333333333,129,d32db39f6ead4e02e6578af6bb4e16962f7d74ea2253558d9153e5732c1f3cae,d44998232a62aadcf975571c73f07a11c9e0dd6e62c298acaa1f8735ef2fa8f0,e5efd5d02d7ec530d6e98255ced86a6a55d2bf108665793689153cc5bc0f65cc
CHD,EQUITY,WEEKLY,5,1136,0,1135,1,907,459,0.5060639470782801,0.002596573315402102,0.003382713169252316,706,0.5368271954674221,201,0.39800995024875624,228,94ba102d1189f294cfb0eb15e9d6bd673dd3379a48a2e849094fb7ddee9a8fb1,07f22680bf116774eb664c0d4bd21664846e00f16a4ddd554649410cc2d4f6c8,fa6db0391f0aa0cc729443949922eab97eea03a6ba8b9c64aa394ae3b448a939
CHD,EQUITY,WEEKLY,10,1136,0,1134,2,906,467,0.5154525386313465,0.005184665830907018,0.0059376364906496,705,0.5446808510638298,201,0.4129353233830846,228,94ba102d1189f294cfb0eb15e9d6bd673dd3379a48a2e849094fb7ddee9a8fb1,07f22680bf116774eb664c0d4bd21664846e00f16a4ddd554649410cc2d4f6c8,fa6db0391f0aa0cc729443949922eab97eea03a6ba8b9c64aa394ae3b448a939
CHD,EQUITY,WEEKLY,20,1136,0,1132,4,904,476,0.5265486725663717,0.010533839917486694,0.009715562185991677,703,0.5746799431009957,201,0.3582089552238806,228,94ba102d1189f294cfb0eb15e9d6bd673dd3379a48a2e849094fb7ddee9a8fb1,07f22680bf116774eb664c0d4bd21664846e00f16a4ddd554649410cc2d4f6c8,fa6db0391f0aa0cc729443949922eab97eea03a6ba8b9c64aa394ae3b448a939
CHRW,EQUITY,WEEKLY,5,1022,0,1021,1,808,369,0.4566831683168317,0.0017607727140826087,0.0022648835202760953,481,0.48440748440748443,327,0.41590214067278286,213,c9da0f0cc1ada3e5bf8ccf5b6b96f378cb0bc868e8a78f536ee31ba495d36b7f,6d840df8d3c7122db6500ea4e2bf8118f865c513387171e7f07d9859892d3fb2,12bb1837e67cc9fb0e2ba6833e3ea4e98faa62dcb6978bed1cc0bc0912edf05c
CHRW,EQUITY,WEEKLY,10,1022,0,1020,2,807,371,0.459727385377943,0.0032246793121893467,0.0031099826947504905,481,0.4781704781704782,326,0.4325153374233129,213,c9da0f0cc1ada3e5bf8ccf5b6b96f378cb0bc868e8a78f536ee31ba495d36b7f,6d840df8d3c7122db6500ea4e2bf8118f865c513387171e7f07d9859892d3fb2,12bb1837e67cc9fb0e2ba6833e3ea4e98faa62dcb6978bed1cc0bc0912edf05c
CHRW,EQUITY,WEEKLY,20,1022,0,1018,4,805,357,0.4434782608695652,0.00667147619148034,0.0063262837975395225,481,0.4864864864864865,324,0.37962962962962965,213,c9da0f0cc1ada3e5bf8ccf5b6b96f378cb0bc868e8a78f536ee31ba495d36b7f,6d840df8d3c7122db6500ea4e2bf8118f865c513387171e7f07d9859892d3fb2,12bb1837e67cc9fb0e2ba6833e3ea4e98faa62dcb6978bed1cc0bc0912edf05c
CHTR,EQUITY,WEEKLY,5,1001,61,1000,1,827,431,0.5211608222490931,2.95901755623769,0.0010735173603179105,470,0.5553191489361702,357,0.47619047619047616,173,6329eac2c89b96ce59eda2bfa67482b01677f30ef5c7249471cdb86ecaae2b44,02735ea3f3c585131e2fc8c314c8092ad52359296328f630448cb347ef7e5c4b,4d5faf774a8174025d38cca820fc171b0a58768ff10ec63a87c95e16ff46d1cc
CHTR,EQUITY,WEEKLY,10,1001,61,999,2,827,458,0.5538089480048367,4.013633107106777,0.0038910505836575737,470,0.5829787234042553,357,0.5154061624649859,172,6329eac2c89b96ce59eda2bfa67482b01677f30ef5c7249471cdb86ecaae2b44,02735ea3f3c585131e2fc8c314c8092ad52359296328f630448cb347ef7e5c4b,4d5faf774a8174025d38cca820fc171b0a58768ff10ec63a87c95e16ff46d1cc
CHTR,EQUITY,WEEKLY,20,1001,61,997,4,827,468,0.56590084643289,6.236419968233184,0.009828465461288793,470,0.6042553191489362,357,0.5154061624649859,170,6329eac2c89b96ce59eda2bfa67482b01677f30ef5c7249471cdb86ecaae2b44,02735ea3f3c585131e2fc8c314c8092ad52359296328f630448cb347ef7e5c4b,4d5faf774a8174025d38cca820fc171b0a58768ff10ec63a87c95e16ff46d1cc
CI,EQUITY,WEEKLY,5,1136,0,1135,1,921,469,0.509229098805646,0.003359594776401515,0.003922395613665142,649,0.5485362095531587,272,0.41544117647058826,214,b9ebc5a074ff7e4ff86911d65d8863eaea01495852a07071d57ca7d781793d6b,daca58a543713ba9ed080cb3704384aaf78ec6cef6846b4fc8ed4711de2fd1db,ba92e65e9c3cd6c8bfde528db5dad684369fc93a1dc8b9bb9fc71af5c7bea48f
CI,EQUITY,WEEKLY,10,1136,0,1134,2,920,487,0.5293478260869565,0.0063732098248360245,0.008867044213616171,649,0.5916795069337443,271,0.3800738007380074,214,b9ebc5a074ff7e4ff86911d65d8863eaea01495852a07071d57ca7d781793d6b,daca58a543713ba9ed080cb3704384aaf78ec6cef6846b4fc8ed4711de2fd1db,ba92e65e9c3cd6c8bfde528db5dad684369fc93a1dc8b9bb9fc71af5c7bea48f
CI,EQUITY,WEEKLY,20,1136,0,1132,4,919,503,0.5473340587595212,0.012397362817334539,0.01706736040477075,649,0.6194144838212635,270,0.37407407407407406,213,b9ebc5a074ff7e4ff86911d65d8863eaea01495852a07071d57ca7d781793d6b,daca58a543713ba9ed080cb3704384aaf78ec6cef6846b4fc8ed4711de2fd1db,ba92e65e9c3cd6c8bfde528db5dad684369fc93a1dc8b9bb9fc71af5c7bea48f
CIBR,ETF,WEEKLY,5,519,0,518,1,426,236,0.5539906103286385,0.00387930298856502,0.004700660903746545,343,0.565597667638484,83,0.5060240963855421,92,8b39f3e6c75c2666004cb10ac445d86ceb0750a010be9d5b63857e252c200b86,8ad901408b779871dae8e4ecef1a5a75c47b5e3487233cf2d413e160ef953db8,05c20c0a9ffd88f5c2aa2197a2f20380732a73acb5b8ae6510bd76ca40bf5036
CIBR,ETF,WEEKLY,10,519,0,517,2,425,226,0.5317647058823529,0.007964891978506888,0.010575016523463265,342,0.5672514619883041,83,0.3855421686746988,92,8b39f3e6c75c2666004cb10ac445d86ceb0750a010be9d5b63857e252c200b86,8ad901408b779871dae8e4ecef1a5a75c47b5e3487233cf2d413e160ef953db8,05c20c0a9ffd88f5c2aa2197a2f20380732a73acb5b8ae6510bd76ca40bf5036
CIBR,ETF,WEEKLY,20,519,0,515,4,423,233,0.5508274231678487,0.015259241478358072,0.014565316340464207,340,0.5823529411764706,83,0.42168674698795183,92,8b39f3e6c75c2666004cb10ac445d86ceb0750a010be9d5b63857e252c200b86,8ad901408b779871dae8e4ecef1a5a75c47b5e3487233cf2d413e160ef953db8,05c20c0a9ffd88f5c2aa2197a2f20380732a73acb5b8ae6510bd76ca40bf5036
CIEN,EQUITY,WEEKLY,5,973,0,972,1,793,399,0.5031525851197982,0.004626246610022855,0.005061849569243271,481,0.5343035343035343,312,0.4551282051282051,179,d583dc3b5d1a1cf7e5e84d23d029caf72edcbd87601a46c7e573b225b0095316,ca7dda7ffa16caf794a24bf9db0b3f129fb83763c6de7fca784ee2347ede508f,46818048e56f2ef3001b2161aa19bf6a03d1bf520717df5bb8971b0f03c34ad0
CIEN,EQUITY,WEEKLY,10,973,0,971,2,792,391,0.4936868686868687,0.009700998908903377,0.004569504569504668,480,0.5104166666666666,312,0.46794871794871795,179,d583dc3b5d1a1cf7e5e84d23d029caf72edcbd87601a46c7e573b225b0095316,ca7dda7ffa16caf794a24bf9db0b3f129fb83763c6de7fca784ee2347ede508f,46818048e56f2ef3001b2161aa19bf6a03d1bf520717df5bb8971b0f03c34ad0
CIEN,EQUITY,WEEKLY,20,973,0,969,4,790,383,0.48481012658227846,0.020200222236946275,0.01715345387111733,480,0.5354166666666667,310,0.4064516129032258,179,d583dc3b5d1a1cf7e5e84d23d029caf72edcbd87601a46c7e573b225b0095316,ca7dda7ffa16caf794a24bf9db0b3f129fb83763c6de7fca784ee2347ede508f,46818048e56f2ef3001b2161aa19bf6a03d1bf520717df5bb8971b0f03c34ad0
CINF,EQUITY,WEEKLY,5,1136,0,1135,1,927,476,0.5134843581445523,0.0018668462700191756,0.001581951991196151,628,0.535031847133758,299,0.4682274247491639,208,9b97b90a6bb033987f0240ddf3ee9246325fe08ff366eaffcbbf47d715ec889a,b4ef5cad31de9475d78fb40d8bf7e552d7741679e3f0241325bbc92d09bea8e4,cf84a32cdaa26772a8d16dc51fbe7f4d8c8f8d30e9a1e644cfe140d676c73be5
CINF,EQUITY,WEEKLY,10,1136,0,1134,2,927,464,0.5005393743257821,0.0037420329023469695,0.004646211394203514,628,0.5366242038216561,299,0.42474916387959866,207,9b97b90a6bb033987f0240ddf3ee9246325fe08ff366eaffcbbf47d715ec889a,b4ef5cad31de9475d78fb40d8bf7e552d7741679e3f0241325bbc92d09bea8e4,cf84a32cdaa26772a8d16dc51fbe7f4d8c8f8d30e9a1e644cfe140d676c73be5
CINF,EQUITY,WEEKLY,20,1136,0,1132,4,925,468,0.505945945945946,0.006845079343808227,0.006630496582421874,626,0.5463258785942492,299,0.4214046822742475,207,9b97b90a6bb033987f0240ddf3ee9246325fe08ff366eaffcbbf47d715ec889a,b4ef5cad31de9475d78fb40d8bf7e552d7741679e3f0241325bbc92d09bea8e4,cf84a32cdaa26772a8d16dc51fbe7f4d8c8f8d30e9a1e644cfe140d676c73be5
CL,EQUITY,WEEKLY,5,1136,0,1135,1,908,437,0.4812775330396476,0.0014109414405395876,0.0018720748829954559,630,0.5095238095238095,278,0.4172661870503597,227,79493392cb9dd3db9a43f81b6bd44f373f84a7e9f3f7d1a5a4e2a049b508b495,9896e752bc1f834e0edb06400797538c7b2d0e5bc33169a753771f5ebb650add,cbabbeaf048a1ac4a6b3dc9c813137bf9b789bee4bacac8857b4d018091d0fca
CL,EQUITY,WEEKLY,10,1136,0,1134,2,907,440,0.48511576626240355,0.0027802451005976836,0.004034791085010148,629,0.5214626391096979,278,0.4028776978417266,227,79493392cb9dd3db9a43f81b6bd44f373f84a7e9f3f7d1a5a4e2a049b508b495,9896e752bc1f834e0edb06400797538c7b2d0e5bc33169a753771f5ebb650add,cbabbeaf048a1ac4a6b3dc9c813137bf9b789bee4bacac8857b4d018091d0fca
CL,EQUITY,WEEKLY,20,1136,0,1132,4,905,446,0.49281767955801103,0.005572424997392512,0.007501404712082604,627,0.5406698564593302,278,0.38489208633093525,227,79493392cb9dd3db9a43f81b6bd44f373f84a7e9f3f7d1a5a4e2a049b508b495,9896e752bc1f834e0edb06400797538c7b2d0e5bc33169a753771f5ebb650add,cbabbeaf048a1ac4a6b3dc9c813137bf9b789bee4bacac8857b4d018091d0fca
CLX,EQUITY,WEEKLY,5,1136,0,1135,1,880,448,0.509090909090909,0.0007783140765038789,0.0019630652900974876,549,0.5191256830601093,331,0.49244712990936557,255,a0b86e0c2e61de0b36bbfcb0f5d7966121613194db95fe5f6e1ef5688b313c75,89d7fb4749e5de23af20aa84852ca7900137f65acd1df63e44eb77906f18fcd1,0ad164440dd3a8a6ea351b6c9a5cc30cadd6ca67d7c13664a0687ff69a55b788
CLX,EQUITY,WEEKLY,10,1136,0,1134,2,879,447,0.5085324232081911,0.0015562532058302906,0.001857962447098016,548,0.5164233576642335,331,0.4954682779456193,255,a0b86e0c2e61de0b36bbfcb0f5d7966121613194db95fe5f6e1ef5688b313c75,89d7fb4749e5de23af20aa84852ca7900137f65acd1df63e44eb77906f18fcd1,0ad164440dd3a8a6ea351b6c9a5cc30cadd6ca67d7c13664a0687ff69a55b788
CLX,EQUITY,WEEKLY,20,1136,0,1132,4,878,447,0.5091116173120729,0.002936029826193587,0.003807501862705398,547,0.5210237659963437,331,0.48942598187311176,254,a0b86e0c2e61de0b36bbfcb0f5d7966121613194db95fe5f6e1ef5688b313c75,89d7fb4749e5de23af20aa84852ca7900137f65acd1df63e44eb77906f18fcd1,0ad164440dd3a8a6ea351b6c9a5cc30cadd6ca67d7c13664a0687ff69a55b788
CMCSA,EQUITY,WEEKLY,5,1075,0,1074,1,863,432,0.5005793742757821,0.0014141931480552905,0.0016768506654087911,557,0.5098743267504489,306,0.48366013071895425,211,44229d5d6999633dbe3ce3d6c281b9b8805c3bd0608ad575b3165244b77d37d9,9c0a4af6e6665b5ace4b8099847fd8768a39dd9ca93aca36b41789e469b2b474,954e3215ad3809dc87f9dfa02ee3267b0c416348f01044aca082189b822d272e
CMCSA,EQUITY,WEEKLY,10,1075,0,1073,2,863,444,0.5144843568945539,0.002956625641283119,0.0032511514494717453,557,0.5421903052064632,306,0.46405228758169936,210,44229d5d6999633dbe3ce3d6c281b9b8805c3bd0608ad575b3165244b77d37d9,9c0a4af6e6665b5ace4b8099847fd8768a39dd9ca93aca36b41789e469b2b474,954e3215ad3809dc87f9dfa02ee3267b0c416348f01044aca082189b822d272e
CMCSA,EQUITY,WEEKLY,20,1075,0,1071,4,862,454,0.5266821345707656,0.005505097077560205,0.010801963993453345,557,0.5565529622980251,305,0.4721311475409836,209,44229d5d6999633dbe3ce3d6c281b9b8805c3bd0608ad575b3165244b77d37d9,9c0a4af6e6665b5ace4b8099847fd8768a39dd9ca93aca36b41789e469b2b474,954e3215ad3809dc87f9dfa02ee3267b0c416348f01044aca082189b822d272e
CME,EQUITY,WEEKLY,5,1136,0,1135,1,904,436,0.4823008849557522,0.0020676951264373706,0.002136752136752129,620,0.5016129032258064,284,0.44014084507042256,231,a99c98c3595f7c0959cb551ac9906251cb8d285e222672e00a23960d5fb735a1,60d2e70eeade1be866d9a0a957963a10543f2a27e7f09711d93dcbe713c212f0,25f69b1d1fdc0a183a1850f3da51d02a9275122a13f66998188aa27741cb7227
CME,EQUITY,WEEKLY,10,1136,0,1134,2,903,447,0.4950166112956811,0.00451533880008737,0.00422297575592423,619,0.5266558966074314,284,0.426056338028169,231,a99c98c3595f7c0959cb551ac9906251cb8d285e222672e00a23960d5fb735a1,60d2e70eeade1be866d9a0a957963a10543f2a27e7f09711d93dcbe713c212f0,25f69b1d1fdc0a183a1850f3da51d02a9275122a13f66998188aa27741cb7227
CME,EQUITY,WEEKLY,20,1136,0,1132,4,902,458,0.5077605321507761,0.008447243912635431,0.009507667025971611,618,0.5469255663430421,284,0.4225352112676056,230,a99c98c3595f7c0959cb551ac9906251cb8d285e222672e00a23960d5fb735a1,60d2e70eeade1be866d9a0a957963a10543f2a27e7f09711d93dcbe713c212f0,25f69b1d1fdc0a183a1850f3da51d02a9275122a13f66998188aa27741cb7227
CMG,EQUITY,WEEKLY,5,1012,0,1011,1,823,450,0.5467800729040098,0.004246710382488322,0.0034321922027633622,559,0.5652951699463328,264,0.5075757575757576,188,49d8e0d28b708fef96f164b604bcf95994d373d577d5ce13fbe801d852d27b81,b161c901ee88b7050d66075998cf9258ece724d9bb54ce6be66ce7fc3c0c8839,014a555b9ccb8a25bb0552b60b3a2d13c5998d5c60782f5adbcd96bcdea9f544
CMG,EQUITY,WEEKLY,10,1012,0,1010,2,822,461,0.5608272506082725,0.009018584920922407,0.010390949008615369,559,0.6046511627906976,263,0.467680608365019,188,49d8e0d28b708fef96f164b604bcf95994d373d577d5ce13fbe801d852d27b81,b161c901ee88b7050d66075998cf9258ece724d9bb54ce6be66ce7fc3c0c8839,014a555b9ccb8a25bb0552b60b3a2d13c5998d5c60782f5adbcd96bcdea9f544
CMG,EQUITY,WEEKLY,20,1012,0,1008,4,821,468,0.5700365408038977,0.01838314516737918,0.018788351397349357,558,0.6236559139784946,263,0.45627376425855515,187,49d8e0d28b708fef96f164b604bcf95994d373d577d5ce13fbe801d852d27b81,b161c901ee88b7050d66075998cf9258ece724d9bb54ce6be66ce7fc3c0c8839,014a555b9ccb8a25bb0552b60b3a2d13c5998d5c60782f5adbcd96bcdea9f544
CMI,EQUITY,WEEKLY,5,1123,0,1122,1,894,455,0.5089485458612976,0.004366532663641979,0.003392092423220472,647,0.5239567233384853,247,0.46963562753036436,228,e8c6ea3a5506b6101d560ed6d54c4f0c272f6ed32dc60b41b37ae6a1f60437f1,11b49c33f61a56a2a4dea57b561e020a27b7a9e762264f4f980d9c4ffb176a0c,68ab5d047c5f8403fde957d3cf1bb363c5492b30f3069bbb29120961e4b09f6f
CMI,EQUITY,WEEKLY,10,1123,0,1121,2,894,474,0.5302013422818792,0.008644078505636444,0.009860867215993663,647,0.5610510046367851,247,0.4493927125506073,227,e8c6ea3a5506b6101d560ed6d54c4f0c272f6ed32dc60b41b37ae6a1f60437f1,11b49c33f61a56a2a4dea57b561e020a27b7a9e762264f4f980d9c4ffb176a0c,68ab5d047c5f8403fde957d3cf1bb363c5492b30f3069bbb29120961e4b09f6f
CMI,EQUITY,WEEKLY,20,1123,0,1119,4,894,485,0.5425055928411633,0.017680137531544633,0.014427987742594572,647,0.5749613601236476,247,0.4574898785425101,225,e8c6ea3a5506b6101d560ed6d54c4f0c272f6ed32dc60b41b37ae6a1f60437f1,11b49c33f61a56a2a4dea57b561e020a27b7a9e762264f4f980d9c4ffb176a0c,68ab5d047c5f8403fde957d3cf1bb363c5492b30f3069bbb29120961e4b09f6f
CMS,EQUITY,WEEKLY,5,1136,0,1135,1,905,461,0.5093922651933702,0.001997174246082185,0.002605135839225836,684,0.533625730994152,221,0.4343891402714932,230,374c23eabe73381021d89a86810bb39ba086585807da35dbdeb1d2608e4f529e,74a07dcf6fefa4afa4b278bfe37164652931d9403e66be7115fd90948ea01b7b,f446f5e933407fb13db7e50d1ba6c87ee0ef428606c0e04f5435641602201566
CMS,EQUITY,WEEKLY,10,1136,0,1134,2,904,462,0.5110619469026548,0.003952022526440176,0.006887005033709426,684,0.5599415204678363,220,0.35909090909090907,230,374c23eabe73381021d89a86810bb39ba086585807da35dbdeb1d2608e4f529e,74a07dcf6fefa4afa4b278bfe37164652931d9403e66be7115fd90948ea01b7b,f446f5e933407fb13db7e50d1ba6c87ee0ef428606c0e04f5435641602201566
CMS,EQUITY,WEEKLY,20,1136,0,1132,4,902,449,0.4977827050997783,0.008071856319508994,0.01073312793844794,684,0.554093567251462,218,0.3211009174311927,230,374c23eabe73381021d89a86810bb39ba086585807da35dbdeb1d2608e4f529e,74a07dcf6fefa4afa4b278bfe37164652931d9403e66be7115fd90948ea01b7b,f446f5e933407fb13db7e50d1ba6c87ee0ef428606c0e04f5435641602201566
CNC,EQUITY,WEEKLY,5,1131,0,1130,1,908,480,0.5286343612334802,0.003612662686186956,0.005616789686843204,553,0.5605786618444847,355,0.4788732394366197,222,81b999e3ef33c8d7be33ee6b11a5b11c851fde168783cf5fa277a719aefe4128,d9954d11202cd6abc4f93cb0c5e8f071dc8feaba95c864995d66c36993aa6724,4da1631e27b1d7cae1a01ca706bd5f6a788b294973dc0e2efc15b63d5192c789
CNC,EQUITY,WEEKLY,10,1131,0,1129,2,907,445,0.4906284454244763,0.0066446794108517455,0.009217769811803889,552,0.532608695652174,355,0.4253521126760563,222,81b999e3ef33c8d7be33ee6b11a5b11c851fde168783cf5fa277a719aefe4128,d9954d11202cd6abc4f93cb0c5e8f071dc8feaba95c864995d66c36993aa6724,4da1631e27b1d7cae1a01ca706bd5f6a788b294973dc0e2efc15b63d5192c789
CNC,EQUITY,WEEKLY,20,1131,0,1127,4,906,439,0.4845474613686534,0.012677857580318391,0.010580883397244722,551,0.5390199637023594,355,0.4,221,81b999e3ef33c8d7be33ee6b11a5b11c851fde168783cf5fa277a719aefe4128,d9954d11202cd6abc4f93cb0c5e8f071dc8feaba95c864995d66c36993aa6724,4da1631e27b1d7cae1a01ca706bd5f6a788b294973dc0e2efc15b63d5192c789
CNP,EQUITY,WEEKLY,5,1136,0,1135,1,874,447,0.511441647597254,0.0015403794692428134,0.0029093931837074205,610,0.5508196721311476,264,0.42045454545454547,261,e19c26693ec560749a94641b06cd3ed941a5ecc2eed7d2d9738bd8198a419440,133f61e02868b82056a64ab8b32da7c472d374b24d713d9317ffea0438f467d6,48ecb886c25b0575e15e6e3fd86de0959f0e476d0c6c8ad84b6668adb90534db
CNP,EQUITY,WEEKLY,10,1136,0,1134,2,873,437,0.5005727376861397,0.0030330107170167897,0.006047156747858051,610,0.5393442622950819,263,0.41064638783269963,261,e19c26693ec560749a94641b06cd3ed941a5ecc2eed7d2d9738bd8198a419440,133f61e02868b82056a64ab8b32da7c472d374b24d713d9317ffea0438f467d6,48ecb886c25b0575e15e6e3fd86de0959f0e476d0c6c8ad84b6668adb90534db
CNP,EQUITY,WEEKLY,20,1136,0,1132,4,872,430,0.49311926605504586,0.006324922021594495,0.00960170365873203,610,0.5393442622950819,262,0.38549618320610685,260,e19c26693ec560749a94641b06cd3ed941a5ecc2eed7d2d9738bd8198a419440,133f61e02868b82056a64ab8b32da7c472d374b24d713d9317ffea0438f467d6,48ecb886c25b0575e15e6e3fd86de0959f0e476d0c6c8ad84b6668adb90534db
COF,EQUITY,WEEKLY,5,1136,0,1135,1,919,454,0.4940152339499456,0.002758202849907154,0.002924271453060401,583,0.516295025728988,336,0.45535714285714285,216,364fc96b2bc810bfa6a6e70f471033dd9a776d53d05d834efe7df0cb31971bf1,7855be31a78fce833460e2fbe875a92a4d3c25eeb2f35537e4c40ec41a900c3b,e12cfadb35bf467bf341c492a347defa30c36095fc9b66aa9b7901ee59de6c35
COF,EQUITY,WEEKLY,10,1136,0,1134,2,918,446,0.485838779956427,0.004115042690814923,0.004318865500162916,582,0.5034364261168385,336,0.45535714285714285,216,364fc96b2bc810bfa6a6e70f471033dd9a776d53d05d834efe7df0cb31971bf1,7855be31a78fce833460e2fbe875a92a4d3c25eeb2f35537e4c40ec41a900c3b,e12cfadb35bf467bf341c492a347defa30c36095fc9b66aa9b7901ee59de6c35
COF,EQUITY,WEEKLY,20,1136,0,1132,4,916,447,0.48799126637554585,0.00844930390290357,0.013744909012131767,580,0.5310344827586206,336,0.41369047619047616,216,364fc96b2bc810bfa6a6e70f471033dd9a776d53d05d834efe7df0cb31971bf1,7855be31a78fce833460e2fbe875a92a4d3c25eeb2f35537e4c40ec41a900c3b,e12cfadb35bf467bf341c492a347defa30c36095fc9b66aa9b7901ee59de6c35
COHR,EQUITY,WEEKLY,5,996,124,995,1,795,429,0.539622641509434,0.006100563503458448,0.0056214865708932304,585,0.558974358974359,210,0.4857142857142857,200,4c55ba3b1ea56af304b8e67073103c78c5b351160a00f57c3f59644417c79648,5dd951e34f0fb9451aba30dc15d3306a78333de6c33253ccae2cd73b8fc31e40,dfbf1ec9bb2e85bcc9036f5fb04194c738bca9e8ab5dadcf68b11aa691839047
COHR,EQUITY,WEEKLY,10,996,124,994,2,794,433,0.5453400503778337,0.01309494538945309,0.00904138987598524,584,0.5684931506849316,210,0.48095238095238096,200,4c55ba3b1ea56af304b8e67073103c78c5b351160a00f57c3f59644417c79648,5dd951e34f0fb9451aba30dc15d3306a78333de6c33253ccae2cd73b8fc31e40,dfbf1ec9bb2e85bcc9036f5fb04194c738bca9e8ab5dadcf68b11aa691839047
COHR,EQUITY,WEEKLY,20,996,124,992,4,792,449,0.5669191919191919,0.028542803059249337,0.019828823137646556,583,0.5986277873070326,209,0.4784688995215311,200,4c55ba3b1ea56af304b8e67073103c78c5b351160a00f57c3f59644417c79648,5dd951e34f0fb9451aba30dc15d3306a78333de6c33253ccae2cd73b8fc31e40,dfbf1ec9bb2e85bcc9036f5fb04194c738bca9e8ab5dadcf68b11aa691839047
COIN,EQUITY,WEEKLY,5,218,0,217,1,170,70,0.4117647058823529,0.012369709096864506,-0.007683719708412751,82,0.36585365853658536,88,0.45454545454545453,47,ab037dd1ac3f1533f5b2ef1c1eb8931da09a488bab2c693e1bb19cb9eb2b17ba,09f6af4e2828d263e8d579f2ee9a28ef9ffbcd05a8177194b338e92c676246dd,26cafe478bdbf42db990bcd7a3ae8072ebb095af329d1c41a79682dc2dc426d9
COIN,EQUITY,WEEKLY,10,218,0,216,2,169,75,0.4437869822485207,0.02638602690551842,-0.0014528637327024807,82,0.4146341463414634,87,0.47126436781609193,47,ab037dd1ac3f1533f5b2ef1c1eb8931da09a488bab2c693e1bb19cb9eb2b17ba,09f6af4e2828d263e8d579f2ee9a28ef9ffbcd05a8177194b338e92c676246dd,26cafe478bdbf42db990bcd7a3ae8072ebb095af329d1c41a79682dc2dc426d9
COIN,EQUITY,WEEKLY,20,218,0,214,4,167,76,0.4550898203592814,0.05190766236032599,-0.01048729600649062,82,0.4268292682926829,85,0.4823529411764706,47,ab037dd1ac3f1533f5b2ef1c1eb8931da09a488bab2c693e1bb19cb9eb2b17ba,09f6af4e2828d263e8d579f2ee9a28ef9ffbcd05a8177194b338e92c676246dd,26cafe478bdbf42db990bcd7a3ae8072ebb095af329d1c41a79682dc2dc426d9
COO,EQUITY,WEEKLY,5,1136,0,1135,1,911,474,0.5203073545554336,0.0022285558495096633,0.0027177800028608257,611,0.5368248772504092,300,0.4866666666666667,224,c5bca8c3c1936457dac23e7217692762cda917abe0ef058776f695df34db0e42,75cc657b82be9178594705bbfb97fea31c73ce4d6bdae2b0086d431d40de0a21,ba1e8d0ffd26f44706843e770285db2c0a74a6dd021265a811aa2e446615f837
COO,EQUITY,WEEKLY,10,1136,0,1134,2,910,474,0.5208791208791209,0.004201823144157906,0.004903491800356208,610,0.5573770491803278,300,0.44666666666666666,224,c5bca8c3c1936457dac23e7217692762cda917abe0ef058776f695df34db0e42,75cc657b82be9178594705bbfb97fea31c73ce4d6bdae2b0086d431d40de0a21,ba1e8d0ffd26f44706843e770285db2c0a74a6dd021265a811aa2e446615f837
COO,EQUITY,WEEKLY,20,1136,0,1132,4,908,500,0.5506607929515418,0.00811538495319275,0.011262252620510949,608,0.5986842105263158,300,0.4533333333333333,224,c5bca8c3c1936457dac23e7217692762cda917abe0ef058776f695df34db0e42,75cc657b82be9178594705bbfb97fea31c73ce4d6bdae2b0086d431d40de0a21,ba1e8d0ffd26f44706843e770285db2c0a74a6dd021265a811aa2e446615f837
COP,EQUITY,WEEKLY,5,1136,0,1135,1,867,418,0.48212226066897346,0.001985671801394383,0.0021416333523700537,508,0.5216535433070866,359,0.42618384401114207,268,8cf5496941234c4d221da66d4f393ba5e56cd41b1417349a3f2ad41f89cb8e52,f3ab8116d7e5f3e8347162291637134ab2003388c8553decbcae21c2e54ca3f9,275491362865d11530ea23b41bebeda5f6b09f290d536509f8d53707d3b5f757
