symbol,relative_path,sha256,fieldnames,date_candidates,close_candidates
CMS,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CMS.daily.csv.gz,374c23eabe73381021d89a86810bb39ba086585807da35dbdeb1d2608e4f529e,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CNC,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CNC.daily.csv.gz,81b999e3ef33c8d7be33ee6b11a5b11c851fde168783cf5fa277a719aefe4128,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CNP,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CNP.daily.csv.gz,e19c26693ec560749a94641b06cd3ed941a5ecc2eed7d2d9738bd8198a419440,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
COF,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/COF.daily.csv.gz,364fc96b2bc810bfa6a6e70f471033dd9a776d53d05d834efe7df0cb31971bf1,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
COHR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/COHR.daily.csv.gz,4c55ba3b1ea56af304b8e67073103c78c5b351160a00f57c3f59644417c79648,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
COIN,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/COIN.daily.csv.gz,ab037dd1ac3f1533f5b2ef1c1eb8931da09a488bab2c693e1bb19cb9eb2b17ba,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
COO,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/COO.daily.csv.gz,c5bca8c3c1936457dac23e7217692762cda917abe0ef058776f695df34db0e42,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
COP,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/COP.daily.csv.gz,8cf5496941234c4d221da66d4f393ba5e56cd41b1417349a3f2ad41f89cb8e52,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
COR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/COR.daily.csv.gz,186a6279ef4ea0c8fec227aaa9a1d00a3e37993f8c87e9772e1bb922d351664a,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
COST,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/COST.daily.csv.gz,bcc75a1e19de28c456b9443ff4969df49ba52fe6e9287cecda79403074b8a786,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CPAY,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CPAY.daily.csv.gz,dc5e1b8658971ad9a0cb19e569da1486a0c9fba465997e4d174031d84e69b8c6,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CPRT,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CPRT.daily.csv.gz,76f7b58d84b7ffae27d222b8c96a3fa9192bae6aa28bdfb39589bce6cf3fa286,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CPT,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CPT.daily.csv.gz,2dac068291444480d44d51073f8a044e43cb9887c268ef73f218f47c3d991e6d,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CRH,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CRH.daily.csv.gz,3fc0c8150300e144477a16ac26132a0e07a4e56c56fecff9b9aed11a4973f86a,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CRL,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CRL.daily.csv.gz,239348daf31e3f44d3333267a1bfdef852f64bdf2be85adb2d5cc1b1f01ff451,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CRM,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CRM.daily.csv.gz,ca5fab245514b755c8c6fd6c0c75d44cf4e7fea2c6d09cdb0a46c6851c4bf0eb,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CRWD,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CRWD.daily.csv.gz,eea30009c4775c996f906ef527a9eae9217007c2e4af03000f3f12e9ed55b610,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CRWV,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CRWV.daily.csv.gz,2b88da792a27025800f640f4766fdd0dcda9eb0c279f6086d3d4ca3dac94b2bc,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CSCO,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CSCO.daily.csv.gz,3566185be0dfe214a968eee6454f80d8e780df1c4401dbf4cbea1c22e0377910,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CSGP,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CSGP.daily.csv.gz,a6571a50157114bae0bde32fbfd6f1cec15aa8aadab2896859628e9d740e5ba1,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CSX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CSX.daily.csv.gz,6182fac8a9cca8568a991831adb1b702addc97911e1e1e22b804e48694c1a0c8,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CTAS,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CTAS.daily.csv.gz,b323b34868a2b66663cee8fc382c47dc46f24c41952bc2dd005c5814ad6a7e0c,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CTSH,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CTSH.daily.csv.gz,98e3ee2fb8fcdb7f855a6937886a86323a3a9daf154f934d655c1caa2f8c9079,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CTVA,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CTVA.daily.csv.gz,a3ba2dfebbfeccdd3737a7917d3c971adccb2fa7ed140b2c519cfeab22c7c959,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CVNA,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CVNA.daily.csv.gz,7657f62d7c91826cc9b201c9ef57c19bb2e1351da6bc5751c96dfc1edb1b6baf,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CVS,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CVS.daily.csv.gz,5ee3ae9955a584e8ab4ecc1d2fb90f6236fbf2c1731918cae976d34efb728bc1,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
CVX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/CVX.daily.csv.gz,cbef13a557034192c514f6f17dd0726cb706bd1c5306be7532d6ef51f26f29e1,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
D,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/D.daily.csv.gz,2b8694e2a581942d8b3bf6aed5d1f58ff569c1fe6bc75128389573ec7ad74a7e,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DAL,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DAL.daily.csv.gz,77f551915d12e0fe631373607c9120818f333a7c2dcf2c738733914421464308,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DASH,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DASH.daily.csv.gz,1f90102a4f4c32167155e2c0d8a754b9107512900368a01194294be9b1c7d931,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DBA,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DBA.daily.csv.gz,6f6f316b436634a40674827234b1e46a36fe11a22e0f7af65ed8364be3803ef4,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DD,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DD.daily.csv.gz,2434f1066b50431a9494118e77183403f081570c6ea7f1e26ce94b7bf8e88f8d,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DDOG,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DDOG.daily.csv.gz,221396aa6a2b56c76123529b5e3a2d14dd13659fba16e8fbd7826c946c6dc08e,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DE,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DE.daily.csv.gz,b5a9cb9ea27d7793033dde5259185c9465ae13425f17aa74f844a6b53cad680a,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DECK,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DECK.daily.csv.gz,2937022bde888c694bdb8491b7d9f27868fbb9b71c33c680dd8f5d897a375190,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DELL,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DELL.daily.csv.gz,97628f794b0ce9deb1c4e4254ea65c038db5d6edc3a0e71ee11145f6133a0d96,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DG,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DG.daily.csv.gz,492b8ba5355d073033efbb868dc3b978dbc74d25e9b23404ec604680cd8ceb23,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DGX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DGX.daily.csv.gz,a632f13016e176a18da52336bcd6c1804270c34b7d9279aefd8987864889aa5c,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DHI,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DHI.daily.csv.gz,9a1188e7ade4e6e7629467fc5263e327e967b36968297cca00d44dd06818d1b9,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DHR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DHR.daily.csv.gz,ec6dda00901cf39a7233ddd57ed49c48424a548144b2b38b8ca07f94c14e8419,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DIA,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DIA.daily.csv.gz,4684d5e5e7b2944e154470ca56e40d25274b3602edffeb252c2ce8db3023c181,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DIS,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DIS.daily.csv.gz,2f51fc900c952d5ffb1fa65d028eb7abfa8cda807d70d161cccb1327d39334b1,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DLR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DLR.daily.csv.gz,c7b7170d6fab5b44361987290f365dea8e9b1089711f1af41b015c0dd5d365ff,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DLTR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DLTR.daily.csv.gz,e938e16c64f81348f08a829161757578ddebc1a8e2e1e1b8edaa18fb08b71b8b,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DOC,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DOC.daily.csv.gz,e7d7680a8cfd1a01ffbaa5bb15019949ed138d5b7172e38441d12836945a3f0f,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DOV,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DOV.daily.csv.gz,ee3101df065ee21689c46abdd834188c05c02dcd1d4d2d54ccce665642116c42,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DOW,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DOW.daily.csv.gz,4b03e9fe01baac09d01d151e3453b2cfef5b1a0f107e2a7fdf734ac7615d4681,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DPZ,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DPZ.daily.csv.gz,fd34c013a9736cf34be8e800d86414c189d81719cd60d9e61938279e24d32003,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DRI,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DRI.daily.csv.gz,8e361d85895ee8cb9b9daeb746c519918267674d9bcafdf9c04861480cff96ae,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DTE,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DTE.daily.csv.gz,f6e53876eb415d3738465a0f3d2cac92d114de2f373aae9a143dc7dbcee3d2fa,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DUK,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DUK.daily.csv.gz,99360efbbc0caad5ff1bc84bf8772f0a0ba65d2ef9a4829638fb1c9a010ddbd4,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DVA,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DVA.daily.csv.gz,c113d01eb94d57e2c3f2c8900a4e426a7053ba23b182ee0e42e9ab3d32207c33,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DVN,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DVN.daily.csv.gz,d91a4f6d81026d3df1b00472473d944fb3a60e32d6d063909979626f497e7e44,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
DXCM,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/DXCM.daily.csv.gz,a518a84c520291d9b497e1df0cd4fb75858408f992db447c3cb490117627abae,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EA,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EA.daily.csv.gz,cc6b2e48d0a0dd4816d64afca3b562451c558607f82e9ffb09ca5c00579fb8aa,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EBAY,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EBAY.daily.csv.gz,ee3d5ec73319888e703a2377ecd129b57bd05b94b93d89f998af5a25514260c3,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ECL,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ECL.daily.csv.gz,ce822a657fa68a03d04313568b421fa1940a6af119d2c0f02f93950ba57a00c4,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ED,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ED.daily.csv.gz,42bba969a2a6c28da07aeebccac03d1815c9990bdf819a647ee66d45f3f9d1ae,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EEM,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EEM.daily.csv.gz,582bfb82aa2e6ce7d310f9943892dd071bc7aa6624691661c0d781043bdba934,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EFA,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EFA.daily.csv.gz,772b61b7b1febc8a29963d3eb726fc24f5c0a6dcb476dd1daa3cbe01ec56a171,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EFX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EFX.daily.csv.gz,4537021c6ad5698cc6a03de93a27f71c302ba9f7bc8fb6ddd68725ee85458003,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EG,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EG.daily.csv.gz,d320ea8afbeb157bb9ee61d76bc1f7a604f62a2f243a47875853fb5c98c8259b,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EIX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EIX.daily.csv.gz,c458f6d03767eb939082f32534a9aee0ce1fda8120bbcc4bc071d68d92ba8a0f,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EL,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EL.daily.csv.gz,e649f90e23bd03a524897a53169f458c699f24b1b13433b4305d344380864a91,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ELV,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ELV.daily.csv.gz,2d0f5defed2addac6493dcdd3ea811973593f92df3911b7888f27c30de6c9c8a,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EME,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EME.daily.csv.gz,a5a463d99c8826c569aa4937b857afbdbab8133d22400d027850737e4b2342a5,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EMR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EMR.daily.csv.gz,834af2ae701ab37c3e47565b481ff76705fc2641abefb7eb22dbafc51564e907,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EOG,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EOG.daily.csv.gz,fca8b5ff04ce931c1460c3826553f67504bb9a290c4c26b1196da250ca258e60,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EQIX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EQIX.daily.csv.gz,4b064a51f9ec38a72af9e19a8b1bbe8a98a9a511dda66164365daccbc01bcfcf,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EQR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EQR.daily.csv.gz,d94ff865fec00deea6f6ab3810c5c4775cd71a830ca9f48e0ebdac3bb0e0192b,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EQT,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EQT.daily.csv.gz,b28c863f2ae2083831f6e7d6396ac36def3380de2afa9b878103b836195a58ca,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ERIE,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ERIE.daily.csv.gz,78f46ad4293bba301e972f5971ca4fee029abc175a86beec2eec7734e9172887,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ES,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ES.daily.csv.gz,672a43364234a4061e63996660f124fa5be0931eeb4d7e9898938d29c8448e5a,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ESS,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ESS.daily.csv.gz,8d1e62b0bc3a5bf92e9e492dc8fc3d4d930e3678e58016336a3bd1548b045942,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ETHA,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ETHA.daily.csv.gz,736e7173ceb5a377a4538d8d603bd73fec1b53488e814481337a64934235f699,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ETN,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ETN.daily.csv.gz,141d13a3de389307da57f1511c4683a2d3a53429095bdd474b8d0437fef5ce05,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ETR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ETR.daily.csv.gz,9643b70a258f62b13e79dfb571a247d6cfef9a1a1cbd469e33fb575766570c8a,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EVRG,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EVRG.daily.csv.gz,d6cf54882d66317fac689bbb67f0c4effd271a79de29fb1eca94392bb5a1966f,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EW,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EW.daily.csv.gz,63a570dea26e9cb853c9b5e1ff460ea4beb9e27a17e9c027994dcd5b9c3670bc,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EWJ,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EWJ.daily.csv.gz,fd930abfc5a3516e16cafb04e9a1935e0244fd1ed8a11288cfe453e5ae35b704,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EWZ,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EWZ.daily.csv.gz,db3255880002e54c36dbf77bb71400447a8cd9c44cc0260cfa7ed0ba26a91ac3,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EXC,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EXC.daily.csv.gz,7f3f6ac96426cbb1183f04f309bef43a19ad11f7856a421d442207cc94db6198,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EXE,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EXE.daily.csv.gz,5f488084f98be3034715b137f3ea7c2f7e0d9665ce7bfbf553e4f8de5a9bb840,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EXPD,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EXPD.daily.csv.gz,2b095118ab7c0795f4683041c070b36d6313452d358181bf6c11fe982c9b8b38,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EXPE,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EXPE.daily.csv.gz,f51202bd63f9ac4818a01f6fe48ba302e779569319baf032537fa5e865db0316,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
EXR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/EXR.daily.csv.gz,129a6300da2753c08a9fc703fbed782d754cc2bdd4b5eccd99378c85e4f12533,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
F,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/F.daily.csv.gz,f7f5fb780c54f0760387e9c02004bb71f7075c0418160d27b2a22dcffd27bb72,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FANG,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FANG.daily.csv.gz,d7de0303180478b9fcd00f4ecdd4c091b0c1cbf7a35b0d49f9c242f03884e860,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FAST,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FAST.daily.csv.gz,f6dc209bb86f77eb74a4c02e4a41ca7bc7923e537805f3f61b56dccf42bda19d,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FBTC,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FBTC.daily.csv.gz,05bc1d7575f7c8c33007a3ad0a81d12f24896cecf8f77e183884e424c62dab0b,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FCX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FCX.daily.csv.gz,3e5d9977f9496daaf98f852f45631bab7f72a520a325fd43ddce5c5ad8cd7a85,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FDS,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FDS.daily.csv.gz,d34f50a008150c27022c5ee34af5ab0d43b405ce6e40453e5c1404794b79d85e,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FDX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FDX.daily.csv.gz,c0b433e37db2cd694b4690715d8b6e585848a4a27b60fb22b87d2d2229936874,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FE,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FE.daily.csv.gz,63058507c998126c279541ddd560fa05400db8facb5bb99b63cf452c988c4946,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FER,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FER.daily.csv.gz,d4fe1870f2ed881eedb8801b5535c9aae10320e98c72a6730ed7dfa852543db5,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FFIV,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FFIV.daily.csv.gz,2ee89b1a50fd81078fb22fd553bdc595dbee27cc8a172080c4e85d9377119a0e,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FICO,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FICO.daily.csv.gz,fe23cdff6a6eff462005aa212cb51bd98c18b9b22c961634906e4bd578075462,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FIS,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FIS.daily.csv.gz,eee00178fbf29a1af73de79d7ab8960807a65af28cc9dbe8f1c25adf2910981d,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FISV,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FISV.daily.csv.gz,d27200b49ce452dd830bbe06caff4a2a1bbedaef7e680629c543c38db8f2504e,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FITB,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FITB.daily.csv.gz,5b482d21bd2c68fcd64d52996c453f82559d6ce9618e10e59be32fa509e463e2,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FIX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FIX.daily.csv.gz,e5b0c228b0b5717d3f30f9e8ac939ebf825590048c8e6cf4aa6ab12793d5aaec,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FLEX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FLEX.daily.csv.gz,0068978c1fedf6e6655ffef70e7efcac746da8c0e8b9163bc68c3fe4ecf1e5ee,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FOX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FOX.daily.csv.gz,3e5d6db951d981feabf0b17f71351296fa5be4382b25fe1d9815e9485f4a6d55,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FOXA,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FOXA.daily.csv.gz,cf6197c0153899a5340bbb423b5f5339d718be9281233e0615b1e29e138e7e0b,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FRT,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FRT.daily.csv.gz,fccec79a9149e9a63916cb282af4f914dbc1a5515120123b897731e054c40ead,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FSLR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FSLR.daily.csv.gz,a7fc0b7e26c46f4cb9434339dcb9932030893e0f3fc39b30e2d2a4120478167b,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FTNT,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FTNT.daily.csv.gz,51515c2ef2a4af11a5065af8086b118d07ea8ed6510933924bdbba99d09f0db4,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FTV,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FTV.daily.csv.gz,4462681f45370097e837cb238a4c37a2e140efe6d1f8f54a23a9ee19dafba903,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
FXI,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/FXI.daily.csv.gz,b252eb4aa7c995757e126fe6c42799f9fc1a8a17d2c061c98934195d9de519d6,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GD,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GD.daily.csv.gz,664efe27ff5dc530d138788a187e809da6b286a3d8ba79ae54200d3f3993e392,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GDDY,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GDDY.daily.csv.gz,f0cb17da60e1a92555a0dc795384ea12692d99db67833cf2d16017eabd061062,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
