symbol,rank,signal,strike,expiry,total_score,option_score,atm_score,probability_of_profit,liquidity_score,delta_score,iv_score,dte_score,spread_score,spread_pct,delta,iv,open_interest,volume,bid,ask,gamma,theta,vega,rho,option_symbol,option_score_contribution,atm_score_contribution,dte_score_contribution,liquidity_contribution,spread_contribution,option_weight,atm_weight,dte_weight,liquidity_weight,spread_weight
META,8,PUT,590.0,2026-08-21,64.56092055860246,57.87055139650616,100.0,0.4536950803906577,19.417999999999996,99.4729927235194,100.0,100.0,35.0,-1.0,-0.44472992723519394,0.4126882283738733,2774,0,0.0,0.0,0.004466624543693794,-0.34026285368080095,0.8641163435008375,0.0,O:META260821P00590000,23.148220558602464,20.0,15.0,2.912699999999999,3.5,0.4,0.2,0.15,0.15,0.1
META,9,PUT,600.0,2026-10-16,64.51260261786351,58.67113154465877,100.0,0.49848165273680994,16.961,97.96646174074549,100.0,100.0,35.0,-1.0,-0.4703353825925452,0.383589096110462,2423,0,0.0,0.0,0.003362491747220525,-0.20793167589918105,1.2616671303373796,0.0,O:META261016P00600000,23.46845261786351,20.0,15.0,2.5441499999999997,3.5,0.4,0.2,0.15,0.15,0.1
META,10,PUT,610.0,2026-08-21,64.51209524886715,58.79061312216787,100.0,0.5406475320730005,16.639,92.01984735699138,100.0,100.0,35.0,-1.0,-0.5298015264300862,0.42106448184332024,2377,0,0.0,0.0,0.004376528694796452,-0.34183854959672383,0.8828237670835704,0.0,O:META260821P00610000,23.51624524886715,20.0,15.0,2.49585,3.5,0.4,0.2,0.15,0.15,0.1
MSFT,1,CALL,440.0,2026-09-18,75.81281129715376,72.0320282428844,90.0,0.6004221676533108,70.0,82.06056614700783,100.0,100.0,35.0,-1.0,0.27060566147007825,0.39003617148093744,12165,0,0.0,0.0,0.004832131501130545,-0.1565645163182118,0.6693581049529662,0.0,O:MSFT260918C00440000,28.812811297153758,18.0,15.0,10.5,3.5,0.4,0.2,0.15,0.15,0.1
MSFT,2,CALL,460.0,2026-09-18,75.53239548345869,66.33098870864673,100.0,0.5025093812862391,70.0,74.92245382878866,100.0,100.0,35.0,-1.0,0.19922453828788664,0.39105853899152954,10926,0,0.0,0.0,0.004004075808806444,-0.12987816379936679,0.5270675112830636,0.0,O:MSFT260918C00460000,26.532395483458693,20.0,15.0,10.5,3.5,0.4,0.2,0.15,0.15,0.1
MSFT,3,CALL,420.0,2026-08-21,75.48520325067464,78.7130081266866,75.0,0.7344373587700801,70.0,87.34205510353361,100.0,100.0,35.0,-1.0,0.3234205510353362,0.4013659615707261,12141,0,0.0,0.0,0.006266359624173461,-0.21420016906722836,0.5217482845875993,0.0,O:MSFT260821C00420000,31.485203250674644,15.0,15.0,10.5,3.5,0.4,0.2,0.15,0.15,0.1
MSFT,4,CALL,440.0,2026-08-21,75.29938090744372,71.29445226860929,90.0,0.6196484551686668,68.544,77.49005624745047,100.0,100.0,35.0,-1.0,0.22490056247450474,0.4084774380936318,9792,0,0.0,0.0,0.005149809195710469,-0.18124665741752816,0.41101653655881676,0.0,O:MSFT260821C00440000,28.51778090744372,18.0,15.0,10.2816,3.5,0.4,0.2,0.15,0.15,0.1
MSFT,5,CALL,460.0,2026-08-21,75.11469091678849,65.28672729197122,100.0,0.5028579643552682,70.0,70.68963487104195,100.0,100.0,35.0,-1.0,0.1568963487104194,0.43042559850491985,80042,0,0.0,0.0,0.0039605275532700835,-0.15388046047985507,0.4218235921116819,0.0,O:MSFT260821C00460000,26.11469091678849,20.0,15.0,10.5,3.5,0.4,0.2,0.15,0.15,0.1
MSFT,6,CALL,450.0,2026-09-18,74.66857735146415,69.17144337866037,90.0,0.5510935470127235,70.0,78.5108059926057,100.0,100.0,35.0,-1.0,0.23510805992605693,0.39176728791478743,33472,0,0.0,0.0,0.004418139925466187,-0.14412353924521126,0.5193865984909252,0.0,O:MSFT260918C00450000,27.66857735146415,18.0,15.0,10.5,3.5,0.4,0.2,0.15,0.15,0.1
MSFT,7,CALL,420.0,2026-09-18,74.66624473236492,77.6473618309123,75.0,0.7005149268545046,67.38199999999999,91.1250590269285,100.0,100.0,35.0,-1.0,0.361250590269285,0.38131137348791166,9626,0,0.0,0.0,0.005536031974638491,-0.17276999519918967,0.6494455367205737,0.0,O:MSFT260918C00420000,31.05894473236492,15.0,15.0,10.107299999999999,3.5,0.4,0.2,0.15,0.15,0.1
MSFT,8,CALL,450.0,2026-08-21,74.35285007973091,68.38212519932728,90.0,0.5597356027887656,70.0,73.97080435110661,100.0,100.0,35.0,-1.0,0.18970804351106607,0.4196315550763282,30093,0,0.0,0.0,0.004521012916476917,-0.16738999997554718,0.4164519445217198,0.0,O:MSFT260821C00450000,27.352850079730914,18.0,15.0,10.5,3.5,0.4,0.2,0.15,0.15,0.1
MSFT,9,CALL,400.0,2026-08-21,74.30796548184907,85.76991370462265,55.0,0.8344655905810149,70.0,99.56516032552825,100.0,100.0,35.0,-1.0,0.4456516032552826,0.395625307469104,17544,0,0.0,0.0,0.007006243813675602,-0.23466257223967157,0.577652296301564,0.0,O:MSFT260821C00400000,34.30796548184906,11.0,15.0,10.5,3.5,0.4,0.2,0.15,0.15,0.1
MSFT,10,CALL,460.0,2027-03-19,74.17479757421836,70.4369939355459,100.0,0.5014299800506262,70.0,91.51917893408344,100.0,80.0,35.0,-1.0,0.36519178934083446,0.37417594483965655,12471,0,0.0,0.0,0.0030808427069023902,-0.09540725433202213,1.2321579469973127,0.0,O:MSFT270319C00460000,28.17479757421836,20.0,12.0,10.5,3.5,0.4,0.2,0.15,0.15,0.1
NVDA,1,PUT,220.0,2026-09-18,72.60063091654436,62.658202291360894,100.0,0.45724551325162005,60.248999999999995,77.22452704518436,100.0,100.0,35.0,-1.0,-0.6777547295481564,0.39791564022638554,8607,0,0.0,0.0,0.010350340670331415,-0.07249344013867091,0.33427442474383007,0.0,O:NVDA260918P00220000,25.063280916544358,20.0,15.0,9.037349999999998,3.5,0.4,0.2,0.15,0.15,0.1
NVDA,2,PUT,215.0,2026-09-18,71.67951285012,63.29478212530003,90.0,0.40839798781242176,65.744,82.09145045121267,100.0,100.0,35.0,-1.0,-0.6290854954878733,0.40048501976805806,9392,0,0.0,0.0,0.01079045955571,-0.07876375831740803,0.3319986924843253,0.0,O:NVDA260918P00215000,25.317912850120013,18.0,15.0,9.8616,3.5,0.4,0.2,0.15,0.15,0.1
NVDA,3,PUT,215.0,2026-08-21,71.65647016504585,61.64117541261463,90.0,0.37867342338542,70.0,75.97695390879133,100.0,100.0,35.0,-1.0,-0.6902304609120866,0.3764330447276496,11461,0,0.0,0.0,0.013290200669407965,-0.08615771439682116,0.26650895303418914,0.0,O:NVDA260821P00215000,24.656470165045853,18.0,15.0,10.5,3.5,0.4,0.2,0.15,0.15,0.1
NVDA,4,PUT,220.0,2026-08-21,70.32554871372093,58.91299678430232,100.0,0.4431226116276267,55.06899999999999,69.68336927678902,100.0,100.0,35.0,-1.0,-0.7531663072321099,0.3743992487791525,7867,0,0.0,0.0,0.012318209101658536,-0.07615557670415367,0.20713085909958318,0.0,O:NVDA260821P00220000,23.565198713720932,20.0,15.0,8.260349999999997,3.5,0.4,0.2,0.15,0.15,0.1
NVDA,5,PUT,210.0,2026-09-18,69.44297341057464,63.60743352643658,75.0,0.35896394683931926,70.0,86.99550261145524,100.0,100.0,35.0,-1.0,-0.5800449738854477,0.39866744602058607,16057,0,0.0,0.0,0.011163574360934401,-0.08239470219611375,0.3717691632264929,0.0,O:NVDA260918P00210000,25.442973410574634,15.0,15.0,10.5,3.5,0.4,0.2,0.15,0.15,0.1
