capture_date,effective_observation_session,accumulation_mode,new_statistical_observation_accumulated,paired_observation_eligible_count_this_session,statistical_effective_session_count,cumulative_paired_observation_rows
2026-08-26,2026-08-25,NEW_EFFECTIVE_MARKET_SESSION_ACCUMULATED,True,504,1,504
