snapshot_date,observation_count,F071_materialized_observation_count,F071_missing_observation_count,F071_full_13w_26w_coverage_count,F071_partial_coverage_count,rs_sector_13w_present_count,rs_sector_26w_present_count,feature_snapshot_semantic_sha256,execution_mode
2026-08-26,611,504,107,504,0,504,504,88ed630f397c2198974d551e1c09dc0435ee7a7f008501fdeb303a20940a3b68,IDEMPOTENT_EXISTING_F071_SNAPSHOT_REUSED
