component_path,state,horizon_sessions,count,accuracy,accuracy_risk_difference_vs_all_bearish,mean_directional_return,mean_return_difference_vs_all_bearish,odds_ratio_correct_vs_all_other_bearish
participation.conviction,20-40,10,44205,0.44280058816875917,0.0014292412905803076,-0.04420028402350675,-0.016330259602294898,1.0083625889720433
participation.conviction,40-60,10,24716,0.43534552516588443,-0.006025821712294432,-0.008101088935844547,0.019768935485367307,0.9709631421510484
participation.conviction,60-80,10,10833,0.4297055294009046,-0.011665817477274243,-0.01318054104894483,0.014689483372267024,0.9500553677913209
participation.conviction,80-100,10,6518,0.44062595888309297,-0.0007453879950858888,-0.02987833643438303,-0.0020083120131711776,0.9968746948834812
participation.conviction,0-20,20,59121,0.4257539622130884,-0.0014101860676399292,-0.03331223931788524,0.01434350969178634,0.9903292574239199
participation.conviction,20-40,20,44140,0.4261667421839601,-0.0009974060967682385,-0.08977611468351811,-0.04212036567384653,0.9941647158966953
participation.conviction,40-60,20,24675,0.4218439716312057,-0.005320176649522668,-0.017499582073010805,0.030156166936660775,0.9741263353010375
participation.conviction,60-80,20,10816,0.4312130177514793,0.004048869470750949,-0.021021979005472036,0.026633770004199545,1.0180428541684938
participation.conviction,80-100,20,6513,0.4601566098572087,0.032992461576480336,-0.05087760854782407,-0.0032218595381524884,1.1503577363837327
participation.deterioration_risk,0-20,5,107865,0.46505353914615494,0.0037169088830873998,-0.03050613698475949,-0.0059306800110984735,1.0594903935699367
participation.deterioration_risk,20-40,5,31645,0.44917048506873125,-0.012166145194336286,-0.005325534017972781,0.019249922955688233,0.9392774888536533
participation.deterioration_risk,40-60,5,6080,0.4587171052631579,-0.0026195249999096393,-0.01955095245649674,0.005024504517164276,0.9890813641927324
participation.deterioration_risk,0-20,10,107796,0.44471037886377973,0.003339031985600871,-0.03292608785501859,-0.005056063433806737,1.0537395481685792
participation.deterioration_risk,20-40,10,31618,0.43029287114934534,-0.011078475728833526,-0.010020869775425188,0.017849154645786666,0.9441052422063826
participation.deterioration_risk,40-60,10,6078,0.4397828232971372,-0.0015885235810416676,-0.03105053736623321,-0.0031805129450213562,0.9933348057333355
participation.deterioration_risk,0-20,20,107629,0.42588893328006394,-0.0012752150006644092,-0.055799496237351025,-0.008143747227679445,0.9800951724678676
participation.deterioration_risk,20-40,20,31562,0.4250681198910082,-0.0020960283897201726,-0.0190228600767934,0.02863288893287818,0.9891181433459317
participation.deterioration_risk,40-60,20,6074,0.46065195917023377,0.03348781088950542,-0.05213514810937534,-0.004479399099703761,1.1522437549073306
institutional_volume.state,MISSING,5,145590,0.46133663026306754,0.0,-0.024575456973661015,0.0,
institutional_volume.state,MISSING,10,145492,0.44137134687817886,0.0,-0.027870024421211854,0.0,
institutional_volume.state,MISSING,20,145265,0.42716414828072835,0.0,-0.04765574900967158,0.0,
