symbol,asset_type,horizon_sessions,directional_evaluable_count,directional_hit_count,directional_accuracy,bullish_count,bullish_accuracy,bearish_count,bearish_accuracy,neutral_count,always_bullish_accuracy,previous_period_direction_accuracy,edge_vs_random_50_50,edge_vs_always_bullish,edge_vs_previous_period_direction,mean_directional_return,median_directional_return,payoff_ratio
BSX,EQUITY,20,911,488,0.535675082327113,545,0.5577981651376147,366,0.5027322404371585,221,0.5291519434628975,0.5141843971631206,0.03567508232711303,0.006523138864215516,0.02149068516399244,0.006852044462719966,0.005617977528089901,1.0892941704145531
BX,EQUITY,5,740,361,0.48783783783783785,489,0.5051124744376279,251,0.4541832669322709,198,0.5170575692963753,0.4732905982905983,-0.012162162162162149,-0.0292197314585374,0.014547239547239577,2.5606187464625144e-05,-0.0014050342397620708,1.0511119614399096
BX,EQUITY,10,739,385,0.5209742895805142,488,0.5614754098360656,251,0.44223107569721115,198,0.5613660618996799,0.5005347593582887,0.02097428958051417,-0.040391772319165686,0.020439530222225444,0.002214406236947338,0.003767491926802924,0.9904552741272404
BX,EQUITY,20,737,384,0.5210312075983717,486,0.5802469135802469,251,0.4063745019920319,198,0.5775401069518716,0.5203426124197003,0.021031207598371737,-0.0565088993534999,0.0006885951786714806,0.002950072478879308,0.005699606646865307,0.9847088363358186
BXP,EQUITY,5,905,471,0.5204419889502763,543,0.5285451197053407,362,0.5082872928176796,230,0.5259911894273128,0.4541446208112875,0.02044198895027627,-0.005549200477036553,0.06629736813898879,0.00015773305325250222,0.0018325697625989346,0.9307613319091338
BXP,EQUITY,10,905,454,0.5016574585635359,543,0.5193370165745856,362,0.47513812154696133,229,0.5246913580246914,0.5030891438658429,0.0016574585635359407,-0.023033899461155416,-0.001431685302306973,0.0003563877073349058,0.0002085505735140991,1.0102623197783647
BXP,EQUITY,20,903,456,0.5049833887043189,541,0.512014787430684,362,0.494475138121547,229,0.5265017667844523,0.48586572438162545,0.004983388704318914,-0.02151837808013335,0.01911766432269346,-0.0035864214039497792,0.0013369924706212455,0.8711770995956759
C,EQUITY,5,900,460,0.5111111111111111,524,0.5343511450381679,376,0.4787234042553192,235,0.5233480176211454,0.49734513274336284,0.011111111111111072,-0.012236906510034284,0.013765978367748233,-6.931172526881468e-05,0.001040539127387552,0.9531580585591978
C,EQUITY,10,899,451,0.5016685205784205,523,0.5124282982791587,376,0.4867021276595745,235,0.5308641975308642,0.4929203539823009,0.0016685205784204848,-0.02919567695244374,0.0087481665961196,0.0011093570873753034,0.0001682651859329365,1.0337358131006764
C,EQUITY,20,897,454,0.5061315496098104,521,0.5316698656429942,376,0.47074468085106386,235,0.5371024734982333,0.4928952042628774,0.006131549609810438,-0.03097092388842282,0.01323634534693302,0.00319235603887508,0.0011990407673860837,1.0565054722866476
CAH,EQUITY,5,898,435,0.4844097995545657,563,0.5204262877442274,335,0.42388059701492536,237,0.5365638766519824,0.4708994708994709,-0.015590200445434299,-0.05215407709741665,0.013510328655094828,-0.0012922879200244382,-0.0008963823429129492,0.9648535884686983
CAH,EQUITY,10,897,439,0.48940914158305465,562,0.5480427046263345,335,0.39104477611940297,237,0.5634920634920635,0.4982300884955752,-0.010590858416945348,-0.07408292190900884,-0.008820946912520555,-0.0026952929808437163,-0.0011938872970392866,0.9058358584718916
CAH,EQUITY,20,895,426,0.4759776536312849,560,0.5428571428571428,335,0.3641791044776119,237,0.5680212014134276,0.4620141342756184,-0.024022346368715086,-0.09204354778214269,0.013963519355666532,-0.004072592667513415,-0.0054590947001288415,0.9483714990053611
CARR,EQUITY,5,218,112,0.5137614678899083,136,0.5,82,0.5365853658536586,53,0.4944649446494465,0.4981549815498155,0.013761467889908285,0.01929652324046177,0.015606486340092762,-0.0026930558090634852,0.001449377374997729,0.8052680852233927
CARR,EQUITY,10,217,112,0.5161290322580645,136,0.5147058823529411,81,0.5185185185185185,53,0.5148148148148148,0.4703703703703704,0.016129032258064502,0.0013142174432496656,0.04575866188769412,-0.004162868197526698,0.0028998438545617677,0.7859139660647341
CARR,EQUITY,20,217,101,0.46543778801843316,136,0.45588235294117646,81,0.48148148148148145,51,0.48134328358208955,0.47388059701492535,-0.03456221198156684,-0.01590549556365639,-0.00844280899649219,-0.009417799019118305,-0.003701989819528073,0.8879574797265624
CASY,EQUITY,5,911,461,0.5060373216245884,723,0.5269709543568465,188,0.425531914893617,224,0.5427312775330396,0.4562334217506631,0.006037321624588365,-0.03669395590845126,0.04980389987392525,-0.0011000638920576715,0.000572737686139857,0.9044387176038148
CASY,EQUITY,10,910,442,0.4857142857142857,722,0.5055401662049861,188,0.4095744680851064,224,0.5511463844797179,0.48364279398762156,-0.01428571428571429,-0.06543209876543216,0.002071491726664154,-0.001752357050238051,-0.001009667560529115,0.9682239152273526
CASY,EQUITY,20,908,445,0.4900881057268722,720,0.5277777777777778,188,0.34574468085106386,224,0.588339222614841,0.4535809018567639,-0.009911894273127775,-0.09825111688796873,0.03650720387010831,-0.001635217085559329,-0.0020822148625041503,0.9797239755416709
CAT,EQUITY,5,914,480,0.5251641137855579,608,0.5476973684210527,306,0.4803921568627451,221,0.5365638766519824,0.5022026431718062,0.02516411378555794,-0.011399762866424412,0.022961470613751755,0.0013847019310975785,0.0028493946003426696,0.9829703125503588
CAT,EQUITY,10,914,484,0.5295404814004376,608,0.5723684210526315,306,0.4444444444444444,220,0.5599647266313933,0.5057369814651368,0.029540481400437635,-0.03042424523095566,0.023803499935300843,0.0034020444456001183,0.00452817853244758,1.022619890343535
CAT,EQUITY,20,914,501,0.5481400437636762,608,0.6052631578947368,306,0.434640522875817,218,0.5795053003533569,0.5220848056537103,0.0481400437636762,-0.0313652565896807,0.026055238109965906,0.0031685472099584034,0.01032164483018494,0.9027955462766557
CB,EQUITY,5,895,444,0.4960893854748603,709,0.5176304654442877,186,0.41397849462365593,240,0.5444933920704845,0.46519823788546255,-0.0039106145251396884,-0.048404006595624216,0.03089114758939776,-0.0011643155955442224,-0.0006540935353755994,0.9066217822975255
CB,EQUITY,10,894,444,0.4966442953020134,708,0.5296610169491526,186,0.3709677419354839,240,0.5590828924162258,0.47619047619047616,-0.0033557046979865723,-0.062438597114212346,0.020453819111537264,-0.0025413410777757055,-0.000384883702758243,0.8503158644637545
CB,EQUITY,20,892,437,0.4899103139013453,706,0.5382436260623229,186,0.3064516129032258,240,0.5768551236749117,0.46631205673758863,-0.010089686098654682,-0.08694480977356633,0.023598257163756686,-0.006345089548750522,-0.0007132260321786599,0.7574829767806825
CBOE,EQUITY,5,652,349,0.5352760736196319,502,0.5677290836653387,150,0.4266666666666667,131,0.565772669220945,0.4711168164313222,0.03527607361963192,-0.030496595601313126,0.06415925718830973,0.00023101063288203337,0.0018450899621380024,0.8847391903603868
CBOE,EQUITY,10,651,361,0.554531490015361,501,0.5988023952095808,150,0.4066666666666667,131,0.5959079283887468,0.5140664961636828,0.05453149001536095,-0.04137643837338589,0.04046499385167812,0.0011210728488988532,0.005751419181356576,0.8583267445366124
CBOE,EQUITY,20,650,367,0.5646153846153846,500,0.616,150,0.3933333333333333,130,0.6115384615384616,0.5237483953786907,0.06461538461538463,-0.046923076923076956,0.04086698923669396,0.0029886823571927605,0.00873517015058678,0.8704126614031349
CBRE,EQUITY,5,302,161,0.5331125827814569,216,0.5555555555555556,86,0.47674418604651164,75,0.5570291777188329,0.5225464190981433,0.0331125827814569,-0.023916594937375968,0.010566163683313645,0.0009095643063381509,0.00344382038280977,0.9243107147726778
CBRE,EQUITY,10,301,160,0.53156146179402,215,0.5720930232558139,86,0.43023255813953487,75,0.5851063829787234,0.5345744680851063,0.031561461794019974,-0.05354492118470344,-0.003013006291086362,0.0010670615162479092,0.0028337531486146705,0.9216778196324734
CBRE,EQUITY,20,299,164,0.5484949832775919,213,0.6197183098591549,86,0.37209302325581395,75,0.6229946524064172,0.5347593582887701,0.04849498327759194,-0.07449966912882522,0.01373562498882186,-0.004367898710854152,0.008643144683874171,0.7300202804432757
CCEP,EQUITY,5,274,133,0.4854014598540146,204,0.5343137254901961,70,0.34285714285714286,70,0.5755813953488372,0.49709302325581395,-0.014598540145985384,-0.09017993549482262,-0.011691563401799332,-0.0013052591735025572,-0.0005522362449516538,0.9656249428370552
CCEP,EQUITY,10,273,135,0.4945054945054945,203,0.5517241379310345,70,0.32857142857142857,70,0.5801749271137027,0.4606413994169096,-0.005494505494505475,-0.08566943260820814,0.0338640950885849,-0.0043402659320460925,-0.0005586592178770111,0.8182976348043656
CCEP,EQUITY,20,271,127,0.46863468634686345,201,0.5373134328358209,70,0.2714285714285714,70,0.5865102639296188,0.4823529411764706,-0.03136531365313655,-0.11787557758275535,-0.013718254829607146,-0.012839510779308729,-0.0024307900067520594,0.6968729545467354
CCI,EQUITY,5,898,439,0.4888641425389755,628,0.5,270,0.46296296296296297,237,0.5259911894273128,0.45719329214474846,-0.011135857461024523,-0.037127046888337345,0.03167085039422701,-0.0015490798367815701,-0.0007798057736131958,0.938874421928557
CCI,EQUITY,10,897,421,0.4693422519509476,628,0.4840764331210191,269,0.4349442379182156,237,0.5246913580246914,0.4889673433362754,-0.030657748049052413,-0.05534910607374377,-0.01962509138532781,-0.002790651405240876,-0.003015984719010767,0.9786742756380674
CCI,EQUITY,20,895,423,0.47262569832402235,628,0.5047770700636943,267,0.3970037453183521,237,0.553886925795053,0.45969884853852966,-0.027374301675977653,-0.0812612274710307,0.012926849785492689,-0.0019161322124789525,-0.002949852507374784,1.0388365754972608
CCL,EQUITY,5,888,433,0.48761261261261263,475,0.4926315789473684,413,0.48184019370460046,247,0.4986784140969163,0.4960212201591512,-0.012387387387387372,-0.011065801484303694,-0.008408607546538549,-0.0008431386112707699,-0.0015673078628749004,1.009848838289479
CCL,EQUITY,10,887,409,0.46110484780157834,474,0.4810126582278481,413,0.43825665859564167,247,0.5105820105820106,0.5163283318623124,-0.038895152198421656,-0.04947716278043224,-0.055223484060734074,-0.0030097369855137225,-0.0055124029065396485,1.055429166617595
CCL,EQUITY,20,885,402,0.4542372881355932,472,0.4851694915254237,413,0.4188861985472155,247,0.5167844522968198,0.464,-0.04576271186440678,-0.06254716416122658,-0.009762711864406803,-0.008176953013632212,-0.00954838709677408,0.9947906241006563
CDNS,EQUITY,5,839,434,0.5172824791418356,640,0.5328125,199,0.46733668341708545,183,0.5352250489236791,0.5148221343873518,0.01728247914183556,-0.017942569781843498,0.0024603447544837564,0.0017092882307083313,0.002107728337236381,1.0297671266724742
CDNS,EQUITY,10,838,451,0.5381861575178998,640,0.5796875,198,0.40404040404040403,183,0.5759059745347699,0.5186274509803922,0.03818615751789978,-0.037719817016870105,0.019558706537507575,0.003950823522684496,0.004219992014306229,1.008531833824361
CDNS,EQUITY,20,838,453,0.5405727923627685,640,0.590625,198,0.3787878787878788,181,0.5986261040235525,0.4955839057899902,0.04057279236276845,-0.05805331166078409,0.044988886572778275,0.006554761530211763,0.0080666067359354,1.02439194825008
CDW,EQUITY,5,505,248,0.4910891089108911,358,0.5223463687150838,147,0.41496598639455784,119,0.5352564102564102,0.47351524879614765,-0.008910891089108919,-0.04416730134551916,0.017573860114743434,-7.438232022056207e-05,-0.000673627484001349,1.0310669796793703
CDW,EQUITY,10,504,264,0.5238095238095238,357,0.5658263305322129,147,0.4217687074829932,119,0.550561797752809,0.4799357945425361,0.023809523809523836,-0.026752273943285165,0.04387372926698774,0.0005369584964876623,0.003259860481154342,0.9328854766802973
CDW,EQUITY,20,502,263,0.5239043824701195,355,0.5746478873239437,147,0.4013605442176871,119,0.5700483091787439,0.4894991922455573,0.0239043824701195,-0.04614392670862444,0.03440519022456218,-0.0007549231621332325,0.004877117981115231,0.8856387367280386
CEG,EQUITY,5,143,73,0.5104895104895105,112,0.5357142857142857,31,0.41935483870967744,32,0.5542857142857143,0.5714285714285714,0.010489510489510523,-0.04379620379620375,-0.060939060939060874,2.4878501374166866e-05,0.0011977072461288873,0.9599029829706394
CEG,EQUITY,10,142,72,0.5070422535211268,111,0.5405405405405406,31,0.3870967741935484,32,0.5862068965517241,0.4942528735632184,0.007042253521126751,-0.07916464303059734,0.012789379957908353,-0.0013432502019832307,0.003270815710263497,0.9364112301467795
CEG,EQUITY,20,141,77,0.5460992907801419,111,0.6126126126126126,30,0.3,31,0.6395348837209303,0.5581395348837209,0.046099290780141855,-0.0934355929407884,-0.012040244103579067,-0.0050069756752379084,0.015274121738000024,0.7553619006892899
CF,EQUITY,5,804,406,0.5049751243781094,540,0.5296296296296297,264,0.45454545454545453,231,0.5429951690821256,0.5019342359767892,0.00497512437810943,-0.03802004470401621,0.0030408884013202186,0.0020631608867352626,0.00024427780773339514,1.0765416321716959
CF,EQUITY,10,804,407,0.5062189054726368,540,0.5425925925925926,264,0.4318181818181818,230,0.5502901353965184,0.49709302325581395,0.006218905472636815,-0.04407122992388157,0.009125882216822867,0.005113227176355014,0.000772588161868093,1.1461352212685951
CF,EQUITY,20,803,409,0.5093399750933998,539,0.549165120593692,264,0.42803030303030304,229,0.5542635658914729,0.49224806201550386,0.009339975093399788,-0.044923590798073065,0.017091913077895926,0.005913148088268412,0.001509206157561005,1.0994595481633926
CFG,EQUITY,5,430,212,0.4930232558139535,280,0.5392857142857143,150,0.4066666666666667,129,0.5635062611806798,0.48300536672629696,-0.006976744186046491,-0.0704830053667263,0.01001788908765655,-0.00022210861923581965,-0.0005494334464014594,1.0155738468596403
CFG,EQUITY,10,429,202,0.47086247086247085,279,0.5125448028673835,150,0.3933333333333333,129,0.553763440860215,0.496415770609319,-0.02913752913752915,-0.08290096999774416,-0.025553299746848168,-0.0012690836112740495,-0.0016344320348679053,1.0717338716089564
CFG,EQUITY,20,427,208,0.48711943793911006,277,0.5270758122743683,150,0.41333333333333333,129,0.5575539568345323,0.48201438848920863,-0.012880562060889944,-0.0704345188954223,0.005105049449901422,-0.003993788745824913,-0.0025163563160544022,0.9469599161079096
CHD,EQUITY,5,907,459,0.5060639470782801,706,0.5368271954674221,201,0.39800995024875624,228,0.5629955947136563,0.49245785270629994,0.006063947078280063,-0.05693164763537628,0.013606094371980126,-1.5913909562235047e-05,0.0006233118637024582,0.9744346277078492
CHD,EQUITY,10,906,467,0.5154525386313465,705,0.5446808510638298,201,0.4129353233830846,228,0.5687830687830688,0.4814159292035398,0.015452538631346546,-0.05333053015172229,0.03403660942780673,0.0009388592401638922,0.0012215940688498628,1.0067910997762946
CHD,EQUITY,20,904,476,0.5265486725663717,703,0.5746799431009957,201,0.3582089552238806,228,0.5980565371024735,0.5035335689045937,0.026548672566371723,-0.0715078645361018,0.023015103661778058,0.0022228099468839862,0.002522389901059019,1.0062871054757807
CHRW,EQUITY,5,808,369,0.4566831683168317,481,0.48440748440748443,327,0.41590214067278286,213,0.5239960822722821,0.45088408644400785,-0.0433168316831683,-0.06731291395545042,0.0057990818728238525,-0.0034814244003009203,-0.0023807059373455175,0.9191419095492607
CHRW,EQUITY,10,807,371,0.459727385377943,481,0.4781704781704782,326,0.4325153374233129,213,0.5254901960784314,0.4950884086444008,-0.040272614622057,-0.0657628107004884,-0.03536102326645779,-0.007001308450450808,-0.00355628504992489,0.8130475278083045
CHRW,EQUITY,20,805,357,0.4434782608695652,481,0.4864864864864865,324,0.37962962962962965,213,0.5392927308447937,0.452755905511811,-0.05652173913043479,-0.09581446997522847,-0.009277644642245786,-0.011807242158198061,-0.008054892601431884,0.8174439554399352
CHTR,EQUITY,5,827,431,0.5211608222490931,470,0.5553191489361702,357,0.47619047619047616,173,0.512,0.4817444219066937,0.021160822249093103,0.009160822249093092,0.039416400342399405,-3.5750478409028976,0.0020790020790021346,0.006047964339450713
CHTR,EQUITY,10,827,458,0.5538089480048367,470,0.5829787234042553,357,0.5154061624649859,172,0.5225225225225225,0.4949596774193548,0.05380894800483671,0.031286425482314195,0.058849270585481894,-3.451664264403908,0.007906549683738051,0.008307737609857556
CHTR,EQUITY,20,827,468,0.56590084643289,470,0.6042553191489362,357,0.5154061624649859,170,0.5416248746238717,0.5462776659959758,0.06590084643288996,0.024275971809018304,0.019623180436914134,-5.339408382282248,0.013965194438476436,0.0077398265254142295
CI,EQUITY,5,921,469,0.509229098805646,649,0.5485362095531587,272,0.41544117647058826,214,0.5436123348017621,0.4929328621908127,0.009229098805646041,-0.034383235996116035,0.016296236614833315,-0.00031789822472152123,0.0006531678641410466,0.9439782547706358
CI,EQUITY,10,920,487,0.5293478260869565,649,0.5916795069337443,271,0.3800738007380074,214,0.582010582010582,0.4818744473916888,0.02934782608695652,-0.05266275592362546,0.04747337869526774,-0.0006446914088646198,0.002588519982795079,0.8631312654092547
CI,EQUITY,20,919,503,0.5473340587595212,649,0.6194144838212635,270,0.37407407407407406,213,0.5998233215547704,0.534452296819788,0.047334058759521236,-0.052489262795249125,0.012881761939733227,0.0016016316727721495,0.008365700627427586,0.8713796367182478
CIBR,ETF,5,426,236,0.5539906103286385,343,0.565597667638484,83,0.5060240963855421,92,0.5656370656370656,0.5164410058027079,0.0539906103286385,-0.011646455308427117,0.03754960452593059,0.0018049933707317864,0.003460178866140251,0.9273896543639653
CIBR,ETF,10,425,226,0.5317647058823529,342,0.5672514619883041,83,0.3855421686746988,92,0.5918762088974855,0.46421663442940037,0.03176470588235292,-0.06011150301513257,0.06754807145295255,0.0034087384150555283,0.0037190082644626976,1.068128236975449
CIBR,ETF,20,423,233,0.5508274231678487,340,0.5823529411764706,83,0.42168674698795183,92,0.5883495145631068,0.487378640776699,0.05082742316784872,-0.037522091395258084,0.0634487823911497,0.0030116784376009436,0.008266472161439387,0.9236680794934788
CIEN,EQUITY,5,793,399,0.5031525851197982,481,0.5343035343035343,312,0.4551282051282051,179,0.5349794238683128,0.5077399380804953,0.0031525851197982124,-0.03182683874851455,-0.004587352960697122,0.0013764099593813214,0.0007800312012480326,1.044937092851662
CIEN,EQUITY,10,792,391,0.4936868686868687,480,0.5104166666666666,312,0.46794871794871795,179,0.5262615859938208,0.5242018537590113,-0.006313131313131326,-0.032574717306952106,-0.03051498507214262,0.0031507675351137676,-0.0009868484983008297,1.1198150495471468
CIEN,EQUITY,20,790,383,0.48481012658227846,480,0.5354166666666667,310,0.4064516129032258,179,0.5510835913312694,0.4855371900826446,-0.015189873417721544,-0.06627346474899093,-0.0007270635003661652,0.00264966912790764,-0.007203611539006116,1.1155613802337434
CINF,EQUITY,5,927,476,0.5134843581445523,628,0.535031847133758,299,0.4682274247491639,208,0.5356828193832599,0.4986737400530504,0.013484358144552289,-0.022198461238707612,0.014810618091501915,-0.0012863667771905037,0.0006566946369938043,0.8491220892363898
CINF,EQUITY,10,927,464,0.5005393743257821,628,0.5366242038216561,299,0.42474916387959866,207,0.5502645502645502,0.4951370468611848,0.0005393743257821049,-0.04972517593876813,0.00540232746459729,-0.0028898055583037323,0.0002000400080015563,0.843430902817144
CINF,EQUITY,20,925,468,0.505945945945946,626,0.5463258785942492,299,0.4214046822742475,207,0.5565371024734982,0.50177304964539,0.005945945945945996,-0.050591156527552195,0.0041728963005559505,-0.003660822199963357,0.0007580351728322388,0.839637056881947
CL,EQUITY,5,908,437,0.4812775330396476,630,0.5095238095238095,278,0.4172661870503597,227,0.5259911894273128,0.4801412180052957,-0.018722466960352402,-0.044713656387665224,0.001136315034351909,-0.0013555210230370147,-0.0007804386259218643,0.9293164574398675
CL,EQUITY,10,907,440,0.48511576626240355,629,0.5214626391096979,278,0.4028776978417266,227,0.5546737213403881,0.479646017699115,-0.014884233737596453,-0.06955795507798451,0.0054697485632885234,-0.002289091193835142,-0.0009132420091324533,0.8813682170086032
CL,EQUITY,20,905,446,0.49281767955801103,627,0.5406698564593302,278,0.38489208633093525,227,0.5697879858657244,0.5190097259062776,-0.007182320441988965,-0.0769703063077134,-0.02619204634826655,-0.003717712225616763,-0.0007242178447278702,0.8270810284624083
CLX,EQUITY,5,880,448,0.509090909090909,549,0.5191256830601093,331,0.49244712990936557,255,0.5330396475770925,0.46996466431095407,0.009090909090909038,-0.023948738486183507,0.039126244779954966,-0.0003437078907947727,0.00047070117717379345,0.9328848033740293
CLX,EQUITY,10,879,447,0.5085324232081911,548,0.5164233576642335,331,0.4954682779456193,255,0.5343915343915344,0.499558693733451,0.008532423208191142,-0.025859111183343275,0.008973729474740122,0.0001781198735176633,0.0005869405722669363,0.9784033349666253
CLX,EQUITY,20,878,447,0.5091116173120729,547,0.5210237659963437,331,0.48942598187311176,254,0.5300353356890459,0.5163572060123784,0.009111617312072884,-0.020923718376973044,-0.007245588700305561,-0.000746892537078685,0.001339258456839354,0.9297609615986041
CMCSA,EQUITY,5,863,432,0.5005793742757821,557,0.5098743267504489,306,0.48366013071895425,211,0.5111731843575419,0.46492048643592143,0.0005793742757821407,-0.010593810081759747,0.03565888783986071,-0.0007777873694125467,0.00023364485981325345,0.9401946379842105
CMCSA,EQUITY,10,863,444,0.5144843568945539,557,0.5421903052064632,306,0.46405228758169936,210,0.5312208760484622,0.5023430178069354,0.014484356894553851,-0.01673651915390839,0.012141339087618497,-0.00040588349342944255,0.001466634074798412,0.9232089260502875
CMCSA,EQUITY,20,862,454,0.5266821345707656,557,0.5565529622980251,305,0.4721311475409836,209,0.5555555555555556,0.5093632958801498,0.026682134570765625,-0.028873420984789955,0.01731883869061579,-0.0007145351100975023,0.004736461214943977,0.8750067956670217
CME,EQUITY,5,904,436,0.4823008849557522,620,0.5016129032258064,284,0.44014084507042256,231,0.5198237885462555,0.4713656387665198,-0.017699115044247815,-0.037522903590503365,0.010935246189232362,0.00020267812167016486,-0.0016539026119780642,1.0885411957857138
CME,EQUITY,10,903,447,0.4950166112956811,619,0.5266558966074314,284,0.426056338028169,231,0.544973544973545,0.47707231040564374,-0.004983388704318914,-0.04995693367786391,0.017944300890037346,0.0006743292200745183,-0.00041457937467614947,1.0542488523291056
CME,EQUITY,20,902,458,0.5077605321507761,618,0.5469255663430421,284,0.4225352112676056,230,0.5450530035335689,0.5061837455830389,0.0077605321507761005,-0.03729247138279279,0.0015767865677371873,0.0029819358062702314,0.0015011519663631345,1.0794162513201058
CMG,EQUITY,5,823,450,0.5467800729040098,559,0.5652951699463328,264,0.5075757575757576,188,0.533135509396637,0.5014836795252225,0.04678007290400976,0.013644563507372753,0.045296393378787214,0.0026472280744643376,0.003754906980713457,0.9537345734709853
CMG,EQUITY,10,822,461,0.5608272506082725,559,0.6046511627906976,263,0.467680608365019,188,0.5722772277227722,0.5257425742574258,0.06082725060827254,-0.011449977114499688,0.03508467635084678,0.0049430416796531285,0.008304198533017892,0.937117310642074
CMG,EQUITY,20,821,468,0.5700365408038977,558,0.6236559139784946,263,0.45627376425855515,187,0.5892857142857143,0.5178571428571429,0.07003654080389765,-0.01924917348181665,0.052179397946754746,0.009209082125234422,0.013782324524012513,0.9393681412389507
CMI,EQUITY,5,894,455,0.5089485458612976,647,0.5239567233384853,247,0.46963562753036436,228,0.5320855614973262,0.48438893844781444,0.008948545861297563,-0.023137015636028657,0.02455960741348312,0.0018071783123068004,0.001904942767350315,1.0717222820014551
CMI,EQUITY,10,894,474,0.5302013422818792,647,0.5610510046367851,247,0.4493927125506073,227,0.567350579839429,0.49241748438893845,0.030201342281879207,-0.03714923755754984,0.03778385789294075,0.0030345717816280286,0.004122307501856826,1.0042470378069963
CMI,EQUITY,20,894,485,0.5425055928411633,647,0.5749613601236476,247,0.4574898785425101,225,0.5764075067024129,0.5004468275245755,0.04250559284116329,-0.03390191386124963,0.04205876531658781,0.006314016690021155,0.007893644513169595,1.0128800598902477
CMS,EQUITY,5,905,461,0.5093922651933702,684,0.533625730994152,221,0.4343891402714932,230,0.5462555066079295,0.47079646017699117,0.00939226519337022,-0.03686324141455932,0.03859580501637905,-0.0010333561458075425,0.0005543237250555944,0.8722386475652857
CMS,EQUITY,10,904,462,0.5110619469026548,684,0.5599415204678363,220,0.35909090909090907,230,0.5811287477954145,0.4995571302037201,0.011061946902654829,-0.07006680089275963,0.011504816698934717,-0.00119103035684581,0.0009556875435603462,0.8812561661207199
CMS,EQUITY,20,902,449,0.4977827050997783,684,0.554093567251462,218,0.3211009174311927,230,0.5918727915194346,0.5004444444444445,-0.0022172949002217113,-0.09409008641965633,-0.002661739344666181,-0.0015238971397831976,0.0,0.9371321176833173
CNC,EQUITY,5,908,480,0.5286343612334802,553,0.5605786618444847,355,0.4788732394366197,222,0.5539823008849557,0.5022143489813995,0.028634361233480177,-0.025347939651475526,0.026420012252080682,-0.003676783639391112,0.0033732061249818757,0.7435854202208737
CNC,EQUITY,10,907,445,0.4906284454244763,552,0.532608695652174,355,0.4253521126760563,222,0.5509300265721878,0.4924712134632418,-0.009371554575523688,-0.0603015811477115,-0.0018427680387654854,-0.0055676254405755115,-0.0013170498084290605,0.853654096388237
CNC,EQUITY,20,906,439,0.4845474613686534,551,0.5390199637023594,355,0.4,221,0.5501330967169477,0.48845470692717585,-0.015452538631346602,-0.06558563534829426,-0.003907245558522454,-0.011002925408435098,-0.0028744260700893642,0.8135980002886576
CNP,EQUITY,5,874,447,0.511441647597254,610,0.5508196721311476,264,0.42045454545454547,261,0.5506607929515418,0.4933451641526176,0.011441647597253968,-0.03921914535428783,0.01809648344463638,-0.00109421533729922,0.0007708919744369158,0.8684809125843654
CNP,EQUITY,10,873,437,0.5005727376861397,610,0.5393442622950819,263,0.41064638783269963,261,0.5573192239858906,0.48936170212765956,0.000572737686139746,-0.056746486299750876,0.011211035558480187,-0.0016026792172482097,0.0004728132387707973,0.9012235667802813
CNP,EQUITY,20,872,430,0.49311926605504586,610,0.5393442622950819,262,0.38549618320610685,260,0.5750883392226148,0.4951111111111111,-0.006880733944954143,-0.08196907316756896,-0.0019918450560652556,-0.0016530523030264738,-0.00041678177065740396,0.9543890067926545
COF,EQUITY,5,919,454,0.4940152339499456,583,0.516295025728988,336,0.45535714285714285,216,0.5303964757709251,0.47703180212014135,-0.00598476605005438,-0.03638124182097946,0.016983431829804274,-0.0010825225970184666,-0.0003726774210723871,0.9664048692352876
COF,EQUITY,10,918,446,0.485838779956427,582,0.5034364261168385,336,0.45535714285714285,216,0.5255731922398589,0.4907325684024713,-0.014161220043573008,-0.039734412283431886,-0.004893788446044323,-0.0020370452095201533,-0.0019742114114985054,0.9774387529293036
COF,EQUITY,20,916,447,0.48799126637554585,580,0.5310344827586206,336,0.41369047619047616,216,0.558303886925795,0.49646643109540634,-0.012008733624454149,-0.07031262055024917,-0.008475164719860484,-0.0023951594980025736,-0.0039054535491863662,0.9827770869738467
COHR,EQUITY,5,795,429,0.539622641509434,585,0.558974358974359,210,0.4857142857142857,200,0.5547738693467337,0.513595166163142,0.03962264150943395,-0.015151227837299719,0.026027475346291906,0.0028217041878173124,0.0032357473035438122,0.9724910021255102
COHR,EQUITY,10,794,433,0.5453400503778337,584,0.5684931506849316,210,0.48095238095238096,200,0.5583501006036218,0.5,0.04534005037783373,-0.01301005022578805,0.04534005037783373,0.006574116355531613,0.006040490247170016,1.0268513583911798
COHR,EQUITY,20,792,449,0.5669191919191919,583,0.5986277873070326,209,0.4784688995215311,200,0.5897177419354839,0.5050403225806451,0.06691919191919193,-0.02279855001629194,0.061878869338546805,0.010731258415421205,0.012212480657246838,0.9538533570973421
COIN,EQUITY,5,170,70,0.4117647058823529,82,0.36585365853658536,88,0.45454545454545453,47,0.46543778801843316,0.4930875576036866,-0.08823529411764708,-0.05367308213608024,-0.08132285172133369,-0.014049637500254984,-0.022424818384728595,1.0600709924525724
COIN,EQUITY,10,169,75,0.4437869822485207,82,0.4146341463414634,87,0.47126436781609193,47,0.5,0.42592592592592593,-0.0562130177514793,-0.0562130177514793,0.01786105632259477,-0.0075666086003173426,-0.021856209150326933,1.124618548981063
