symbol,asset_type,horizon_sessions,directional_evaluable_count,directional_hit_count,directional_accuracy,bullish_count,bullish_accuracy,bearish_count,bearish_accuracy,neutral_count,always_bullish_accuracy,previous_period_direction_accuracy,edge_vs_random_50_50,edge_vs_always_bullish,edge_vs_previous_period_direction,mean_directional_return,median_directional_return,payoff_ratio
ACGL,EQUITY,5,939,495,0.5271565495207667,769,0.552665799739922,170,0.4117647058823529,196,0.5691629955947136,0.48894783377542,0.027156549520766737,-0.04200644607394688,0.03820871574534673,0.0003246985783613888,0.0012276080084299146,0.9242788297608883
ACGL,EQUITY,10,938,493,0.5255863539445629,768,0.55859375,170,0.3764705882352941,196,0.5758377425044092,0.4876325088339223,0.02558635394456288,-0.050251388559846344,0.037953845110640594,0.0008318756157364876,0.0023021272481561494,0.95497155482408
ACGL,EQUITY,20,936,507,0.5416666666666666,766,0.5939947780678851,170,0.3058823529411765,196,0.6157243816254417,0.4920494699646643,0.04166666666666663,-0.07405771495877511,0.04961719670200232,0.00245479190841816,0.0028124175007789853,0.9510932759073557
ACN,EQUITY,5,922,475,0.5151843817787418,676,0.5473372781065089,246,0.4268292682926829,213,0.5506607929515418,0.4881057268722467,0.015184381778741818,-0.03547641117279998,0.027078654906495137,0.0001350958191712181,0.00175752713771693,0.9506249578827306
ACN,EQUITY,10,922,492,0.5336225596529284,676,0.5724852071005917,246,0.4268292682926829,212,0.572310405643739,0.517636684303351,0.033622559652928374,-0.038687845990810654,0.015985875349577405,0.0009751949271948375,0.003831573981909253,0.9214048522663139
ACN,EQUITY,20,922,498,0.5401301518438177,676,0.6005917159763313,246,0.37398373983739835,210,0.6060070671378092,0.4946902654867257,0.04013015184381774,-0.06587691529399142,0.04543988635709206,0.00010446788722967355,0.007564316236523094,0.8547662838089938
ADBE,EQUITY,5,910,473,0.5197802197802198,641,0.5335413416536662,269,0.48698884758364314,225,0.5277533039647577,0.5127978817299206,0.01978021978021982,-0.007973084184537904,0.006982338050299242,0.00020545724464030615,0.0018537678236337785,0.9358912401194729
ADBE,EQUITY,10,910,480,0.5274725274725275,641,0.5694227769110765,269,0.4275092936802974,224,0.5679012345679012,0.5203539823008849,0.027472527472527486,-0.04042870709537372,0.007118545171642565,0.0006137352271271948,0.0037448368967210044,0.9199357099050517
ADBE,EQUITY,20,910,498,0.5472527472527473,641,0.5881435257410297,269,0.44981412639405205,222,0.5759717314487632,0.502210433244916,0.04725274725274731,-0.02871898419601593,0.04504231400783132,0.0025338342610840585,0.010567747047759923,0.8920580678636547
ADI,EQUITY,5,880,425,0.48295454545454547,627,0.48963317384370014,253,0.466403162055336,255,0.5277533039647577,0.4743816254416961,-0.01704545454545453,-0.044798758510212255,0.008572920012849372,-0.0016545628976354601,-0.0013749785909253354,0.9592995075977689
ADI,EQUITY,10,879,415,0.472127417519909,626,0.48722044728434505,253,0.43478260869565216,255,0.5370370370370371,0.49338040600176525,-0.027872582480091,-0.06490961951712809,-0.02125298848185625,-0.0019430384057842103,-0.0032138442521632005,1.0195102636907694
ADI,EQUITY,20,879,418,0.47554038680318544,626,0.4904153354632588,253,0.43873517786561267,253,0.5485865724381626,0.4437555358724535,-0.024459613196814556,-0.07304618563497711,0.03178485093073197,-0.0026685079620707907,-0.0033651149747617737,1.0069192261874256
ADM,EQUITY,5,894,442,0.49440715883668906,551,0.5099818511796733,343,0.46938775510204084,241,0.5277533039647577,0.4664310954063604,-0.005592841163310935,-0.03334614512806866,0.027976063430328657,0.00029640995721936847,-0.0002610645666138445,1.0429711615936035
ADM,EQUITY,10,893,447,0.5005599104143337,550,0.509090909090909,343,0.4868804664723032,241,0.5291005291005291,0.48102383053839365,0.0005599104143336753,-0.028540618686195396,0.019536079875940027,0.0006422828861928294,0.000137249519626792,1.0288664287309917
ADM,EQUITY,20,892,458,0.5134529147982063,549,0.5537340619307832,343,0.4489795918367347,240,0.549469964664311,0.5123674911660777,0.013452914798206317,-0.036017049866104656,0.0010854236321286015,0.002431010151717864,0.0024009659164224706,1.027820427163486
ADP,EQUITY,5,909,460,0.506050605060506,655,0.5374045801526718,254,0.4251968503937008,226,0.5462555066079295,0.4872021182700794,0.006050605060506031,-0.04020490154742351,0.01884848679042661,-0.0012867625756488505,0.0003410641200545239,0.8661881323116847
ADP,EQUITY,10,908,438,0.48237885462555063,654,0.5229357798165137,254,0.3779527559055118,226,0.5529100529100529,0.5114840989399293,-0.017621145374449365,-0.07053119828450227,-0.029105244314378664,-0.0023960798983932055,-0.0012615820561417412,0.9166878962816899
ADP,EQUITY,20,906,433,0.47792494481236203,652,0.5245398773006135,254,0.35826771653543305,226,0.5706713780918727,0.48010610079575594,-0.02207505518763797,-0.09274643327951071,-0.002181155983393912,-0.004813459644787928,-0.0027188058580400742,0.8753881164001641
ADSK,EQUITY,5,913,443,0.48521358159912376,587,0.5212947189097104,326,0.42024539877300615,222,0.5374449339207048,0.5092511013215859,-0.014786418400876244,-0.05223135232158105,-0.024037519722462153,-0.00330036805952951,-0.0012823800974609556,0.8953974236629098
ADSK,EQUITY,10,912,438,0.48026315789473684,586,0.5238907849829352,326,0.401840490797546,222,0.5440917107583775,0.4880847308031774,-0.019736842105263164,-0.06382855286364064,-0.007821572908440544,-0.0053856360994552,-0.0030763053097490056,0.8935930981535712
ADSK,EQUITY,20,912,434,0.4758771929824561,586,0.5187713310580204,326,0.3987730061349693,220,0.553886925795053,0.4761061946902655,-0.02412280701754388,-0.07800973281259693,-0.00022900170780937312,-0.011203642676418806,-0.006642690681544661,0.839516068759083
AEE,EQUITY,5,896,443,0.49441964285714285,608,0.5115131578947368,288,0.4583333333333333,239,0.5162995594713656,0.4512411347517731,-0.005580357142857151,-0.021879916614222783,0.04317850810536977,-0.001404448727982304,0.0,0.8918063534829622
AEE,EQUITY,10,896,418,0.46651785714285715,608,0.5148026315789473,288,0.3645833333333333,238,0.5485008818342152,0.47957371225577267,-0.03348214285714285,-0.08198302469135804,-0.013055855112915515,-0.0027225191360910938,-0.002036976014254843,0.9404425754815932
AEE,EQUITY,20,896,440,0.49107142857142855,608,0.5279605263157895,288,0.4131944444444444,236,0.5618374558303887,0.47741364038972545,-0.008928571428571452,-0.07076602725896014,0.013657788181703101,-0.00482303805993582,-0.0003782045239364984,0.811437902541704
AEP,EQUITY,5,899,443,0.492769744160178,634,0.5252365930599369,265,0.41509433962264153,236,0.5436123348017621,0.46595932802829354,-0.0072302558398220085,-0.050842590641584084,0.02681041613188445,-0.0005456748986886461,-0.0004420866489832642,0.976560457137215
AEP,EQUITY,10,898,445,0.4955456570155902,634,0.5299684542586751,264,0.4128787878787879,236,0.5564373897707231,0.49381625441696114,-0.004454342984409776,-0.06089173275513288,0.0017294025986290817,-0.001145485782376551,-0.0003048233534633238,0.9381737381088525
AEP,EQUITY,20,898,466,0.5189309576837416,634,0.5583596214511041,264,0.42424242424242425,234,0.5856890459363958,0.5004428697962799,0.018930957683741645,-0.06675808825265417,0.0184880878874617,-0.001676816315180399,0.0023185321062429987,0.8533176317321737
AES,EQUITY,5,885,435,0.4915254237288136,517,0.4912959381044487,368,0.49184782608695654,250,0.4951541850220264,0.46844444444444444,-0.008474576271186418,-0.0036287612932128233,0.02308097928436914,0.00059063602168654,0.0,1.0713402471523792
AES,EQUITY,10,884,439,0.49660633484162897,516,0.5038759689922481,368,0.48641304347826086,250,0.5114638447971781,0.48619768477292963,-0.0033936651583710287,-0.01485750995554913,0.010408650068699343,0.000831376814072869,0.0,1.0498493370216502
AES,EQUITY,20,882,441,0.5,514,0.5077821011673151,368,0.4891304347826087,250,0.523851590106007,0.5026690391459074,0.0,-0.023851590106007015,-0.002669039145907437,-0.0012175050153208184,0.0003843197540353005,0.9649142973148092
AFL,EQUITY,5,924,449,0.48593073593073594,693,0.5108225108225108,231,0.41125541125541126,211,0.5259911894273128,0.4819064430714916,-0.014069264069264065,-0.04006045349657689,0.004024292859244327,0.0005828521380337818,-0.0008688154978928608,1.1051236776683677
AFL,EQUITY,10,924,478,0.5173160173160173,693,0.5555555555555556,231,0.4025974025974026,210,0.5634920634920635,0.4964726631393298,0.017316017316017285,-0.046176046176046204,0.02084335417668748,-0.00045450986776513955,0.0011177938782318542,0.9103351489991401
