snapshot_date,membership_count,sector_classification_count,benchmark_available_classification_count,benchmark_missing_classification_count,benchmark_available_symbol_membership_count,benchmark_missing_symbol_membership_count,snapshot_semantic_sha256,execution_mode
2026-08-26,611,89,11,78,510,101,f8c9a934dc4e8439334f363e0ee6cd3e6cb4818fc7e5ac72dcb45309c3e064e4,IDEMPOTENT_EXISTING_SNAPSHOT_REUSED
