symbol,row_count,development_row_count,validation_row_count,final_holdout_row_count,nearest_destination_available_count,atr_available_count,materialization_file,materialization_sha256
RTX,36,0,15,21,36,36,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/RTX.jsonl.gz,26bf6cbad0f869fed4c3a8eea94b81340bcd820e113ca8cabe6e65dc80e09f4a
RVTY,43,0,0,43,43,43,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/RVTY.jsonl.gz,06eee667cc6f8c84d970605c19b4262b1287efbd57ab434eb2f4a40739b92245
SBAC,258,88,54,116,258,258,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SBAC.jsonl.gz,36403a106e1269266938dcafbffa090c6fd0edb3677766836ac4d1bb2cb37c4f
SBUX,327,186,63,78,327,327,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SBUX.jsonl.gz,cbf38130b2f4269061c72ade931b7b21d66eb3f45ce531af608d412f403d93b0
SCHB,99,32,50,17,99,99,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SCHB.jsonl.gz,c865694f51cc6f2f34478f86babc45bc4c9786f08974d0830aa98939c60741e3
SCHD,101,21,46,34,101,101,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SCHD.jsonl.gz,8e26dd304080c6cdc085d860e08fe44fb2a2283512ca7f208c5fc686b6055f8e
SCHW,271,144,80,47,271,271,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SCHW.jsonl.gz,c85df888dc605efcea76349359cea3f7df59b623e4acae6a04a3656503316392
SHOP,97,1,55,41,97,97,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SHOP.jsonl.gz,34614e8f9eaf686d5d5dbbd6aaee72ec91d376f2249954cdab70441f669c92d0
SHW,227,113,54,60,227,227,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SHW.jsonl.gz,f6edab6fecca54c1bcb2a7a2e44b6dd78f5465487478fd1c1795b643ccaa021c
SHY,434,227,134,73,433,434,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SHY.jsonl.gz,ffb20932e10a7dfc2c87408c5ac8fda4387946c3477ecee67b06bea610307db5
SJM,344,176,80,88,344,344,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SJM.jsonl.gz,f5ae35c06aa1b6de2d2f47fb6ac12569894a4c5254060a30d6409ac3e7c80c6c
SKYY,119,25,66,28,119,119,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SKYY.jsonl.gz,0c7fcde9dad4139e0e1e1d8f8c628fd878ce56d489522f95126ba6ec45faa3ba
SLB,400,205,113,82,400,400,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SLB.jsonl.gz,ce84897d859212162b4689728e5d5f716945da58321c67d2065cab11c6bb5cc8
SLV,360,225,101,34,360,360,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SLV.jsonl.gz,23607d4ed08631b53c7813d8139d37acbeba8024a0d28ef615a63ff8cd34f99c
SMCI,250,161,32,57,249,250,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SMCI.jsonl.gz,a9fa40085bb9d77da87b48ad26a600e8576d9f1e3083286512f00b6bf0159c23
SMH,85,19,54,12,85,85,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SMH.jsonl.gz,f1174837178c3844a21f1c673438a07d681291a3fa7c5f495c85ac6d723582a0
SNA,219,114,81,24,219,219,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SNA.jsonl.gz,551a848deed657fb918b2bc9b60df2ce18972c9fa8237d355507cd3f67c4ac7f
SNDK,5,0,0,5,5,5,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SNDK.jsonl.gz,b7d5706539d75c77a5c9a17ef42d957cc235532feccdbf42292f9e7a24202b5b
SNPS,233,137,39,57,233,233,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SNPS.jsonl.gz,c1c5c3aa399e72da6f2ce75da7685e541eb7e89e6227418a74e9220021d13de6
SO,282,169,74,39,282,282,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SO.jsonl.gz,b9c8c9ddd3c883c7031c78bf7e72602a1746aa3c150ec81367b2d9bef383493e
SOLV,15,0,0,15,15,15,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SOLV.jsonl.gz,bacf54364c56e8a65ea11b96ab94245d5d9838587146e7a8e91232828a2d9235
SOXX,115,40,53,22,115,115,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SOXX.jsonl.gz,678996c33aea19ed1c7ae14b198ceb93e092eb611f5e6a6b3ac2912ac60faf20
SPG,286,149,109,28,286,286,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SPG.jsonl.gz,32f8afae5c413a754f69abc9bc77c2fb91c8e0be96da8a568e15b4550c939391
SPGI,103,0,54,49,103,103,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SPGI.jsonl.gz,37f35c35d8ced7d86c72d66d1cdf9379604369a00443fb64bab690d79843beac
SPXU,658,317,189,152,654,658,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SPXU.jsonl.gz,739e867add34e25f60c14b5a770c9155f3191da368efc472c5f518aa120a8e6c
SPY,179,113,50,16,179,179,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SPY.jsonl.gz,8a506409e96d85b698492e6b87b07fad6977d4374dd79e4831f1cdb89f8c145f
SQQQ,626,284,190,152,626,626,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SQQQ.jsonl.gz,8eb735dca37b6c2d6c3ae49c0fb52b87a16c633831bf665f4cc235a219e1ab51
SRE,250,131,59,60,250,250,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SRE.jsonl.gz,15d6b4aa279014b2d2afb517c92005d22c5313fbb1910cd019750495692ece8b
STE,223,136,36,51,223,223,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/STE.jsonl.gz,7d5d382ef98beedc5e794d430618510c215e7cc255c4d6f765a75bfa06defff3
STLD,263,164,68,31,263,263,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/STLD.jsonl.gz,d1753dae9498706ec02424496a2de9adfe115ff6d8954bc47fafcd7fc202805f
STT,306,172,92,42,306,306,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/STT.jsonl.gz,df82b541294df2ee8951c8e24fedf36fc266b56b4d3d1de94562fd7259de4902
STX,314,210,80,24,314,314,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/STX.jsonl.gz,db16ed6cf1b7644320a433458d027b7c27d628f879ef4cc60426aa3dcbd720cc
STZ,299,130,69,100,299,299,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/STZ.jsonl.gz,eab504927a437841af4646e1cadd73742c406e5bf2b970693e822d7f5a5e463a
SW,22,0,0,22,22,22,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SW.jsonl.gz,6fae0d05a063b39b218a47f5c229c9c8d9c959d373f1c644b57e317496b776d6
SWK,334,142,108,84,334,334,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SWK.jsonl.gz,a63ee9dcc07227c1faa3d3a08a73cdfc8150068b2aa64ae925da8371ad65117b
SWKS,386,189,99,98,386,386,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SWKS.jsonl.gz,b1fc8780bc995cd9d5febf3da17195f0d7b23500cd7b818ab6dacf381d3f6df4
SYF,177,44,91,42,177,177,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SYF.jsonl.gz,24d7c974db94c2db6aed6970b25037ea9f16d84a48a7c5185a0ff2270929e67a
SYK,229,137,54,38,228,229,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SYK.jsonl.gz,4a8f71c5b41cbfb38e1e482c396aedf5aaf859b4489ce6d621c5a15b8d40d0bb
SYY,331,191,50,90,331,331,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/SYY.jsonl.gz,841999a5b3b42105958745906b96f69d5fd687c114aa2a00453a64a2ae79edb2
T,402,191,154,57,402,402,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/T.jsonl.gz,48dcbe8c4ba7427cecab2afaec08ff08640b5c3d7b2093eac47f8d09871ed526
TAN,349,178,73,98,349,349,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TAN.jsonl.gz,c2b246e8a1d037f8633f22c819694440e894730453540d530f87b39a45a5591f
TAP,383,173,125,85,383,383,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TAP.jsonl.gz,1cda7b39cec3b20ef0352839a0d2ad4f3266ea108194f025ff0978a9d248e7fb
TDG,170,91,41,38,170,170,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TDG.jsonl.gz,1047ff1158fc293d128c731507304d61c8f345e4ae621a80e72a281381fd07d9
TDY,194,117,45,32,194,194,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TDY.jsonl.gz,4cbbefaa1c5b4fb7e44b50cf500559e1950d5320012f43e9b2e091971c3931a1
TECH,327,176,54,97,327,327,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TECH.jsonl.gz,053302366f0ee9d43de8eeeec1e6ae9484388c628ed1937665ffd35558ee7e93
TEL,211,98,73,40,211,211,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TEL.jsonl.gz,5e83a6703d1c249a75922ee3baebba6030bf834d782a6dd9f4c8b75f79e0e758
TER,292,187,62,43,292,292,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TER.jsonl.gz,cb086fdb7b6856f6255d9d9d2eee2c02ca37483d32d10b59fe33f02e7b7226ae
TFC,167,79,44,44,167,167,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TFC.jsonl.gz,db2ee4da5ae36c0d97c6a81836665bb541a528f1eff2e2ea62da8a28bcc68811
TGT,374,235,48,91,374,374,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TGT.jsonl.gz,60dc39318447484440c1f2324e8449f45dc5af841b188baaf8e1b7529b9a2262
TIP,395,232,94,69,395,395,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TIP.jsonl.gz,974ab1a95fcce7c1b9211671953d37c98ea2e14496cd296eba75d429f5844570
TJX,174,124,43,7,174,174,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TJX.jsonl.gz,e892357e48ca75564c399db42e7c80dcd6419f0d779a08bef94b2216340006f6
TKO,14,0,0,14,14,14,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TKO.jsonl.gz,9859e8b7a35eaba48216bae61a1ae5ee7ad6ffa8daab8850fc94e6f22d32c0d3
TLT,441,212,115,114,441,441,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TLT.jsonl.gz,3d0da938fe4e992fd5dc62594e1460e9a553c8c74e7f311a0774bfce22cced81
TMO,200,95,34,71,200,200,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TMO.jsonl.gz,3bc273bf6e8df27e7c0327b3a085ac655d4c03e5c99fa5a3aaaf1cc303619f03
TMUS,131,35,37,59,131,131,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TMUS.jsonl.gz,bcaf6946c094e46b47fcac071bf22c815d31ff0b0d86760063fcd748b896906a
TPL,273,132,68,73,273,273,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TPL.jsonl.gz,ea77d29dfc210adeac4abba738bb037074001c28d85095319fab618330a8abfd
TPR,112,0,88,24,112,112,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TPR.jsonl.gz,43e2dd9c618d6e31e6ceb11ff0ef443aa26dcd29d5d4f8ffc553e8c109b21b93
TQQQ,128,48,58,22,128,128,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TQQQ.jsonl.gz,80f4cd14cb3862ef177e02dec6e643d82b8274f8e4505f1b26c3ab9262f7e204
TRGP,192,87,80,25,192,192,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TRGP.jsonl.gz,fb7e0d4d382edf040a1ded939a553589d2c172156e3eb13f984d6b5d5b597043
TRI,252,141,54,57,252,252,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TRI.jsonl.gz,1c36aeb670732fe5fbbfc9a2712bacbeeeb3e137e8b159307d43f09268abbef6
TRMB,316,168,75,73,316,316,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TRMB.jsonl.gz,cfb9ff05d83d15699a258b408a372f971abe0bc19fdf69bd720604adcc103aad
TROW,314,157,73,84,314,314,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TROW.jsonl.gz,0019bbe5a19b27c6a8ccb57b5835099cbc8fe936f0dd867a953bcc7a35cf3b37
TRV,184,98,61,25,184,184,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TRV.jsonl.gz,780cf03195cceccd35d29ed9aa1bde6d3c7dc412cbb80c1c5eddb93896816baa
TSCO,312,191,48,73,312,312,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TSCO.jsonl.gz,f837e4110b00ca799c5da5ef5983f39643e25c95806f67616199e282c363868f
TSLA,222,85,79,58,222,222,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TSLA.jsonl.gz,7e0f62efbaf311d3a94738d2954078c622fd8504f1b74d3e4cc6e8c07e77017a
TSN,350,168,99,83,350,350,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TSN.jsonl.gz,856ad4349104e2ff36770592a6391d12e1c48a6c7b29d6d1ac5d397cced9a33d
TT,68,10,33,25,68,68,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TT.jsonl.gz,786c317dec4700b1742bc8bd1efc5fc5aa93612bdeee78cf2d3578f3550e29ca
TTD,146,5,64,77,146,146,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TTD.jsonl.gz,e8fea5e041ebbca69489c45c32a8ad9bd3ce639dda599c0ccf1a05c1428c23da
TTWO,269,153,95,21,269,269,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TTWO.jsonl.gz,88a2dd2ad63f378f7a11f97e4882fc6f569f0ed14c40344488227b694cc88b28
TXN,273,162,59,52,273,273,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TXN.jsonl.gz,e33496d9d6918fe1d4521912b6d5f89f5914294ee112d7afe8752ca19caf8b80
TXT,304,164,96,44,304,304,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TXT.jsonl.gz,c1b7ec19d09d91823be6403a5d146f7830555b6aafd59b5d3fc4b462ce0b0b9a
TYL,233,103,63,67,233,233,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/TYL.jsonl.gz,1884da542f6ed0e665df59af94d93b5b40e30f9a61cefd082c6bd98923aaf8cb
UAL,207,75,92,40,207,207,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/UAL.jsonl.gz,8a80c37eae5922cbebbc17718b1c151dfb6e02a85d6ec711cc5a5452d1141af1
UBER,97,0,59,38,97,97,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/UBER.jsonl.gz,03c0b3fe1e23919d9d919f54c7af0f64b6b2bc94913525483ce791bd8de2edca
UDR,321,157,81,83,321,321,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/UDR.jsonl.gz,a9789be8d234d0e5d4935362d738b02bbe690c39585251f761458f656ae8e607
UHS,318,173,83,62,318,318,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/UHS.jsonl.gz,43f5cdc954a75c8761f5d1f973177e985bb71e7d0a211972e1296366b1621e7b
ULTA,194,65,55,74,194,194,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ULTA.jsonl.gz,d9b24025aff0a1cbb470a8ddad4f4ae86e6ae22a86403c42e03dcc1497ba2d36
UNG,591,334,131,126,591,591,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/UNG.jsonl.gz,e83b2e620e94cb9c20a101afde07cee330bf3a3e231b2c18f01c31ecc2dc6482
UNH,235,124,27,84,235,235,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/UNH.jsonl.gz,bae62a384c76f32f792c41c8e31b6c3726c8bfb582f3566593c948bc9ab18236
UNP,237,128,44,65,237,237,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/UNP.jsonl.gz,a0e8e46bddffa03ddbeb3b01d9dda013b3854b7b0da0445b8a4a985547ead98f
UPRO,125,41,59,25,125,125,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/UPRO.jsonl.gz,08db86a7853e0682ce6f8831f9b0321eb905e753dac1a2251d90bba5affeb867
UPS,381,198,75,108,381,381,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/UPS.jsonl.gz,34a9b1cdcd6a891dc2e3d20a15c1b9889096d848dd2eaa56fd22bc65495d7818
URI,287,174,76,37,287,287,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/URI.jsonl.gz,5b4d36043b02184672edd0a9b676ed050741a674b8c621207d65af360ccc3ffa
USB,281,143,93,45,281,281,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/USB.jsonl.gz,3113242ca670c0d78216cc857b22a230e6faf98715e69d6520732678978c3c4a
USMV,65,16,33,16,65,65,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/USMV.jsonl.gz,8e05dd73a44a1fe35ac288f9c857db57b7e037e2b1defc49073c209f670c9b1d
USO,363,231,69,63,363,363,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/USO.jsonl.gz,e47acbe0423ff1581568c7cd3046d3b84e085f19097f286f3c957432d3aed574
UVXY,566,215,200,151,566,566,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/UVXY.jsonl.gz,602a263b0abcbad18489221f8ec588c1b3f73dda4cce8e915e22eeba56292e46
V,123,50,44,29,123,123,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/V.jsonl.gz,80add2643cf71ae6538c6a4a1a02aa3e807735ef90d44bff534b794b62d8c0f8
VEA,227,124,82,21,226,227,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VEA.jsonl.gz,37fcc2e655015ede571145dfb01c5987fb3c524538bc2abfd1993439a391f560
VEEV,167,39,66,62,167,167,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VEEV.jsonl.gz,d4f1197f51be64e8b83bed7bc3817b0b46bb2cddf363f1c57f47034b3ad42f6d
VICI,128,0,38,90,128,128,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VICI.jsonl.gz,7d8b50d19866a25b6a5230ae44d22b4aacf2326ba07023054761275565c2437a
VIG,156,99,40,17,156,156,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VIG.jsonl.gz,e547b63202ce81879bb2e83c77460a609357ccf1ca04b76bd7c52654c6255493
VIXY,572,245,182,145,570,572,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VIXY.jsonl.gz,bf97a57af2ec52fbf6f5c0f4258e13504f42844b468bf5de84a473f3e5921351
VLO,311,191,73,47,311,311,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VLO.jsonl.gz,5b53c95790b59aecdcd79e6036213e625bf69acd4d1aded6bf5368638cc36c11
VLTO,48,0,0,48,48,48,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VLTO.jsonl.gz,3238075c78ad67f21678f522462750e20caecd7c4902029fa3afaa501a787432
VLUE,116,28,62,26,116,116,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VLUE.jsonl.gz,6f8ea7be66163d6e77bcdb28a8f18470c793e5fcb2ce018707fb959b45b3a94d
VMC,304,197,71,36,304,304,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VMC.jsonl.gz,c0a043f153f3fed18aad6e781ce1f354b818efc94f07668b3f6e404bac6cea20
VNQ,283,153,74,56,283,283,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VNQ.jsonl.gz,e33311b969dd1cb8fe4d91806e3c6e51c7b733c6ec674e9a85f8247077293d38
VOO,87,21,50,16,87,87,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VOO.jsonl.gz,99f7a318cbe5bd2ea20faa938b8acdc43ee3c44672ab9fe1afb48dcd5f37677c
VRSK,143,41,49,53,143,143,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VRSK.jsonl.gz,03cc3e191972ccb5f2f3a699614e71d418473479be3c3ed51f36c4db11c4f432
VRSN,267,148,60,59,267,267,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VRSN.jsonl.gz,58c62c7e6cbd56b14b8a75def0f38a2814b20553996cca91233f2214a0c81d5b
VRT,58,0,37,21,58,58,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VRT.jsonl.gz,1acaaf650b2fc7daa2391a8030b122aae9e307502459f3f902228cd3f01841bb
VRTX,299,193,72,34,299,299,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VRTX.jsonl.gz,65ff37e9b660fbe1e98a6ebfad6ef222e928c692524104a3178672218801b54c
VST,119,0,79,40,119,119,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VST.jsonl.gz,e25a623981543bf6fecc01a80ca474a7b0db3a8457f4f1da9ffbf07a4db408b5
VTI,181,114,50,17,181,181,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VTI.jsonl.gz,144f5479a243d594997674733aed74e520301366a152facd4efc91332704e20d
VTR,288,155,91,42,288,288,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VTR.jsonl.gz,4989a0ef524d6c40366e6bb06e17e2ca9da3a9a9ef2896293d7f7b69500b8e89
VTRS,78,0,25,53,78,78,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VTRS.jsonl.gz,02cfdc3aab1560834c8c44494e0afc51a4955b12b3d81226725bc25aa2b9f8d3
VTV,200,131,49,20,200,200,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VTV.jsonl.gz,5c7863fec6b74f201ac2982034757d757407925e0ae0db566ea323bcc8e577dc
VUG,163,93,52,18,163,163,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VUG.jsonl.gz,2a03c470d05f8de465d87146d71f7be40e5babbda5fb96681b6acaa222614b5c
VWO,329,183,109,37,328,329,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VWO.jsonl.gz,40c87015342524ba410b864482cd1303a3c6180d0e6059c39e344529c8a6372c
VYM,167,96,51,20,167,167,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VYM.jsonl.gz,de1a32c8e29fd1ff142d0b4aee12a6d84c97d3f47b840b46bc7122b5ae8eed6c
VZ,404,241,103,60,404,404,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/VZ.jsonl.gz,d95dfd899e967f615d6946107bb2bac96f94cedb3acff32d4c5f90dd20e271d2
WAB,223,123,78,22,223,223,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WAB.jsonl.gz,ac00211dd083483c7432972cc79ae9c57f00d4d24de35814df0fc6db70cbaff4
