symbol,asset_type,cadence,status,replay_start,replay_end,observation_count,replayed_profile_count,native_not_eligible_count,source_data_sha256,result_sha256,resumed,blockers
GPN,,WEEKLY,REPLAY_FAILED,,,,,,,,False,GPN 2004-11-19: native profile missing direction/score/confidence
GRMN,,WEEKLY,REPLAY_FAILED,,,,,,,,False,GRMN 2004-11-19: native profile missing direction/score/confidence
GS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,GS 2004-11-19: native profile missing direction/score/confidence
GWW,,WEEKLY,REPLAY_FAILED,,,,,,,,False,GWW 2004-11-19: native profile missing direction/score/confidence
HACK,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HACK 2016-01-22: native profile missing direction/score/confidence
HAL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HAL 2004-11-19: native profile missing direction/score/confidence
HAS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HAS 2004-11-19: native profile missing direction/score/confidence
HBAN,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HBAN 2004-11-19: native profile missing direction/score/confidence
HCA,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HCA 2012-05-18: native profile missing direction/score/confidence
HD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HD 2004-11-19: native profile missing direction/score/confidence
HIG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HIG 2004-11-19: native profile missing direction/score/confidence
HII,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HII 2012-06-08: native profile missing direction/score/confidence
HLT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HLT 2015-02-27: native profile missing direction/score/confidence
HOOD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HOOD 2022-10-07: native profile missing direction/score/confidence
HPE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HPE 2017-01-13: native profile missing direction/score/confidence
HPQ,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HPQ 2004-11-19: native profile missing direction/score/confidence
HRL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HRL 2004-11-19: native profile missing direction/score/confidence
HSIC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HSIC 2004-11-19: native profile missing direction/score/confidence
HST,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HST 2007-06-29: native profile missing direction/score/confidence
HSY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HSY 2004-11-19: native profile missing direction/score/confidence
HUBB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HUBB 2017-03-10: native profile missing direction/score/confidence
HUM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HUM 2004-11-19: native profile missing direction/score/confidence
HWM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HWM 2021-06-11: native profile missing direction/score/confidence
HYG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,HYG 2008-06-20: native profile missing direction/score/confidence
IAU,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IAU 2006-04-07: native profile missing direction/score/confidence
IBB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IBB 2004-11-19: native profile missing direction/score/confidence
IBIT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IBIT 2025-03-28: native profile missing direction/score/confidence
IBKR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IBKR 2008-07-11: native profile missing direction/score/confidence
IBM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IBM 2004-11-19: native profile missing direction/score/confidence
ICE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ICE 2007-02-02: native profile missing direction/score/confidence
ICLN,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ICLN 2009-09-04: native profile missing direction/score/confidence
IDXX,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IDXX 2004-11-19: native profile missing direction/score/confidence
IEF,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IEF 2004-11-19: native profile missing direction/score/confidence
IEX,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IEX 2004-11-19: native profile missing direction/score/confidence
IFF,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IFF 2004-11-19: native profile missing direction/score/confidence
IGV,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IGV 2004-11-19: native profile missing direction/score/confidence
IHI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IHI 2007-07-20: native profile missing direction/score/confidence
INCY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,INCY 2004-11-19: native profile missing direction/score/confidence
INDA,,WEEKLY,REPLAY_FAILED,,,,,,,,False,INDA 2013-05-24: native profile missing direction/score/confidence
INTC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,INTC 2004-11-19: native profile missing direction/score/confidence
INTU,,WEEKLY,REPLAY_FAILED,,,,,,,,False,INTU 2004-11-19: native profile missing direction/score/confidence
INVH,,WEEKLY,REPLAY_FAILED,,,,,,,,False,INVH 2018-04-13: native profile missing direction/score/confidence
IP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IP 2004-11-19: native profile missing direction/score/confidence
IQV,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IQV 2019-02-01: native profile missing direction/score/confidence
IR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IR 2018-07-20: native profile missing direction/score/confidence
IRM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IRM 2004-11-19: native profile missing direction/score/confidence
ISRG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ISRG 2004-11-19: native profile missing direction/score/confidence
IT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IT 2004-11-19: native profile missing direction/score/confidence
ITB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ITB 2007-07-20: native profile missing direction/score/confidence
ITOT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ITOT 2014-01-03: native profile missing direction/score/confidence
ITW,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ITW 2004-11-19: native profile missing direction/score/confidence
IVV,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IVV 2004-11-19: native profile missing direction/score/confidence
IVZ,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IVZ 2008-08-01: native profile missing direction/score/confidence
IWD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IWD 2004-11-19: native profile missing direction/score/confidence
IWF,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IWF 2004-11-19: native profile missing direction/score/confidence
IWM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IWM 2004-11-19: native profile missing direction/score/confidence
IYR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,IYR 2004-11-19: native profile missing direction/score/confidence
J,,WEEKLY,REPLAY_FAILED,,,,,,,,False,J 2021-02-19: native profile missing direction/score/confidence
JBHT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,JBHT 2004-11-19: native profile missing direction/score/confidence
JBL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,JBL 2004-11-19: native profile missing direction/score/confidence
JCI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,JCI 2004-11-19: native profile missing direction/score/confidence
JEPI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,JEPI 2021-07-30: native profile missing direction/score/confidence
JEPQ,,WEEKLY,REPLAY_FAILED,,,,,,,,False,JEPQ 2023-07-14: native profile missing direction/score/confidence
JETS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,JETS 2016-07-08: native profile missing direction/score/confidence
JKHY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,JKHY 2004-11-19: native profile missing direction/score/confidence
JNJ,,WEEKLY,REPLAY_FAILED,,,,,,,,False,JNJ 2004-11-19: native profile missing direction/score/confidence
JPM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,JPM 2004-11-19: native profile missing direction/score/confidence
KBE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KBE 2007-01-26: native profile missing direction/score/confidence
KDP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KDP 2019-09-20: native profile missing direction/score/confidence
KEY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KEY 2004-11-19: native profile missing direction/score/confidence
KEYS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KEYS 2016-01-15: native profile missing direction/score/confidence
KHC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KHC 2016-09-09: native profile missing direction/score/confidence
KIM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KIM 2004-11-19: native profile missing direction/score/confidence
KKR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KKR 2011-09-23: native profile missing direction/score/confidence
KLAC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KLAC 2004-11-19: native profile missing direction/score/confidence
KMB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KMB 2004-11-19: native profile missing direction/score/confidence
KMI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KMI 2012-04-20: native profile missing direction/score/confidence
KO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KO 2004-11-19: native profile missing direction/score/confidence
KR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KR 2004-11-19: native profile missing direction/score/confidence
KRE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KRE 2007-08-31: native profile missing direction/score/confidence
KVUE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KVUE 2024-07-19: native profile missing direction/score/confidence
KWEB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,KWEB 2014-10-17: native profile missing direction/score/confidence
L,,WEEKLY,REPLAY_FAILED,,,,,,,,False,L 2009-09-04: native profile missing direction/score/confidence
LDOS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LDOS 2014-12-05: native profile missing direction/score/confidence
LEN,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LEN 2004-11-19: native profile missing direction/score/confidence
LH,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LH 2004-11-19: native profile missing direction/score/confidence
LHX,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LHX 2020-09-04: native profile missing direction/score/confidence
LII,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LII 2004-11-19: native profile missing direction/score/confidence
LIN,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LIN 2004-11-19: native profile missing direction/score/confidence
LITE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LITE 2016-10-14: native profile missing direction/score/confidence
LLY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LLY 2004-11-19: native profile missing direction/score/confidence
LMT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LMT 2004-11-19: native profile missing direction/score/confidence
LNT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LNT 2004-11-19: native profile missing direction/score/confidence
LOW,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LOW 2004-11-19: native profile missing direction/score/confidence
LQD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LQD 2004-11-19: native profile missing direction/score/confidence
LRCX,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LRCX 2004-11-19: native profile missing direction/score/confidence
LULU,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LULU 2008-10-03: native profile missing direction/score/confidence
LUV,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LUV 2004-11-19: native profile missing direction/score/confidence
LVS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LVS 2006-02-24: native profile missing direction/score/confidence
LYB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LYB 2011-12-23: native profile missing direction/score/confidence
LYV,,WEEKLY,REPLAY_FAILED,,,,,,,,False,LYV 2007-03-09: native profile missing direction/score/confidence
MA,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MA 2007-08-03: native profile missing direction/score/confidence
MAA,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MAA 2004-11-19: native profile missing direction/score/confidence
MAR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MAR 2004-11-19: native profile missing direction/score/confidence
MAS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MAS 2004-11-19: native profile missing direction/score/confidence
MCD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MCD 2004-11-19: native profile missing direction/score/confidence
MCHP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MCHP 2004-11-19: native profile missing direction/score/confidence
MCK,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MCK 2004-11-19: native profile missing direction/score/confidence
MCO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MCO 2004-11-19: native profile missing direction/score/confidence
MDLZ,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MDLZ 2013-12-13: native profile missing direction/score/confidence
MDT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MDT 2004-11-19: native profile missing direction/score/confidence
MELI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MELI 2008-10-17: native profile missing direction/score/confidence
MET,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MET 2004-11-19: native profile missing direction/score/confidence
META,,WEEKLY,REPLAY_FAILED,,,,,,,,False,META 2023-08-18: native profile missing direction/score/confidence
MGM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MGM 2006-07-14: native profile missing direction/score/confidence
MKC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MKC 2004-11-19: native profile missing direction/score/confidence
MLM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MLM 2004-11-19: native profile missing direction/score/confidence
MMM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MMM 2004-11-19: native profile missing direction/score/confidence
MNST,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MNST 2004-11-19: native profile missing direction/score/confidence
MO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MO 2004-11-19: native profile missing direction/score/confidence
MOS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MOS 2005-12-30: native profile missing direction/score/confidence
MPC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MPC 2012-09-07: native profile missing direction/score/confidence
MPWR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MPWR 2007-06-15: native profile missing direction/score/confidence
MRK,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MRK 2004-11-19: native profile missing direction/score/confidence
MRNA,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MRNA 2020-02-21: native profile missing direction/score/confidence
MRVL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MRVL 2004-11-19: native profile missing direction/score/confidence
MS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MS 2007-03-30: native profile missing direction/score/confidence
MSCI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MSCI 2011-09-16: native profile missing direction/score/confidence
MSFT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MSFT 2004-11-19: native profile missing direction/score/confidence
MSI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MSI 2004-11-19: native profile missing direction/score/confidence
MSTR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MSTR 2004-11-19: native profile missing direction/score/confidence
MTB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MTB 2004-11-19: native profile missing direction/score/confidence
MTD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MTD 2004-11-19: native profile missing direction/score/confidence
MTUM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MTUM 2014-06-27: native profile missing direction/score/confidence
MU,,WEEKLY,REPLAY_FAILED,,,,,,,,False,MU 2004-11-19: native profile missing direction/score/confidence
NBIS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NBIS 2026-01-02: native profile missing direction/score/confidence
NCLH,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NCLH 2014-03-28: native profile missing direction/score/confidence
NDAQ,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NDAQ 2006-04-21: native profile missing direction/score/confidence
NDSN,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NDSN 2004-11-19: native profile missing direction/score/confidence
NEE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NEE 2011-09-02: native profile missing direction/score/confidence
NEM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NEM 2004-11-19: native profile missing direction/score/confidence
NFLX,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NFLX 2004-11-19: native profile missing direction/score/confidence
NI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NI 2004-11-19: native profile missing direction/score/confidence
NKE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NKE 2004-11-19: native profile missing direction/score/confidence
NOC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NOC 2004-11-19: native profile missing direction/score/confidence
NOW,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NOW 2013-09-13: native profile missing direction/score/confidence
NRG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NRG 2005-06-03: native profile missing direction/score/confidence
NSC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NSC 2004-11-19: native profile missing direction/score/confidence
NTAP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NTAP 2004-11-19: native profile missing direction/score/confidence
NTRS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NTRS 2004-11-19: native profile missing direction/score/confidence
NUE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NUE 2004-11-19: native profile missing direction/score/confidence
NVDA,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NVDA 2004-11-19: native profile missing direction/score/confidence
NVR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NVR 2004-11-19: native profile missing direction/score/confidence
NWS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NWS 2014-09-12: native profile missing direction/score/confidence
NWSA,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NWSA 2014-08-29: native profile missing direction/score/confidence
NXPI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,NXPI 2011-10-14: native profile missing direction/score/confidence
O,,WEEKLY,REPLAY_FAILED,,,,,,,,False,O 2004-11-19: native profile missing direction/score/confidence
ODFL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ODFL 2004-11-19: native profile missing direction/score/confidence
OIH,,WEEKLY,REPLAY_FAILED,,,,,,,,False,OIH 2013-03-08: native profile missing direction/score/confidence
OKE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,OKE 2004-11-19: native profile missing direction/score/confidence
OMC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,OMC 2004-11-19: native profile missing direction/score/confidence
ON,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ON 2016-06-17: native profile missing direction/score/confidence
ORCL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ORCL 2004-11-19: native profile missing direction/score/confidence
ORLY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ORLY 2004-11-19: native profile missing direction/score/confidence
OTIS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,OTIS 2021-06-11: native profile missing direction/score/confidence
OXY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,OXY 2004-11-19: native profile missing direction/score/confidence
PANW,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PANW 2013-10-04: native profile missing direction/score/confidence
PAYX,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PAYX 2004-11-19: native profile missing direction/score/confidence
PCAR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PCAR 2004-11-19: native profile missing direction/score/confidence
PCG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PCG 2004-11-19: native profile missing direction/score/confidence
PDD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PDD 2019-10-04: native profile missing direction/score/confidence
PEG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PEG 2004-11-19: native profile missing direction/score/confidence
PEP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PEP 2004-11-19: native profile missing direction/score/confidence
PFE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PFE 2004-11-19: native profile missing direction/score/confidence
PFG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PFG 2004-11-19: native profile missing direction/score/confidence
PG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PG 2004-11-19: native profile missing direction/score/confidence
PGR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PGR 2004-11-19: native profile missing direction/score/confidence
PH,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PH 2004-11-19: native profile missing direction/score/confidence
PHM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PHM 2004-11-19: native profile missing direction/score/confidence
PKG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PKG 2004-11-19: native profile missing direction/score/confidence
PLD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PLD 2004-11-19: native profile missing direction/score/confidence
PLTR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PLTR 2021-12-10: native profile missing direction/score/confidence
PM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PM 2009-06-05: native profile missing direction/score/confidence
PNC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PNC 2004-11-19: native profile missing direction/score/confidence
PNR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PNR 2004-11-19: native profile missing direction/score/confidence
PNW,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PNW 2004-11-19: native profile missing direction/score/confidence
PODD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PODD 2008-07-25: native profile missing direction/score/confidence
PPG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PPG 2004-11-19: native profile missing direction/score/confidence
PPL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PPL 2004-11-19: native profile missing direction/score/confidence
PRU,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PRU 2004-11-19: native profile missing direction/score/confidence
PSA,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PSA 2004-11-19: native profile missing direction/score/confidence
PSX,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PSX 2013-07-12: native profile missing direction/score/confidence
PTC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PTC 2015-02-13: native profile missing direction/score/confidence
PWR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PWR 2004-11-19: native profile missing direction/score/confidence
PYPL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,PYPL 2016-09-23: native profile missing direction/score/confidence
QCOM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,QCOM 2004-11-19: native profile missing direction/score/confidence
QQQ,,WEEKLY,REPLAY_FAILED,,,,,,,,False,QQQ 2004-11-19: native profile missing direction/score/confidence
QQQM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,QQQM 2021-12-23: native profile missing direction/score/confidence
QUAL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,QUAL 2014-09-26: native profile missing direction/score/confidence
RCL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,RCL 2004-11-19: native profile missing direction/score/confidence
REG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,REG 2004-11-19: native profile missing direction/score/confidence
REGN,,WEEKLY,REPLAY_FAILED,,,,,,,,False,REGN 2004-11-19: native profile missing direction/score/confidence
RF,,WEEKLY,REPLAY_FAILED,,,,,,,,False,RF 2004-11-19: native profile missing direction/score/confidence
RJF,,WEEKLY,REPLAY_FAILED,,,,,,,,False,RJF 2004-11-19: native profile missing direction/score/confidence
RKLB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,RKLB 2022-11-04: native profile missing direction/score/confidence
RL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,RL 2004-11-19: native profile missing direction/score/confidence
RMD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,RMD 2004-11-19: native profile missing direction/score/confidence
ROK,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ROK 2004-11-19: native profile missing direction/score/confidence
ROL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ROL 2004-11-19: native profile missing direction/score/confidence
ROP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ROP 2004-11-19: native profile missing direction/score/confidence
ROST,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ROST 2004-11-19: native profile missing direction/score/confidence
RSG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,RSG 2004-11-19: native profile missing direction/score/confidence
RSP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,RSP 2004-11-19: native profile missing direction/score/confidence
RTX,,WEEKLY,REPLAY_FAILED,,,,,,,,False,RTX 2021-06-11: native profile missing direction/score/confidence
RVTY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,RVTY 2024-07-26: native profile missing direction/score/confidence
SBAC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SBAC 2004-11-19: native profile missing direction/score/confidence
SBUX,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SBUX 2004-11-19: native profile missing direction/score/confidence
SCHB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SCHB 2011-01-14: native profile missing direction/score/confidence
SCHD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SCHD 2013-01-04: native profile missing direction/score/confidence
SCHW,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SCHW 2007-03-09: native profile missing direction/score/confidence
SHOP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SHOP 2016-07-29: native profile missing direction/score/confidence
SHW,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SHW 2004-11-19: native profile missing direction/score/confidence
SHY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SHY 2004-11-19: native profile missing direction/score/confidence
SJM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SJM 2004-11-19: native profile missing direction/score/confidence
SKYY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SKYY 2012-09-14: native profile missing direction/score/confidence
SLB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SLB 2004-11-19: native profile missing direction/score/confidence
SLV,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SLV 2007-07-13: native profile missing direction/score/confidence
SMCI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SMCI 2008-06-06: native profile missing direction/score/confidence
SMH,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SMH 2013-03-08: native profile missing direction/score/confidence
SNA,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SNA 2004-11-19: native profile missing direction/score/confidence
SNDK,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SNDK 2026-05-08: native profile missing direction/score/confidence
SNPS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SNPS 2004-11-19: native profile missing direction/score/confidence
SO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SO 2004-11-19: native profile missing direction/score/confidence
SOLV,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SOLV 2025-06-13: native profile missing direction/score/confidence
SOXX,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SOXX 2011-12-23: native profile missing direction/score/confidence
SPG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SPG 2004-11-19: native profile missing direction/score/confidence
SPGI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SPGI 2017-07-07: native profile missing direction/score/confidence
SPXU,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SPXU 2010-09-03: native profile missing direction/score/confidence
SPY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SPY 2004-11-19: native profile missing direction/score/confidence
SQQQ,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SQQQ 2011-04-21: native profile missing direction/score/confidence
SRE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SRE 2004-11-19: native profile missing direction/score/confidence
STE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,STE 2004-11-19: native profile missing direction/score/confidence
