capture_date,effective_observation_session,F071_observation_count,baseline_observation_count,frozen_baseline_feature_column_count,paired_observation_eligible_count,paired_observation_ineligible_count,execution_mode
2026-08-26,2026-08-25,611,611,99,504,107,NEW_IMMUTABLE_BASELINE_SHADOW_SNAPSHOT_CAPTURED
