symbol,entry_date,exit_date,strategy,signal,strike,expiry,entry_price,exit_price,entry_delta,entry_gamma,entry_theta,entry_vega,entry_rho,entry_volatility,entry_dte,contracts,pnl,pnl_pct,gross_pnl,fees,net_pnl,max_profit,max_drawdown,days_held,exit_reason,rank_score,option_score,pop,liquidity,atm_score
AMZN,2026-01-21,2026-01-22,LONG_CALL,CALL,234.34,BS_ENTRY_PROXY_EXIT,3.0778885247885626,6.316091984796827,0.5513255237452326,0.05888914950068285,-0.05812149858617774,0.265800946776462,0.10366005592575553,0.1,30,16,5158.725536013224,1.047537438098007,5181.125536013224,22.400000000000002,5158.725536013224,5181.125536013224,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AMZN,2026-01-22,2026-01-25,LONG_CALL,CALL,239.16,BS_ENTRY_PROXY_EXIT,3.141195782147463,2.6903000523422946,0.5513255237452326,0.05770230512623357,-0.05931696510143496,0.27126804826772494,0.10579217792610607,0.1,30,15,-697.3435947077526,-0.1479996033508439,-676.3435947077526,21.000000000000004,-697.3435947077526,0.0,-676.3435947077526,3,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-01-25,2026-01-26,LONG_CALL,CALL,238.42,BS_ENTRY_PROXY_EXIT,3.131476410685707,7.548893246270126,0.5513255237452326,0.057881399605695924,-0.059133428748470156,0.2704287007358712,0.1054648396936871,0.1,30,15,6605.125253376628,1.406179149412846,6626.125253376628,21.000000000000004,6605.125253376628,6626.125253376628,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AMZN,2026-02-01,2026-02-02,LONG_CALL,CALL,242.96,BS_ENTRY_PROXY_EXIT,3.1911060680320418,1.2852450389660532,0.5513255237452326,0.05679981599436129,-0.060259449076119076,0.2755782112691355,0.10747310398447368,0.1,30,15,-2879.7915435989826,-0.6016287105899831,-2858.7915435989826,21.000000000000004,-2879.7915435989826,0.0,-2858.7915435989826,1,STOP_LOSS,60.0,60.0,0.0,0.0,100.0
AMZN,2026-02-02,2026-02-03,LONG_CALL,CALL,238.62,BS_ENTRY_PROXY_EXIT,3.1341032678375313,0.8941414333836448,0.5513255237452326,0.057832886153675385,-0.05918303316819038,0.27065555142015607,0.10555330948623276,0.1,30,15,-3380.9427516808296,-0.7191728037758867,-3359.9427516808296,21.000000000000004,-3380.9427516808296,0.0,-3359.9427516808296,1,STOP_LOSS,60.0,60.0,0.0,0.0,100.0
AMZN,2026-04-12,2026-04-13,LONG_CALL,CALL,239.89,BS_ENTRY_PROXY_EXIT,3.150783810751591,10.123047880792086,0.5513255237452326,0.05752671346863154,-0.05949802123341375,0.2720960532653643,0.10611509266889772,0.1,30,15,10437.396105060743,2.2084232013305494,10458.396105060743,21.000000000000004,10437.396105060743,10458.396105060743,0.0,1,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-14,2026-04-15,LONG_CALL,CALL,248.5,BS_ENTRY_PROXY_EXIT,3.2638700111374988,3.902625333041044,0.5513255237452326,0.0555335343822536,-0.061633491502369075,0.28186197522382356,0.10992371723798859,0.1,30,15,937.132982855318,0.19141550361125148,958.132982855318,21.000000000000004,937.132982855318,958.132982855318,0.0,1,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-15,2026-04-16,LONG_CALL,CALL,249.7,BS_ENTRY_PROXY_EXIT,3.279631154048417,3.7113404196890656,0.5513255237452326,0.05526665315975179,-0.06193111802069038,0.28322307932953217,0.11045453599326258,0.1,30,15,626.5638984609731,0.12736470841393957,647.5638984609731,21.000000000000004,626.5638984609731,647.5638984609731,0.0,1,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-16,2026-04-19,LONG_CALL,CALL,250.56,BS_ENTRY_PROXY_EXIT,3.290926639801256,2.1201293236787393,0.5513255237452326,0.055076960783804356,-0.06214441702548732,0.28419853727195665,0.11083495610120896,0.1,30,15,-1777.1959741837754,-0.3600193640883069,-1756.1959741837754,21.000000000000004,-1777.1959741837754,0.0,-1756.1959741837754,3,STOP_LOSS,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-19,2026-04-20,LONG_CALL,CALL,248.28,BS_ENTRY_PROXY_EXIT,3.2609804682705033,4.170165573082414,0.5513255237452326,0.05558274244397462,-0.061578926640676844,0.2816124394711103,0.10982640046618837,0.1,30,15,1342.7776572178666,0.27451409584390496,1363.7776572178666,21.000000000000004,1342.7776572178666,1363.7776572178666,0.0,1,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
