date,equity,peak_equity,drawdown_dollars,drawdown_pct
2026-04-21,105534.45876461091,105534.45876461091,0.0,0.0
2026-04-22,105212.85926849215,105534.45876461091,-321.599496118768,-0.003047341123301526
2026-04-23,114545.74813734733,114545.74813734733,0.0,0.0
2026-04-26,112531.07493868438,114545.74813734733,-2014.6731986629457,-0.01758837173290125
2026-04-27,111402.30958548137,114545.74813734733,-3143.4385518659547,-0.027442647177936107
2026-04-28,114271.52708698195,114545.74813734733,-274.22105036537687,-0.0023939871608029406
2026-04-29,115866.1528622567,115866.1528622567,0.0,0.0
