scanner_run_id,candidate_id,market_state_hash,scanner_version,publication_name,ingestion_run_id,publication_status,published_at,market_as_of_date,market_intelligence_snapshot_timestamp,option_snapshot_timestamp,option_snapshot_id,option_snapshot_completeness_pct,published_state_degraded,symbol,sector,signal,strategy,ai_score,base_ai_score,dealer_score_adjustment,base_trend_score_adjustment,transition_score_adjustment,combined_trend_score_adjustment,transition_context_status,transition_snapshot_date,transition_snapshot_age_days,transition_state,transition_direction,breakout_state,channel_position_pct,momentum_acceleration_score,volatility_state,volatility_percentile,reversal_risk_score,exhaustion_risk_score,transition_confirmation_score,transition_context_warning,forecast_context_status,forecast_snapshot_date,forecast_snapshot_age_days,forecast_direction,forecast_horizon_days,forecast_requested_horizon_days,forecast_resolved_horizon_days,forecast_horizon_distance_days,forecast_horizon_resolution,continuation_probability,reversal_probability,forecast_confidence_score,forecast_confidence_grade,forecast_expected_return_pct,forecast_expected_volatility_pct,forecast_persistence_days,forecast_score_adjustment,forecast_context_warning,institutional_context_status,institutional_snapshot_date,institutional_snapshot_age_days,participation_score,participation_grade,participation_state,leadership_score,leadership_grade,leadership_state,institutional_trend_quality_score,institutional_conviction_score,deterioration_risk_score,deterioration_state,breadth_confirmation_score,cross_asset_confirmation_score,institutional_score_adjustment,institutional_context_warning,dealer_context_status,dealer_snapshot_date,institutional_positioning_score,positioning_label,gamma_regime,gamma_flip,primary_call_wall,primary_put_wall,range_probability,breakout_probability,market_structure_confidence,technical_score,greeks_score,regime_score,volatility_score,risk_score,ranking_reason,adjusted_score,final_score,portfolio_penalty,portfolio_notes,score,call_score,put_score,market_regime,close,strike,expiry,spread_pct,option_volume,open_interest,quote_timestamp,option_data_source,price_source,last_price,ask,bid,contract_ticker,option_price,delta,gamma,theta,vega,rho,volatility,dte
scanner-20260730T001305916688Z-26a343ae91,cand-91a1a7a40db757fc9ffb05ac97740838,5b8edb2cf988477437960c9ec18a9b0d89b4a9fbd0aba5e225d74f20b6bbb8cf,m47.phase6.v1,current_market_state,market-ingestion-20260729T201840990043Z,DEGRADED,2026-07-29T20:18:41.940367+00:00,2026-07-29,2026-07-29T20:18:37.537197+00:00,2026-07-29T20:16:35.844477+00:00,options-20260729T200541273060Z,99.510603588907,True,KO,Consumer Staples,CALL,LONG_CALL,96.85220576735856,84.55790491207614,6.29430085528242,6.0,1.22,6.0,FRESH,2026-07-29,0,BULLISH_TRANSITION,UP,CONFIRMED_BREAKOUT,100.0,71.19,EXPANSION,99.21,19.59,4.56,80.58,,FRESH,2026-07-29,0,BULLISH,10,10,10,0,EXACT,76.2908,23.7092,76.2217,B,3.303834,5.628587,15,1.5,,FRESH,2026-07-29,0,61.5202,C,MIXED,99.838,A,LEADER,71.1656,79.6274,29.9308,STABLE,50.0,50.0,1.0259299999999998,,FRESH,2026-07-29,45.5992006663467,NEUTRAL,NEGATIVE_GAMMA,78.55921366439313,85.0,75.0,35.0,75.0,99.49999999999999,80.0,70.23161964830454,100.0,100.0,100.0,"Technical=80.0 | Greeks=70.2 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=90.00; spot=89.17; target |delta|=0.45; resolved delta=0.4589; Greek source=PERSISTED; moneyness=0.93%. | expiration_mode=automatic; selected_dte=29. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+6.29, confidence=99.50. | Trend STRONG_BULLISH/STRONG_BULLISH/STRONG_BULLISH; signal alignment=98.3, base adjustment=+6.00, total trend adjustment=+6.00, RS=A. | Transition BULLISH_TRANSITION/CONFIRMED_BREAKOUT; confirmation=80.6, reversal risk=19.6, exhaustion risk=4.6, adjustment=+1.22. | Forecast BULLISH; confidence=76.2, requested horizon=10D, resolved horizon=10D, resolution=EXACT, adjustment=+1.50. | Institutional MIXED; participation=61.5, conviction=79.6, adjustment=+1.03.",77.17539122608835,77.17539122608835,0.0,,80.0,80.0,0.0,BULL_TREND,89.17,90.0,2026-08-28,0.08510638297872336,87,355,2026-07-29,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,1.96,1.96,1.8,O:KO260828C00090000,1.88,0.4588516684749316,0.07222210524619149,-0.03729982908588142,0.1017102465226408,0.0,0.2158148856292,29
scanner-20260730T001305916688Z-26a343ae91,cand-9b89872ae19e58a9ac7f064cb62ccc3c,5b8edb2cf988477437960c9ec18a9b0d89b4a9fbd0aba5e225d74f20b6bbb8cf,m47.phase6.v1,current_market_state,market-ingestion-20260729T201840990043Z,DEGRADED,2026-07-29T20:18:41.940367+00:00,2026-07-29,2026-07-29T20:18:37.537197+00:00,2026-07-29T20:16:35.844477+00:00,options-20260729T200541273060Z,99.510603588907,True,V,Financials,CALL,LONG_CALL,95.86720044519222,83.64517046280233,6.222029982389893,6.0,1.02,6.0,FRESH,2026-07-29,0,BULLISH_TRANSITION,UP,CONFIRMED_BREAKOUT,100.0,59.2,NORMAL,62.7,10.62,4.84,75.56,,FRESH,2026-07-29,0,BULLISH,10,10,10,0,EXACT,73.3585,26.6415,74.641,B,3.481384,4.504237,15,1.4015,,FRESH,2026-07-29,0,59.4084,C,MIXED,92.6683,A,LEADER,70.9896,79.1677,32.1569,STABLE,50.0,50.0,0.9090940000000001,,FRESH,2026-07-29,46.245618159572544,NEUTRAL,NEGATIVE_GAMMA,344.5804262265241,360.0,360.0,35.0,75.0,99.20982142857143,80.0,66.58068185120928,100.0,100.0,100.0,"Technical=80.0 | Greeks=66.6 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=370.00; spot=369.42; target |delta|=0.45; resolved delta=0.4875; Greek source=PERSISTED; moneyness=1.51%. | expiration_mode=automatic; selected_dte=8. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+6.22, confidence=99.21. | Trend STRONG_BULLISH/STRONG_BULLISH/STRONG_BULLISH; signal alignment=98.1, base adjustment=+6.00, total trend adjustment=+6.00, RS=A+. | Transition BULLISH_TRANSITION/CONFIRMED_BREAKOUT; confirmation=75.6, reversal risk=10.6, exhaustion risk=4.8, adjustment=+1.02. | Forecast BULLISH; confidence=74.6, requested horizon=10D, resolved horizon=10D, resolution=EXACT, adjustment=+1.40. | Institutional MIXED; participation=59.4, conviction=79.2, adjustment=+0.91.",75.94492756425441,75.94492756425441,0.0,,80.0,80.0,0.0,BULL_TREND,369.42,370.0,2026-08-07,0.10084033613445371,416,305,2026-07-29,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,6.0,6.25,5.65,O:V260807C00370000,5.95,0.48746903524585933,0.025446715929019738,-0.36464472468322645,0.23153887181400148,0.0,0.27225135223659835,8
scanner-20260730T001305916688Z-26a343ae91,cand-e319921979f0563f8c757abf9e76a83f,5b8edb2cf988477437960c9ec18a9b0d89b4a9fbd0aba5e225d74f20b6bbb8cf,m47.phase6.v1,current_market_state,market-ingestion-20260729T201840990043Z,DEGRADED,2026-07-29T20:18:41.940367+00:00,2026-07-29,2026-07-29T20:18:37.537197+00:00,2026-07-29T20:16:35.844477+00:00,options-20260729T200541273060Z,99.510603588907,True,JNJ,Health Care,CALL,LONG_CALL,94.19444517937518,81.63265805997908,6.561787119396107,6.0,0.61,6.0,FRESH,2026-07-29,0,CONTINUATION,UP,BREAKOUT_WATCH,95.59,59.21,EXPANSION,83.33,9.91,0.0,65.22,,FRESH,2026-07-29,0,BULLISH,10,10,10,0,EXACT,78.5935,21.4065,82.2525,A,4.424259,5.266528,16,1.5,,FRESH,2026-07-29,0,60.4839,C,MIXED,87.8714,A,LEADER,70.113,77.9727,47.7205,STABLE,50.0,50.0,0.7074779999999999,,FRESH,2026-07-29,46.29787678535874,NEUTRAL,NEGATIVE_GAMMA,240.79641042547027,280.0,210.0,35.0,75.0,99.50000000000001,80.0,58.53063223991632,100.0,100.0,100.0,"Technical=80.0 | Greeks=58.5 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=270.00; spot=265.21; target |delta|=0.45; resolved delta=0.4149; Greek source=PERSISTED; moneyness=1.80%. | expiration_mode=automatic; selected_dte=22. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+6.56, confidence=99.50. | Trend STRONG_BULLISH/STRONG_BULLISH/STRONG_BULLISH; signal alignment=98.5, base adjustment=+6.00, total trend adjustment=+6.00, RS=A. | Transition CONTINUATION/BREAKOUT_WATCH; confirmation=65.2, reversal risk=9.9, exhaustion risk=0.0, adjustment=+0.61. | Forecast BULLISH; confidence=82.3, requested horizon=10D, resolved horizon=10D, resolution=EXACT, adjustment=+1.50. | Institutional MIXED; participation=60.5, conviction=78.0, adjustment=+0.71.",73.08776128456009,73.08776128456009,0.0,,80.0,80.0,0.0,BULL_TREND,265.215,270.0,2026-08-21,0.05940594059405936,243,3769,2026-07-29,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,5.03,5.2,4.9,O:JNJ260821C00270000,5.050000000000001,0.41489832228128737,0.022775349560806273,-0.14984640047309322,0.26693905355638003,0.0,0.25833424178777376,22
scanner-20260730T001305916688Z-26a343ae91,cand-a574cc2a5c4a55ff938150313d7b19e6,5b8edb2cf988477437960c9ec18a9b0d89b4a9fbd0aba5e225d74f20b6bbb8cf,m47.phase6.v1,current_market_state,market-ingestion-20260729T201840990043Z,DEGRADED,2026-07-29T20:18:41.940367+00:00,2026-07-29,2026-07-29T20:18:37.537197+00:00,2026-07-29T20:16:35.844477+00:00,options-20260729T200541273060Z,99.510603588907,True,TMO,Health Care,CALL,LONG_CALL,91.48548670118251,78.91672264999619,6.568764051186324,4.47,0.31,6.0,FRESH,2026-07-29,0,CONTINUATION,UP,BREAKOUT_WATCH,97.76,69.62,EXPANSION,76.98,30.57,3.72,57.63,,FRESH,2026-07-29,0,BULLISH,10,10,10,0,EXACT,77.5189,22.4811,77.3972,B,3.981374,7.214087,16,1.5,,FRESH,2026-07-29,0,57.9855,C,MIXED,100.0,A,LEADER,72.3956,81.0935,31.9451,STABLE,50.0,50.0,0.9843600000000001,,FRESH,2026-07-29,46.55926826923203,NEUTRAL,NEGATIVE_GAMMA,497.5808148078389,600.0,400.0,35.0,75.0,99.5,80.0,47.666890599984754,100.0,100.0,100.0,"Technical=80.0 | Greeks=47.7 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=570.00; spot=573.32; target |delta|=0.45; resolved delta=0.5811; Greek source=PERSISTED; moneyness=1.17%. | expiration_mode=automatic; selected_dte=22. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+6.57, confidence=99.50. | Trend SIDEWAYS/STRONG_BULLISH/STRONG_BULLISH; signal alignment=77.7, base adjustment=+4.47, total trend adjustment=+6.00, RS=A+. | Transition CONTINUATION/BREAKOUT_WATCH; confirmation=57.6, reversal risk=30.6, exhaustion risk=3.7, adjustment=+0.31. | Forecast BULLISH; confidence=77.4, requested horizon=10D, resolved horizon=10D, resolution=EXACT, adjustment=+1.50. | Institutional MIXED; participation=58.0, conviction=81.1, adjustment=+0.98.",68.22230498354799,68.22230498354799,0.0,,80.0,80.0,0.0,BULL_TREND,573.32,570.0,2026-08-21,0.19955654101995565,80,817,2026-07-29,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,26.56,24.8,20.3,O:TMO260821C00570000,22.55,0.5811097487108168,0.00851065984731143,-0.4219897415516187,0.5677768356006448,0.0,0.3190314325239391,22
scanner-20260730T001305916688Z-26a343ae91,cand-3b97a21cec8650ba89d50f95a420898e,5b8edb2cf988477437960c9ec18a9b0d89b4a9fbd0aba5e225d74f20b6bbb8cf,m47.phase6.v1,current_market_state,market-ingestion-20260729T201840990043Z,DEGRADED,2026-07-29T20:18:41.940367+00:00,2026-07-29,2026-07-29T20:18:37.537197+00:00,2026-07-29T20:16:35.844477+00:00,options-20260729T200541273060Z,99.510603588907,True,AAPL,Information Technology,CALL,LONG_CALL,89.2271777475654,77.25057812110802,5.976599626457379,6.0,0.46,6.0,FRESH,2026-07-29,0,CONTINUATION,UP,BREAKOUT_WATCH,99.57,50.54,NORMAL,65.87,2.93,3.81,61.52,,FRESH,2026-07-29,0,BULLISH,10,10,10,0,EXACT,72.1938,27.8062,69.0936,B,2.802279,6.415323,14,1.3316,,FRESH,2026-07-29,0,60.807,C,MIXED,100.0,A,LEADER,71.7421,80.3632,29.3707,STABLE,50.0,50.0,1.031784,,FRESH,2026-07-29,48.396873118716556,NEUTRAL,NEGATIVE_GAMMA,283.3504600194423,350.0,300.0,35.0,75.0,99.49999999999999,65.0,65.00231248443211,100.0,100.0,100.0,"Technical=65.0 | Greeks=65.0 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=340.00; spot=339.78; target |delta|=0.45; resolved delta=0.4826; Greek source=PERSISTED; moneyness=1.54%. | expiration_mode=automatic; selected_dte=15. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+5.98, confidence=99.50. | Trend STRONG_BULLISH/STRONG_BULLISH/STRONG_BULLISH; signal alignment=98.6, base adjustment=+6.00, total trend adjustment=+6.00, RS=A+. | Transition CONTINUATION/BREAKOUT_WATCH; confirmation=61.5, reversal risk=2.9, exhaustion risk=3.8, adjustment=+0.46. | Forecast BULLISH; confidence=69.1, requested horizon=10D, resolved horizon=10D, resolution=EXACT, adjustment=+1.33. | Institutional MIXED; participation=60.8, conviction=80.4, adjustment=+1.03.",67.08780626763478,67.08780626763478,0.0,,65.0,65.0,0.0,BULL_TREND,339.78,340.0,2026-08-14,0.08383233532934124,349,4344,2026-07-29,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,8.3,8.7,8.0,O:AAPL260814C00340000,8.35,0.4826237452276133,0.01758416752276003,-0.30031502369105106,0.28223811804899174,0.0,0.32277873686068514,15
scanner-20260730T001305916688Z-26a343ae91,cand-8568978cae5b53dd81ba869437b00d38,5b8edb2cf988477437960c9ec18a9b0d89b4a9fbd0aba5e225d74f20b6bbb8cf,m47.phase6.v1,current_market_state,market-ingestion-20260729T201840990043Z,DEGRADED,2026-07-29T20:18:41.940367+00:00,2026-07-29,2026-07-29T20:18:37.537197+00:00,2026-07-29T20:16:35.844477+00:00,options-20260729T200541273060Z,99.510603588907,True,ABBV,Health Care,CALL,LONG_CALL,89.21450358475506,76.363985697871,6.850517886884067,6.0,0.53,6.0,FRESH,2026-07-29,0,CONTINUATION,UP,BREAKOUT_WATCH,100.0,60.08,NORMAL,58.73,10.71,9.44,63.13,,FRESH,2026-07-29,0,BULLISH,10,10,10,0,EXACT,80.9588,19.0412,85.997,A,5.536974,6.180491,16,1.5,,FRESH,2026-07-29,0,35.9824,D,MIXED,100.0,A,LEADER,57.6908,61.0622,82.0786,HIGH_RISK,50.0,50.0,0.11594600000000006,,FRESH,2026-07-29,43.979053705115575,NEUTRAL,NEGATIVE_GAMMA,224.30198008699244,250.0,220.0,35.0,75.0,99.5,65.0,61.45594279148399,100.0,100.0,100.0,"Technical=65.0 | Greeks=61.5 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=270.00; spot=263.58; target |delta|=0.45; resolved delta=0.4406; Greek source=PERSISTED; moneyness=0.54%. | expiration_mode=automatic; selected_dte=22. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+6.85, confidence=99.50. | Trend STRONG_BULLISH/STRONG_BULLISH/STRONG_BULLISH; signal alignment=98.4, base adjustment=+6.00, total trend adjustment=+6.00, RS=A+. | Transition CONTINUATION/BREAKOUT_WATCH; confirmation=63.1, reversal risk=10.7, exhaustion risk=9.4, adjustment=+0.53. | Forecast BULLISH; confidence=86.0, requested horizon=10D, resolved horizon=10D, resolution=EXACT, adjustment=+1.50. | Institutional MIXED; participation=36.0, conviction=61.1, adjustment=+0.12.",65.87930190827697,65.87930190827697,0.0,,65.0,65.0,0.0,BULL_TREND,263.58,270.0,2026-08-21,0.12121212121212119,80,7029,2026-07-29,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,6.05,7.0,6.2,O:ABBV260821C00270000,6.6,0.440615041663323,0.019085791512952664,-0.17922955442762006,0.2665099919418646,0.0,0.3105194928334205,22
scanner-20260730T001305916688Z-26a343ae91,cand-1b8c1babdf745a35a0db5e4a29cb2626,5b8edb2cf988477437960c9ec18a9b0d89b4a9fbd0aba5e225d74f20b6bbb8cf,m47.phase6.v1,current_market_state,market-ingestion-20260729T201840990043Z,DEGRADED,2026-07-29T20:18:41.940367+00:00,2026-07-29,2026-07-29T20:18:37.537197+00:00,2026-07-29T20:16:35.844477+00:00,options-20260729T200541273060Z,99.510603588907,True,BKNG,Consumer Discretionary,CALL,LONG_CALL,87.79421390784145,76.13220993987501,5.662003967966436,4.59,1.04,6.0,FRESH,2026-07-29,0,BULLISH_TRANSITION,UP,CONFIRMED_BREAKOUT,100.0,85.36,NORMAL,68.25,42.38,5.24,75.99,,FRESH,2026-07-29,0,BULLISH,10,10,10,0,EXACT,77.7086,22.2914,77.8716,B,4.766127,8.348993,16,1.5,,FRESH,2026-07-29,0,59.4683,C,MIXED,100.0,A,LEADER,71.3405,79.7607,31.9104,STABLE,50.0,50.0,0.9889840000000001,,FRESH,2026-07-29,48.71154102979402,NEUTRAL,NEGATIVE_GAMMA,196.79095689924185,162.4,176.0,35.0,75.0,99.48056365403302,70.0,64.52883975950003,100.0,70.0,100.0,"Technical=70.0 | Greeks=64.5 | Regime=100.0 | Volatility=70.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=200.00; spot=201.94; target |delta|=0.45; resolved delta=0.5399; Greek source=PERSISTED; moneyness=1.52%. | expiration_mode=automatic; selected_dte=8. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+5.66, confidence=99.48. | Trend PULLBACK/STRONG_BULLISH/STRONG_BULLISH; signal alignment=77.9, base adjustment=+4.59, total trend adjustment=+6.00, RS=A+. | Transition BULLISH_TRANSITION/CONFIRMED_BREAKOUT; confirmation=76.0, reversal risk=42.4, exhaustion risk=5.2, adjustment=+1.04. | Forecast BULLISH; confidence=77.9, requested horizon=10D, resolved horizon=10D, resolution=EXACT, adjustment=+1.50. | Institutional MIXED; participation=59.5, conviction=79.8, adjustment=+0.99.",69.3622798474924,69.3622798474924,0.0,,70.0,70.0,0.0,BULL_TREND,201.935,200.0,2026-08-07,0.1518987341772152,1084,1053,2026-07-29,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,8.47,8.5,7.3,O:BKNG260807C00200000,7.9,0.5398512112615217,0.02183888943376609,-0.3781540440294527,0.1256077132343845,0.0,0.5829151247783819,8
scanner-20260730T001305916688Z-26a343ae91,cand-4471001b64c35a5a9343f1caf7183909,5b8edb2cf988477437960c9ec18a9b0d89b4a9fbd0aba5e225d74f20b6bbb8cf,m47.phase6.v1,current_market_state,market-ingestion-20260729T201840990043Z,DEGRADED,2026-07-29T20:18:41.940367+00:00,2026-07-29,2026-07-29T20:18:37.537197+00:00,2026-07-29T20:16:35.844477+00:00,options-20260729T200541273060Z,99.510603588907,True,BAC,Financials,CALL,LONG_CALL,87.67257141293385,75.95272368578904,5.719847727144807,6.0,0.22,6.0,FRESH,2026-07-29,0,CONTINUATION,NEUTRAL,IN_CHANNEL,87.55,40.3,NORMAL,54.76,10.92,0.0,55.58,,FRESH,2026-07-29,0,BULLISH,10,10,10,0,EXACT,66.0065,33.9935,68.5887,B,4.326974,4.062814,13,0.9604,,FRESH,2026-07-29,0,57.3078,C,MIXED,93.3102,A,LEADER,70.5199,78.4471,37.429,STABLE,50.0,50.0,0.837089,,FRESH,2026-07-29,48.91667674133538,NEUTRAL,NEGATIVE_GAMMA,55.26829133458075,65.0,50.0,35.0,75.0,99.5,65.0,59.810894743156176,100.0,100.0,100.0,"Technical=65.0 | Greeks=59.8 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=62.00; spot=61.02; target |delta|=0.45; resolved delta=0.3990; Greek source=PERSISTED; moneyness=1.61%. | expiration_mode=automatic; selected_dte=15. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+5.72, confidence=99.50. | Trend STRONG_BULLISH/STRONG_BULLISH/BULLISH; signal alignment=98.2, base adjustment=+6.00, total trend adjustment=+6.00, RS=A. | Transition CONTINUATION/IN_CHANNEL; confirmation=55.6, reversal risk=10.9, exhaustion risk=0.0, adjustment=+0.22. | Forecast BULLISH; confidence=68.6, requested horizon=10D, resolved horizon=10D, resolution=EXACT, adjustment=+0.96. | Institutional MIXED; participation=57.3, conviction=78.4, adjustment=+0.84.",65.06028796673239,65.06028796673239,0.0,,65.0,65.0,0.0,BULL_TREND,61.02,62.0,2026-08-14,0.07228915662650595,225,507,2026-07-29,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,0.83,0.86,0.8,O:BAC260814C00062000,0.8300000000000001,0.39900890494804064,0.13099846820031263,-0.036902540578987994,0.05133952755698545,0.0,0.2320802760881413,15
scanner-20260730T001305916688Z-26a343ae91,cand-42798a392d9557838464296041fcdb04,5b8edb2cf988477437960c9ec18a9b0d89b4a9fbd0aba5e225d74f20b6bbb8cf,m47.phase6.v1,current_market_state,market-ingestion-20260729T201840990043Z,DEGRADED,2026-07-29T20:18:41.940367+00:00,2026-07-29,2026-07-29T20:18:37.537197+00:00,2026-07-29T20:16:35.844477+00:00,options-20260729T200541273060Z,99.510603588907,True,MRK,Health Care,CALL,LONG_CALL,86.40102485668125,74.36583712645177,6.035187730229475,6.0,0.48,6.0,FRESH,2026-07-29,0,CONTINUATION,UP,BREAKOUT_WATCH,91.48,55.63,NORMAL,73.02,7.94,0.0,62.08,,FRESH,2026-07-29,0,BULLISH,10,10,10,0,EXACT,72.0911,27.9089,69.9675,B,3.198925,6.142819,14,1.3255,,FRESH,2026-07-29,0,41.2426,D,MIXED,76.7183,B,LEADER,60.8024,64.4106,59.6921,WATCH,50.0,50.0,0.19071199999999996,,FRESH,2026-07-29,46.04750271081339,NEUTRAL,NEGATIVE_GAMMA,110.13208503996862,140.0,110.0,35.0,75.0,99.42424242424242,65.0,53.46334850580709,100.0,100.0,100.0,"Technical=65.0 | Greeks=53.5 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=132.00; spot=129.89; target |delta|=0.45; resolved delta=0.4525; Greek source=PERSISTED; moneyness=2.01%. | expiration_mode=automatic; selected_dte=15. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+6.04, confidence=99.42. | Trend STRONG_BULLISH/STRONG_BULLISH/BULLISH; signal alignment=98.1, base adjustment=+6.00, total trend adjustment=+6.00, RS=A. | Transition CONTINUATION/BREAKOUT_WATCH; confirmation=62.1, reversal risk=7.9, exhaustion risk=0.0, adjustment=+0.48. | Forecast BULLISH; confidence=70.0, requested horizon=10D, resolved horizon=10D, resolution=EXACT, adjustment=+1.33. | Institutional MIXED; participation=41.2, conviction=64.4, adjustment=+0.19.",62.622725872858844,62.622725872858844,0.0,,65.0,65.0,0.0,BULL_TREND,129.89,132.0,2026-08-14,0.16541353383458654,10,432,2026-07-29,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,3.3,3.6,3.05,O:MRK260814C00132000,3.325,0.45252270589279925,0.03959010279275652,-0.12590120672617136,0.10906058790489574,0.0,0.36758017311628993,15
scanner-20260730T001305916688Z-26a343ae91,cand-a667ad08c9385970ab35358868f74370,5b8edb2cf988477437960c9ec18a9b0d89b4a9fbd0aba5e225d74f20b6bbb8cf,m47.phase6.v1,current_market_state,market-ingestion-20260729T201840990043Z,DEGRADED,2026-07-29T20:18:41.940367+00:00,2026-07-29,2026-07-29T20:18:37.537197+00:00,2026-07-29T20:16:35.844477+00:00,options-20260729T200541273060Z,99.510603588907,True,CVX,Energy,CALL,LONG_CALL,78.79195962082709,66.88045960133854,6.079664019488548,4.69,0.26,5.831836,FRESH,2026-07-29,0,CONTINUATION,NEUTRAL,IN_CHANNEL,83.75,35.12,NORMAL,39.68,16.38,0.0,56.42,,FRESH,2026-07-29,0,BULLISH,10,10,10,0,EXACT,62.9845,37.0155,54.1688,C,0.959487,5.030371,13,0.0,,FRESH,2026-07-29,0,53.9744,C,MIXED,100.0,A,LEADER,64.4423,70.2885,30.2331,STABLE,50.0,50.0,0.8818360000000002,,FRESH,2026-07-29,46.89538592503475,NEUTRAL,NEGATIVE_GAMMA,169.5833561099926,205.0,170.0,35.0,75.0,99.5,60.0,61.52183840535419,50.0,100.0,100.0,"Technical=60.0 | Greeks=61.5 | Regime=50.0 | Volatility=100.0 | Risk=100.0 | Target-delta strike=195.00; spot=192.12; target |delta|=0.45; resolved delta=0.4376; Greek source=PERSISTED; moneyness=1.50%. | expiration_mode=automatic; selected_dte=29. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+6.08, confidence=99.50. | Trend STRONG_BULLISH/BULLISH/STRONG_BULLISH; signal alignment=97.4, base adjustment=+4.69, total trend adjustment=+5.83, RS=C. | Transition CONTINUATION/IN_CHANNEL; confirmation=56.4, reversal risk=16.4, exhaustion risk=0.0, adjustment=+0.26. | Forecast BULLISH; confidence=54.2, requested horizon=10D, resolved horizon=10D, resolution=EXACT, adjustment=+0.00. | Institutional MIXED; participation=54.0, conviction=70.3, adjustment=+0.88.",62.58161355516865,62.58161355516865,0.0,,60.0,60.0,0.0,VOLATILE,192.1227,195.0,2026-08-28,0.08000000000000007,25,205,2026-07-29,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,5.05,5.2,4.8,O:CVX260828C00195000,5.0,0.4376338995819801,0.024844190532573484,-0.10456719656596528,0.21920858572964824,0.0,0.28958954226368405,29
