expiry,dte,gamma_exposure,delta_exposure,vanna_exposure,charm_exposure,open_interest,volume,atm_iv
2026-08-07,14,-377848.9674560366,205054685.3865044,6314184.319255886,-11328150.3006064,35476.0,6883.0,0.2270945730025636
2026-08-14,21,-3451003.6114879586,155475870.8701008,3543493.1878611716,-4714023.68269597,19250.0,5209.0,0.22844610136350096
2026-08-21,28,-38214291.08350973,2244383548.039996,30751595.92287463,-45815089.423390284,300188.0,47456.0,0.22741038626097804
2026-08-28,35,2513933.102119794,113835631.80819552,1847948.1264061849,-1630146.5794966049,10955.0,14500.0,0.22632960923697867
2026-09-18,56,-8472722.170867486,4384654337.422429,84781729.52285983,-78237866.02445538,1003359.0,78962.0,0.22747386148842877
2026-09-30,68,-16162477.006163433,784283015.5306721,12161022.367698878,-14461322.617290799,125989.0,5982.0,0.22650061540324373
2026-10-16,84,-23458940.375270203,1415823508.1363416,22361149.385045484,-32293912.665820185,173946.0,17653.0,0.22997736313256256
