symbol,entry_date,exit_date,strategy,signal,strike,expiry,entry_price,exit_price,entry_delta,entry_gamma,entry_theta,entry_vega,entry_rho,entry_volatility,entry_dte,contracts,pnl,pnl_pct,gross_pnl,fees,net_pnl,max_profit,max_drawdown,days_held,exit_reason,rank_score,option_score,pop,liquidity,atm_score
AAPL,2026-02-09,2026-02-10,LONG_CALL,CALL,273.68,BS_ENTRY_PROXY_EXIT,3.594591326551722,4.611683855352595,0.5513255237452326,0.050424157022763885,-0.06787868794514434,0.31042247637527576,0.1210620641194878,0.1,30,13,1304.020287441135,0.27905606998811067,1322.220287441135,18.200000000000003,1304.020287441135,1322.220287441135,0.0,1,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AAPL,2026-02-10,2026-02-11,LONG_CALL,CALL,275.5,BS_ENTRY_PROXY_EXIT,3.6184957266333413,0.13608060585914572,0.5513255237452326,0.050091046439165225,-0.06833008816459832,0.31248681760226715,0.12186713923165338,0.1,30,13,-4545.339657006453,-0.9662620560912669,-4527.1396570064535,18.200000000000003,-4545.339657006453,0.0,-4527.1396570064535,1,STOP_LOSS,70.0,70.0,0.0,0.0,100.0
AAPL,2026-04-19,2026-04-20,LONG_CALL,CALL,273.05,BS_ENTRY_PROXY_EXIT,3.5863167265235063,0.9238729464694586,0.5513255237452326,0.050540499153964545,-0.06772243402302566,0.3097078967197788,0.12078338427296897,0.1,30,13,-3479.3769140702616,-0.7462931983278931,-3461.176914070262,18.200000000000003,-3479.3769140702616,0.0,-3461.176914070262,1,STOP_LOSS,70.0,70.0,0.0,0.0,100.0
AAPL,2026-04-22,2026-04-23,LONG_CALL,CALL,273.43,BS_ENTRY_PROXY_EXIT,3.5913077551119557,2.3638130027668893,0.5513255237452326,0.05047026037373375,-0.06781668242049409,0.31013891301991986,0.12095147687880572,0.1,30,13,-1613.9431780485863,-0.3456943367156135,-1595.7431780485863,18.200000000000003,-1613.9431780485863,0.0,-1595.7431780485863,1,STOP_LOSS,70.0,70.0,0.0,0.0,100.0
AAPL,2026-04-23,2026-04-26,LONG_CALL,CALL,271.06,BS_ENTRY_PROXY_EXIT,3.5601794978628902,1.903608572743579,0.5513255237452326,0.050911544654283256,-0.06722887004680951,0.30745073241114534,0.11990310983713959,0.1,30,14,-2338.799295167036,-0.4692378364973238,-2319.199295167036,19.6,-2338.799295167036,0.0,-2319.199295167036,3,STOP_LOSS,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-29,2026-04-30,LONG_CALL,CALL,265.06,BS_ENTRY_PROXY_EXIT,3.481373783308271,5.438132992120899,0.5513255237452326,0.05206399794005139,-0.06574073745520301,0.3006452118826023,0.11724901606076964,0.1,30,14,2719.8628923376787,0.5580438441075601,2739.4628923376786,19.6,2719.8628923376787,2739.4628923376786,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AMZN,2026-04-30,2026-05-03,LONG_CALL,CALL,268.26,BS_ENTRY_PROXY_EXIT,3.523403497737405,5.901810805792252,0.5513255237452326,0.05144294078129435,-0.06653440817072648,0.3042748228311586,0.1186645327415003,0.1,30,14,3310.170231276785,0.6710577739884683,3329.770231276785,19.6,3310.170231276785,3329.770231276785,0.0,3,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AAPL,2026-05-03,2026-05-04,LONG_CALL,CALL,276.83,BS_ENTRY_PROXY_EXIT,3.635964326692914,8.834594060241812,0.5513255237452326,0.04985038938695236,-0.06865995755573776,0.31399537465276084,0.12245546335208202,0.1,30,13,6740.018653613568,1.4259297583000685,6758.218653613568,18.200000000000003,6740.018653613568,6758.218653613568,0.0,1,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-05-03,2026-05-04,LONG_CALL,CALL,272.05,BS_ENTRY_PROXY_EXIT,3.573182440764384,4.388271799994527,0.5513255237452326,0.05072627566252535,-0.06747441192442459,0.30857364329835496,0.12034103531024065,0.1,30,13,1041.4161669991856,0.22419492217664985,1059.6161669991857,18.200000000000003,1041.4161669991856,1059.6161669991857,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-04,2026-05-05,LONG_CALL,CALL,273.55,BS_ENTRY_PROXY_EXIT,3.5928838694030674,4.369827519513876,0.5513255237452326,0.05044812024854695,-0.0678464450723262,0.3102750234304907,0.12100455875433315,0.1,30,13,991.8267451440515,0.21234854168486292,1010.0267451440516,18.200000000000003,991.8267451440515,1010.0267451440516,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
