date,equity,pnl,symbol,exit_reason
2026-01-26,99702.8,-297.19999999999953,MSFT,STOP_LOSS
2026-02-01,99264.0,-438.80000000000007,AAPL,STOP_LOSS
2026-02-01,98819.0,-444.9999999999999,AAPL,STOP_LOSS
2026-02-01,98595.8,-223.2000000000001,AAPL,STOP_LOSS
2026-02-01,98388.05,-207.7499999999999,AAPL,STOP_LOSS
2026-02-03,98110.55,-277.5000000000004,AAPL,STOP_LOSS
2026-02-04,97775.55,-334.9999999999997,AMZN,STOP_LOSS
2026-02-04,97455.35,-320.19999999999936,AMZN,STOP_LOSS
2026-02-04,97850.85,395.4999999999997,MSFT,TAKE_PROFIT
2026-02-04,98214.25,363.3999999999999,MSFT,TAKE_PROFIT
2026-02-04,97803.25,-411.0000000000002,AMZN,STOP_LOSS
2026-02-04,97479.05,-324.20000000000005,AMZN,STOP_LOSS
2026-02-05,96993.05,-486.0000000000002,AMZN,STOP_LOSS
2026-02-08,96790.95,-202.10000000000022,MSFT,STOP_LOSS
2026-02-12,96518.25,-272.6999999999999,AAPL,STOP_LOSS
2026-02-12,96218.25,-299.99999999999966,AAPL,STOP_LOSS
2026-02-19,95928.25,-290.00000000000034,AMZN,STOP_LOSS
2026-02-22,96314.45,386.20000000000005,MSFT,TAKE_PROFIT
2026-02-24,96417.75,103.3,MSFT,TIME_STOP
2026-02-25,96539.65,121.89999999999999,MSFT,TIME_STOP
2026-03-01,96562.75,23.100000000000033,MSFT,TIME_STOP
2026-03-02,96656.65,93.90000000000059,MSFT,TIME_STOP
2026-03-02,96459.25,-197.3999999999998,MSFT,STOP_LOSS
2026-03-03,96537.15,77.89999999999951,MSFT,TIME_STOP
2026-03-03,96218.15,-319.00000000000006,AMZN,STOP_LOSS
2026-03-03,95971.95,-246.20000000000059,AMZN,STOP_LOSS
2026-03-03,95727.15,-244.79999999999959,AMZN,STOP_LOSS
2026-03-04,95661.25,-65.90000000000002,MSFT,TIME_STOP
2026-03-04,95441.65,-219.59999999999994,MSFT,STOP_LOSS
2026-03-04,95215.65,-226.00000000000006,AMZN,STOP_LOSS
2026-03-05,95141.65,-74.00000000000033,MSFT,TIME_STOP
2026-03-08,95057.95,-83.69999999999975,MSFT,TIME_STOP
2026-03-09,94966.15,-91.79999999999934,MSFT,TIME_STOP
2026-03-10,94910.54999999999,-55.599999999999156,MSFT,TIME_STOP
2026-03-11,94873.74999999999,-36.80000000000034,MSFT,TIME_STOP
2026-03-12,94887.74999999999,13.999999999999925,MSFT,TIME_STOP
2026-03-16,94749.34999999999,-138.39999999999958,AMZN,TIME_STOP
2026-03-17,94834.65,85.30000000000003,MSFT,TIME_STOP
2026-03-17,94844.45,9.799999999999635,AMZN,TIME_STOP
2026-03-19,94950.34999999999,105.89999999999962,MSFT,TIME_STOP
2026-03-22,95103.04999999999,152.69999999999996,MSFT,TIME_STOP
2026-03-23,95412.15,309.09999999999997,MSFT,TIME_STOP
2026-03-26,95759.54999999999,347.40000000000026,MSFT,TAKE_PROFIT
2026-03-29,95954.09999999999,194.5499999999999,AAPL,TIME_STOP
2026-03-31,95666.34999999999,-287.7500000000003,AMZN,STOP_LOSS
2026-04-01,95659.74999999999,-6.599999999999736,AAPL,TIME_STOP
2026-04-05,95524.44999999998,-135.30000000000035,AAPL,TIME_STOP
2026-04-05,95282.04999999999,-242.4000000000002,AMZN,STOP_LOSS
2026-04-06,95267.65,-14.400000000000208,AAPL,TIME_STOP
2026-04-07,95193.4,-74.24999999999982,AAPL,TIME_STOP
2026-04-07,94907.59999999999,-285.7999999999993,AMZN,STOP_LOSS
2026-04-07,94627.79999999999,-279.7999999999997,AMZN,STOP_LOSS
2026-04-08,94411.19999999998,-216.60000000000065,AAPL,TIME_STOP
2026-04-08,94155.59999999998,-255.6,AAPL,STOP_LOSS
2026-04-08,93711.19999999998,-444.39999999999986,AMZN,STOP_LOSS
2026-04-08,93428.39999999998,-282.8000000000006,AAPL,STOP_LOSS
2026-04-09,93192.39999999998,-236.0000000000002,AAPL,TIME_STOP
2026-04-12,93164.59999999998,-27.8,MSFT,TIME_STOP
2026-04-12,92977.79999999997,-186.80000000000035,MSFT,STOP_LOSS
2026-04-12,92698.99999999997,-278.8000000000005,MSFT,STOP_LOSS
2026-04-12,92442.09999999998,-256.9000000000004,MSFT,STOP_LOSS
2026-04-13,92327.79999999997,-114.29999999999974,AAPL,TIME_STOP
2026-04-13,92223.89999999998,-103.90000000000028,MSFT,TIME_STOP
2026-04-13,92017.39999999998,-206.50000000000063,MSFT,STOP_LOSS
2026-04-13,91793.89999999998,-223.50000000000009,MSFT,STOP_LOSS
2026-04-13,91561.69999999998,-232.20000000000041,MSFT,STOP_LOSS
2026-04-13,91321.49999999999,-240.20000000000024,MSFT,STOP_LOSS
2026-04-13,91122.19999999998,-199.30000000000106,MSFT,STOP_LOSS
2026-04-13,90917.09999999998,-205.10000000000034,MSFT,STOP_LOSS
2026-04-13,90706.09999999998,-211.00000000000009,MSFT,STOP_LOSS
2026-04-13,90515.49999999997,-190.60000000000073,MSFT,STOP_LOSS
2026-04-13,90312.29999999997,-203.2000000000005,MSFT,STOP_LOSS
2026-04-13,90087.09999999998,-225.2000000000004,MSFT,STOP_LOSS
2026-04-14,89861.04999999997,-226.04999999999987,AAPL,STOP_LOSS
2026-04-14,89649.69999999997,-211.35000000000002,AAPL,STOP_LOSS
2026-04-14,89442.39999999997,-207.29999999999987,AAPL,STOP_LOSS
2026-04-14,89084.19999999997,-358.19999999999965,AAPL,STOP_LOSS
2026-04-16,88833.39999999997,-250.80000000000027,AAPL,STOP_LOSS
2026-04-23,89309.79999999996,476.4,AMZN,TAKE_PROFIT
2026-04-30,89703.79999999996,393.9999999999995,AMZN,TAKE_PROFIT
