date,equity,pnl,symbol,exit_reason
2026-01-22,98519.0,-1481.0000000000002,MSFT,STOP_LOSS
2026-01-26,97527.0,-991.9999999999987,AAPL,STOP_LOSS
2026-01-26,96504.0,-1022.999999999999,AAPL,STOP_LOSS
2026-02-01,95044.0,-1459.9999999999995,AAPL,STOP_LOSS
2026-02-01,93870.0,-1174.000000000001,AAPL,STOP_LOSS
2026-02-01,92513.0,-1356.9999999999993,AAPL,STOP_LOSS
2026-02-02,94742.0,2229.000000000002,MSFT,TAKE_PROFIT
2026-02-03,93745.0,-996.9999999999999,AMZN,STOP_LOSS
2026-02-04,97407.0,3662.0000000000005,MSFT,TAKE_PROFIT
2026-02-04,100377.0,2969.999999999999,MSFT,TAKE_PROFIT
2026-02-04,99212.0,-1165.0000000000005,AMZN,STOP_LOSS
2026-02-04,97565.0,-1647.0,AMZN,STOP_LOSS
2026-02-04,95992.0,-1572.999999999999,AMZN,STOP_LOSS
2026-02-04,94399.0,-1593.0000000000007,AMZN,STOP_LOSS
2026-02-08,92406.0,-1993.0000000000007,MSFT,STOP_LOSS
2026-02-08,91160.0,-1246.0000000000036,MSFT,STOP_LOSS
2026-02-11,89965.0,-1194.9999999999989,AAPL,STOP_LOSS
2026-02-11,88588.0,-1376.9999999999982,AAPL,STOP_LOSS
2026-02-17,89749.0,1160.9999999999957,MSFT,TIME_STOP
2026-02-17,89149.0,-600.0,AMZN,STOP_LOSS
2026-02-18,90722.0,1573.0000000000018,MSFT,TIME_STOP
2026-02-19,89826.0,-896.0000000000008,AMZN,STOP_LOSS
2026-02-22,92739.0,2912.9999999999995,MSFT,TAKE_PROFIT
2026-02-22,95619.0,2879.9999999999955,MSFT,TAKE_PROFIT
2026-02-24,94006.0,-1612.9999999999995,MSFT,STOP_LOSS
2026-02-25,94271.0,264.9999999999977,MSFT,TIME_STOP
2026-02-25,92999.0,-1272.0000000000027,MSFT,STOP_LOSS
2026-02-26,93909.0,909.9999999999966,MSFT,TIME_STOP
2026-03-01,94186.0,276.9999999999982,MSFT,TIME_STOP
2026-03-02,93479.0,-706.9999999999993,MSFT,TIME_STOP
2026-03-03,92919.0,-559.9999999999966,MSFT,TIME_STOP
2026-03-03,91673.0,-1245.999999999998,MSFT,STOP_LOSS
2026-03-03,90470.0,-1203.0,AMZN,STOP_LOSS
2026-03-03,89274.0,-1195.999999999998,AMZN,STOP_LOSS
2026-03-03,88448.0,-825.9999999999991,AMZN,STOP_LOSS
2026-03-03,87558.0,-890.0000000000006,AMZN,STOP_LOSS
2026-03-04,86336.0,-1222.0000000000027,MSFT,STOP_LOSS
2026-03-04,84991.0,-1344.9999999999989,MSFT,STOP_LOSS
2026-03-04,83778.0,-1212.9999999999995,MSFT,STOP_LOSS
2026-03-04,82948.0,-830.0000000000011,AMZN,STOP_LOSS
2026-03-10,82520.0,-427.99999999999727,MSFT,TIME_STOP
2026-03-16,82972.0,451.9999999999982,MSFT,TIME_STOP
2026-03-22,83811.0,838.9999999999986,AAPL,TIME_STOP
2026-03-24,85886.0,2075.0,MSFT,TAKE_PROFIT
2026-03-25,86173.0,287.00000000000045,AAPL,TIME_STOP
2026-03-26,86305.0,131.99999999999932,AAPL,TIME_STOP
2026-03-26,88815.0,2510.0000000000023,MSFT,TAKE_PROFIT
2026-03-26,91438.0,2623.000000000002,MSFT,TAKE_PROFIT
2026-03-26,92675.0,1237.0000000000005,AMZN,TAKE_PROFIT
2026-03-29,93294.0,618.9999999999998,AAPL,TIME_STOP
2026-03-30,93338.0,43.99999999999977,AAPL,TIME_STOP
2026-03-30,91998.0,-1340.0000000000034,MSFT,STOP_LOSS
2026-03-30,90877.0,-1121.0000000000036,MSFT,STOP_LOSS
2026-03-30,89984.0,-893.0000000000007,AMZN,STOP_LOSS
2026-03-30,89252.0,-732.0000000000022,AMZN,STOP_LOSS
2026-03-31,88683.0,-568.9999999999998,AAPL,TIME_STOP
2026-03-31,87919.0,-763.9999999999986,AAPL,STOP_LOSS
2026-03-31,87019.0,-900.0,AAPL,STOP_LOSS
2026-04-01,86323.0,-695.999999999998,AAPL,TIME_STOP
2026-04-05,85317.0,-1006.0000000000002,AAPL,STOP_LOSS
2026-04-06,85116.0,-200.9999999999991,AAPL,TIME_STOP
2026-04-06,84463.0,-653.0000000000001,AMZN,STOP_LOSS
2026-04-06,83840.0,-623.0000000000018,AMZN,STOP_LOSS
2026-04-07,83114.0,-725.9999999999991,AAPL,TIME_STOP
2026-04-07,82955.0,-158.9999999999975,MSFT,TIME_STOP
2026-04-08,82168.0,-787.0000000000005,AAPL,STOP_LOSS
2026-04-08,81408.0,-760.0000000000023,AAPL,STOP_LOSS
2026-04-08,81205.0,-202.99999999999727,MSFT,TIME_STOP
2026-04-09,80715.0,-489.9999999999977,MSFT,TIME_STOP
2026-04-12,79295.0,-1419.9999999999989,MSFT,STOP_LOSS
2026-04-12,77795.0,-1500.0,MSFT,STOP_LOSS
2026-04-12,76646.0,-1149.000000000001,MSFT,STOP_LOSS
2026-04-12,75438.0,-1207.9999999999984,MSFT,STOP_LOSS
2026-04-12,74308.0,-1130.0000000000011,MSFT,STOP_LOSS
2026-04-12,72958.0,-1350.0,MSFT,STOP_LOSS
2026-04-13,70993.0,-1965.0000000000034,MSFT,STOP_LOSS
2026-04-13,69115.0,-1878.000000000003,MSFT,STOP_LOSS
2026-04-14,67851.0,-1264.0000000000014,AAPL,STOP_LOSS
