symbol,entry_date,exit_date,strategy,signal,strike,expiry,entry_price,exit_price,entry_delta,entry_gamma,entry_theta,entry_vega,entry_rho,entry_volatility,entry_dte,contracts,pnl,pnl_pct,gross_pnl,fees,net_pnl,max_profit,max_drawdown,days_held,exit_reason,rank_score,option_score,pop,liquidity,atm_score
AAPL,2026-01-21,2026-01-22,LONG_PUT,PUT,248.35,BS_ENTRY_PROXY_EXIT,2.446747428435728,2.553960754094234,-0.4486744762547674,0.055567075876746606,-0.03446918160564334,0.28169183721061,-0.09359593447093745,0.1,30,20,-242.42665131701233,-0.04954059591512522,-214.42665131701233,28.000000000000004,-242.42665131701233,0.0,-214.42665131701233,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-01-21,2026-01-22,LONG_PUT,PUT,451.14,BS_ENTRY_PROXY_EXIT,4.444637144612443,0.6409310866746338,-0.4486744762547674,0.030589358722325707,-0.06261496512812538,0.5117070885411499,-0.1700216222154972,0.1,30,11,4168.67666373159,0.8526468943660549,4184.07666373159,15.400000000000002,4168.67666373159,4184.07666373159,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AMZN,2026-01-21,2026-01-22,LONG_CALL,CALL,234.34,BS_ENTRY_PROXY_EXIT,3.0778885247885626,6.316091984796827,0.5513255237452326,0.05888914950068285,-0.05812149858617774,0.265800946776462,0.10366005592575553,0.1,30,16,5158.725536013224,1.047537438098007,5181.125536013224,22.400000000000002,5158.725536013224,5181.125536013224,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AAPL,2026-01-22,2026-01-25,LONG_PUT,PUT,248.04,BS_ENTRY_PROXY_EXIT,2.4436933044058833,0.4385313418029071,-0.4486744762547674,0.0556365235203597,-0.03442615585046818,0.28134021864996855,-0.09347910443394936,0.1,30,20,3982.3239252059525,0.8148166380015811,4010.3239252059525,28.000000000000004,3982.3239252059525,4010.3239252059525,0.0,3,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AMZN,2026-01-22,2026-01-25,LONG_CALL,CALL,239.16,BS_ENTRY_PROXY_EXIT,3.141195782147463,2.6903000523422946,0.5513255237452326,0.05770230512623357,-0.05931696510143496,0.27126804826772494,0.10579217792610607,0.1,30,15,-697.3435947077526,-0.1479996033508439,-676.3435947077526,21.000000000000004,-697.3435947077526,0.0,-676.3435947077526,3,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AAPL,2026-01-25,2026-01-26,LONG_PUT,PUT,255.41,BS_ENTRY_PROXY_EXIT,2.516302640212487,1.4122807068627452,-0.4486744762547674,0.05403110016831769,-0.03544905848156782,0.2896996663658623,-0.0962566443455693,0.1,30,19,2071.0416733645097,0.4331839564646707,2097.6416733645096,26.6,2071.0416733645097,2097.6416733645096,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AMZN,2026-01-25,2026-01-26,LONG_CALL,CALL,238.42,BS_ENTRY_PROXY_EXIT,3.131476410685707,7.548893246270126,0.5513255237452326,0.057881399605695924,-0.059133428748470156,0.2704287007358712,0.1054648396936871,0.1,30,15,6605.125253376628,1.406179149412846,6626.125253376628,21.000000000000004,6605.125253376628,6626.125253376628,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AAPL,2026-01-26,2026-01-27,LONG_PUT,PUT,258.27,BS_ENTRY_PROXY_EXIT,2.5444793973911857,3.422599152981036,-0.4486744762547674,0.0534327769155923,-0.03584600577124826,0.2929436311511344,-0.09733449565455611,0.1,30,19,-1695.027535620715,-0.350609934788439,-1668.4275356207152,26.6,-1695.027535620715,0.0,-1668.4275356207152,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AAPL,2026-01-27,2026-01-28,LONG_PUT,PUT,256.44,BS_ENTRY_PROXY_EXIT,2.5264502136020184,1.7543016280172594,-0.4486744762547674,0.05381408241300117,-0.03559201502295622,0.2908679473899288,-0.09664482156523939,0.1,30,19,1440.482312611042,0.3000845144317525,1467.082312611042,26.6,1440.482312611042,1467.082312611042,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
MSFT,2026-01-28,2026-01-29,LONG_PUT,PUT,433.5,BS_ENTRY_PROXY_EXIT,4.270847635300555,5.821164011098517,-0.4486744762547674,0.03183410217760097,-0.060166660865900494,0.49169885818723347,-0.16337361623978816,0.1,30,11,-1720.7480133777585,-0.3662777297106446,-1705.3480133777584,15.400000000000002,-1720.7480133777585,0.0,-1705.3480133777584,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
