symbol,entry_date,exit_date,strategy,signal,strike,expiry,entry_price,exit_price,contracts,pnl,pnl_pct,gross_pnl,fees,net_pnl,max_profit,max_drawdown,days_held,exit_reason,rank_score,option_score,pop,liquidity,atm_score
AAPL,2026-01-21,2026-02-01,LONG_PUT,PUT,248.35,OPTION_PROXY,29.802,32.401199999999996,1,-261.3199999999996,-0.08768539024226549,-259.9199999999996,1.4000000000000001,-261.3199999999996,3.720000000000212,-259.9199999999996,11,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-01-21,2026-02-04,LONG_CALL,CALL,234.34,OPTION_PROXY,28.1208,26.7228,1,-141.19999999999996,-0.05021194276123011,-139.79999999999995,1.4000000000000001,-141.19999999999996,124.08000000000001,-139.79999999999995,14,TIME_STOP,65.0,65.0,0.0,0.0,100.0
AAPL,2026-01-22,2026-02-01,LONG_PUT,PUT,248.04,OPTION_PROXY,29.764799999999997,32.401199999999996,1,-265.0399999999998,-0.08904477772402294,-263.6399999999998,1.4000000000000001,-265.0399999999998,0.0,-263.6399999999998,10,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-01-22,2026-02-04,LONG_CALL,CALL,239.16,OPTION_PROXY,28.699199999999998,26.7228,1,-199.03999999999982,-0.06935384958465736,-197.63999999999982,1.4000000000000001,-199.03999999999982,66.24000000000017,-197.63999999999982,13,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AAPL,2026-01-25,2026-02-01,LONG_PUT,PUT,255.41,OPTION_PROXY,30.649199999999997,32.401199999999996,1,-176.59999999999988,-0.057619774741265645,-175.19999999999987,1.4000000000000001,-176.59999999999988,0.0,-175.19999999999987,7,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-01-25,2026-02-04,LONG_CALL,CALL,238.42,OPTION_PROXY,28.6104,26.7228,1,-190.1599999999999,-0.06646534127450154,-188.7599999999999,1.4000000000000001,-190.1599999999999,75.12000000000008,-188.7599999999999,10,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AAPL,2026-01-26,2026-02-03,LONG_PUT,PUT,258.27,OPTION_PROXY,30.992399999999996,33.1788,1,-220.04000000000062,-0.0709980511351172,-218.6400000000006,1.4000000000000001,-220.04000000000062,21.959999999999624,-218.6400000000006,8,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AAPL,2026-01-27,2026-02-01,LONG_PUT,PUT,256.44,OPTION_PROXY,30.7728,32.401199999999996,1,-164.23999999999958,-0.05337180887017092,-162.83999999999958,1.4000000000000001,-164.23999999999958,0.0,-162.83999999999958,5,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-02-01,2026-02-04,LONG_CALL,CALL,242.96,OPTION_PROXY,29.1552,26.7228,1,-244.64000000000013,-0.08390955987268142,-243.24000000000012,1.4000000000000001,-244.64000000000013,0.0,-243.24000000000012,3,STOP_LOSS,60.0,60.0,0.0,0.0,100.0
MSFT,2026-02-02,2026-02-17,LONG_PUT,PUT,411.21,OPTION_PROXY,49.3452,47.952,1,137.92000000000002,0.027950033640556735,139.32000000000002,1.4000000000000001,137.92000000000002,210.47999999999973,-35.75999999999979,15,TIME_STOP,65.0,65.0,0.0,0.0,100.0
AMZN,2026-02-02,2026-02-04,LONG_CALL,CALL,238.62,OPTION_PROXY,28.6344,26.7228,1,-192.56,-0.06724778587992065,-191.16,1.4000000000000001,-192.56,0.0,-191.16,2,STOP_LOSS,60.0,60.0,0.0,0.0,100.0
MSFT,2026-02-03,2026-02-18,LONG_PUT,PUT,414.19,OPTION_PROXY,49.702799999999996,47.8152,1,187.3599999999999,0.03769606541281375,188.7599999999999,1.4000000000000001,187.3599999999999,246.23999999999953,0.0,15,TIME_STOP,65.0,65.0,0.0,0.0,100.0
MSFT,2026-02-04,2026-02-08,LONG_PUT,PUT,393.67,OPTION_PROXY,47.2404,49.632,1,-240.5599999999997,-0.05092251547404334,-239.15999999999968,1.4000000000000001,-240.5599999999997,0.0,-239.15999999999968,4,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-02-05,2026-02-22,LONG_PUT,PUT,401.14,OPTION_PROXY,48.136799999999994,46.1364,1,198.6399999999992,0.04126572601419272,200.0399999999992,1.4000000000000001,198.6399999999992,200.0399999999992,-149.5200000000004,17,TIME_STOP,65.0,65.0,0.0,0.0,100.0
MSFT,2026-02-08,2026-02-22,LONG_PUT,PUT,413.6,OPTION_PROXY,49.632,46.1364,1,348.1599999999996,0.0701482914248871,349.5599999999996,1.4000000000000001,348.1599999999996,349.5599999999996,0.0,14,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AAPL,2026-02-09,2026-02-12,LONG_CALL,CALL,273.68,OPTION_PROXY,32.8416,30.6936,1,-216.19999999999996,-0.06583114099191269,-214.79999999999995,1.4000000000000001,-216.19999999999996,21.84000000000026,-214.79999999999995,3,STOP_LOSS,70.0,70.0,0.0,0.0,100.0
MSFT,2026-02-09,2026-02-22,LONG_PUT,PUT,413.27,OPTION_PROXY,49.5924,46.1364,1,344.1999999999996,0.06940579604939459,345.59999999999957,1.4000000000000001,344.1999999999996,345.59999999999957,0.0,13,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
